Revenue Item Sales Report
"Nov 27, 2019 12:00 am - Nov 27, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:35 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$372.45
Net Sales,$314.70
COGS,$17.90
Gross Profit,$245.80
Gross Profit Margin,78.11%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
"Cocktail ""Vuelve A La Vida""",2,0,$37.90,$0.00,-$0.00,$37.90,12.04%,$18.95,$0.00,$37.90
Modelo Especial,5,0,$40.00,-$3.00,-$0.00,$37.00,11.76%,$7.40,$0.00,$0.00
Cadillac Margarita,2,0,$32.00,$0.00,-$0.00,$32.00,10.17%,$16.00,$0.00,$32.00
Menudo Soup,2,0,$23.90,$0.00,-$0.00,$23.90,7.59%,$11.95,$0.00,$23.90
Guacamole Full Size,2,0,$21.90,$0.00,-$0.00,$21.90,6.96%,$10.95,$17.90,$4.00
House Margarita,3,0,$21.00,-$2.00,-$0.00,$19.00,6.04%,$6.33,$0.00,$19.00
Cocktail De Camaron,1,0,$16.95,$0.00,-$0.00,$16.95,5.39%,$16.95,$0.00,$16.95
Large Chile Relleno,1,0,$12.95,$0.00,-$0.00,$12.95,4.12%,$12.95,$0.00,$12.95
Nachos Vaqueros,1,0,$11.95,$0.00,-$0.00,$11.95,3.80%,$11.95,$0.00,$11.95
Tostada De Ceviche,1,0,$11.95,$0.00,-$0.00,$11.95,3.80%,$11.95,$0.00,$11.95
Chilaquiles Rojos,1,0,$10.95,$0.00,-$0.00,$10.95,3.48%,$10.95,$0.00,$10.95
Machaca Con Huevo,1,0,$10.95,$0.00,-$0.00,$10.95,3.48%,$10.95,$0.00,$10.95
Combination de Dos,1,0,$9.95,$0.00,-$0.00,$9.95,3.16%,$9.95,$0.00,$9.95
Albondigas Soup,1,0,$8.95,$0.00,-$0.00,$8.95,2.84%,$8.95,$0.00,$8.95
Double Dare Tacos,1,0,$8.95,$0.00,-$0.00,$8.95,2.84%,$8.95,$0.00,$8.95
Combination de Uno,1,0,$7.95,$0.00,-$0.00,$7.95,2.53%,$7.95,$0.00,$7.95
1800,1,0,$7.00,$0.00,-$0.00,$7.00,2.22%,$7.00,$0.00,$0.00
Absolute,1,0,$7.00,$0.00,-$0.00,$7.00,2.22%,$7.00,$0.00,$0.00
Juices,2,0,$7.00,$0.00,-$0.00,$7.00,2.22%,$3.50,$0.00,$7.00
Coffee,2,0,$5.50,$0.00,-$0.00,$5.50,1.75%,$2.75,$0.00,$5.50
Side Bacon,1,0,$3.00,$0.00,-$0.00,$3.00,0.95%,$3.00,$0.00,$3.00
Can Soda,1,0,$2.00,$0.00,-$0.00,$2.00,0.64%,$2.00,$0.00,$2.00
Carne Asada Burrito,1,0,$12.95,-$12.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Chicken Cilantro Salad,1,0,$12.95,-$12.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Dinner Salad,1,0,$4.95,-$4.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
"Flauta Appetizer ",2,0,$15.90,-$15.90,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Side House Salsa,4,0,$6.00,-$6.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,43,0,$372.45,-$57.75,$0.00,$314.70,100.00%,$7.32,$17.90,$245.80
