Revenue Item Sales Report
"Nov 09, 2019 12:00 am - Nov 09, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:29 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$4,876.83"
Net Sales,"$4,850.74"
COGS,$71.60
Gross Profit,"$1,567.94"
Gross Profit Margin,32.32%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Item 1,1,0,"$2,959.43",$0.00,-$0.00,"$2,959.43",61.01%,"$2,959.43",$0.00,$0.00
Combination de Dos,12,0,$121.40,$0.00,-$0.00,$121.40,2.50%,$10.12,$0.00,$121.40
Cocktail De Camaron,7,0,$118.65,$0.00,-$0.00,$118.65,2.45%,$16.95,$0.00,$118.65
House Margarita,15,0,$105.00,$0.00,-$0.00,$105.00,2.16%,$7.00,$0.00,$105.00
Carne Asada Burrito,7,0,$94.65,$0.00,-$0.00,$94.65,1.95%,$13.52,$0.00,$94.65
Guacamole Full Size,8,0,$87.60,$0.00,-$0.00,$87.60,1.81%,$10.95,$71.60,$16.00
Camarones,4,0,$71.80,$0.00,-$0.00,$71.80,1.48%,$17.95,$0.00,$71.80
Soft Drink,19,0,$61.75,$0.00,-$0.00,$61.75,1.27%,$3.25,$0.00,$61.75
Camarones Costa Azul,3,0,$59.85,$0.00,-$0.00,$59.85,1.23%,$19.95,$0.00,$59.85
Steak Tampiqueno,3,0,$59.85,$0.00,-$0.00,$59.85,1.23%,$19.95,$0.00,$59.85
Menudo Soup,5,0,$59.75,$0.00,-$0.00,$59.75,1.23%,$11.95,$0.00,$59.75
Carne Asada Plate,3,0,$53.85,$0.00,-$0.00,$53.85,1.11%,$17.95,$0.00,$53.85
Taco A La Carte,18,0,$54.00,-$1.41,-$0.00,$52.59,1.08%,$2.92,$0.00,$0.00
Grande Mixed Fajitas,2,0,$49.90,$0.00,-$0.00,$49.90,1.03%,$24.95,$0.00,$49.90
Horchata,11,0,$49.50,$0.00,-$0.00,$49.50,1.02%,$4.50,$0.00,$49.50
Combination de Tres,4,0,$47.80,$0.00,-$0.00,$47.80,0.99%,$11.95,$0.00,$47.80
Cadillac Margarita,4,0,$45.00,$0.00,-$0.00,$45.00,0.93%,$11.25,$0.00,$45.00
Modelo Especial,8,0,$43.00,$0.00,-$0.00,$43.00,0.89%,$5.38,$0.00,$0.00
Large Chile Relleno,3,0,$38.85,$0.00,-$0.00,$38.85,0.80%,$12.95,$0.00,$38.85
"Flauta Appetizer ",4,0,$34.80,$0.00,-$0.00,$34.80,0.72%,$8.70,$0.00,$34.80
Tostadas Mixtas,2,0,$27.90,$0.00,-$0.00,$27.90,0.58%,$13.95,$0.00,$27.90
Pacifico,4,0,$26.00,$0.00,-$0.00,$26.00,0.54%,$6.50,$0.00,$0.00
Carnitas Burrito,2,0,$25.90,$0.00,-$0.00,$25.90,0.53%,$12.95,$0.00,$25.90
"S Chicken Florentine ",2,0,$31.90,-$6.91,-$0.00,$24.99,0.52%,$12.50,$0.00,$24.99
Dona Margarita,2,0,$24.00,$0.00,-$0.00,$24.00,0.49%,$12.00,$0.00,$24.00
Pozole,2,0,$21.90,$0.00,-$0.00,$21.90,0.45%,$10.95,$0.00,$21.90
Blackened Salmon,1,0,$19.95,$0.00,-$0.00,$19.95,0.41%,$19.95,$0.00,$19.95
Tequila Shrimp Fettuccini,1,0,$17.95,$0.00,-$0.00,$17.95,0.37%,$17.95,$0.00,$17.95
KIDS Cheeseburger,2,0,$17.90,$0.00,-$0.00,$17.90,0.37%,$8.95,$0.00,$17.90
Campechana Cocktail,1,0,$16.95,$0.00,-$0.00,$16.95,0.35%,$16.95,$0.00,$16.95
Carnitas Plate,1,0,$16.95,$0.00,-$0.00,$16.95,0.35%,$16.95,$0.00,$16.95
Custom Item,1,0,$16.95,$0.00,-$0.00,$16.95,0.35%,$16.95,$0.00,$0.00
Grilled Chicken Fajitas,1,0,$16.95,$0.00,-$0.00,$16.95,0.35%,$16.95,$0.00,$16.95
Grilled Chicken Plate,1,0,$16.95,$0.00,-$0.00,$16.95,0.35%,$16.95,$0.00,$16.95
32oz House salsa,2,0,$16.00,$0.00,-$0.00,$16.00,0.33%,$8.00,$0.00,$0.00
brandi,2,0,$16.00,$0.00,-$0.00,$16.00,0.33%,$8.00,$0.00,$0.00
Chicken Fettuccini,1,0,$15.95,$0.00,-$0.00,$15.95,0.33%,$15.95,$0.00,$15.95
Combination de Uno,2,0,$15.90,$0.00,-$0.00,$15.90,0.33%,$7.95,$0.00,$15.90
Michelo Ultra Light,2,0,$28.00,-$12.13,-$0.00,$15.87,0.33%,$7.94,$0.00,$0.00
Shrimp Burrito,1,0,$14.95,$0.00,-$0.00,$14.95,0.31%,$14.95,$0.00,$14.95
Shrimp Enchilada Plate,1,0,$14.95,$0.00,-$0.00,$14.95,0.31%,$14.95,$0.00,$14.95
IPA Pale Ale,1,0,$14.00,$0.00,-$0.00,$14.00,0.29%,$14.00,$0.00,$0.00
Shred Chicken Burrito,1,0,$13.95,$0.00,-$0.00,$13.95,0.29%,$13.95,$0.00,$13.95
Chicken Cilantro Salad,1,0,$12.95,$0.00,-$0.00,$12.95,0.27%,$12.95,$0.00,$12.95
Grilled Chicken Burrito,1,0,$12.95,$0.00,-$0.00,$12.95,0.27%,$12.95,$0.00,$12.95
Bud Light,2,0,$12.00,$0.00,-$0.00,$12.00,0.25%,$6.00,$0.00,$12.00
Guacamole half order,2,0,$12.00,$0.00,-$0.00,$12.00,0.25%,$6.00,$0.00,$12.00
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,0.25%,$11.95,$0.00,$11.95
Nachos Vaqueros,1,0,$11.95,$0.00,-$0.00,$11.95,0.25%,$11.95,$0.00,$11.95
Machaca Con Huevo,1,0,$10.95,$0.00,-$0.00,$10.95,0.23%,$10.95,$0.00,$10.95
Dos XX,2,0,$10.00,$0.00,-$0.00,$10.00,0.21%,$5.00,$0.00,$0.00
Jack Daniels,1,0,$9.00,$0.00,-$0.00,$9.00,0.19%,$9.00,$0.00,$0.00
Jamaica,2,0,$9.00,$0.00,-$0.00,$9.00,0.19%,$4.50,$0.00,$9.00
KIDS Bean & Cheese Burrito,1,0,$8.95,$0.00,-$0.00,$8.95,0.18%,$8.95,$0.00,$8.95
KIDS Cheese Quesadilla,1,0,$8.95,$0.00,-$0.00,$8.95,0.18%,$8.95,$0.00,$8.95
KIDS Chicken Strips,1,0,$8.95,$0.00,-$0.00,$8.95,0.18%,$8.95,$0.00,$8.95
Grey Goose,1,0,$8.00,$0.00,-$0.00,$8.00,0.16%,$8.00,$0.00,$0.00
Mojito,1,0,$8.00,$0.00,-$0.00,$8.00,0.16%,$8.00,$0.00,$0.00
Side French Fries,2,0,$7.00,$0.00,-$0.00,$7.00,0.14%,$3.50,$0.00,$7.00
Deep Fried Ice Cream,1,0,$6.95,$0.00,-$0.00,$6.95,0.14%,$6.95,$0.00,$6.95
Kids Drink Only,3,0,$6.00,$0.00,-$0.00,$6.00,0.12%,$2.00,$0.00,$6.00
Side Guacamole,2,0,$6.00,$0.00,-$0.00,$6.00,0.12%,$3.00,$0.00,$6.00
Corona,1,0,$5.00,$0.00,-$0.00,$5.00,0.10%,$5.00,$0.00,$0.00
montejo,1,0,$8.00,-$3.47,-$0.00,$4.53,0.09%,$4.53,$0.00,$0.00
Bud Light,1,0,$4.00,$0.00,-$0.00,$4.00,0.08%,$4.00,$0.00,$0.00
Enchilada A La Carte,2,0,$5.00,-$2.17,-$0.00,$2.83,0.06%,$1.42,$0.00,$0.00
Coffee,1,0,$2.75,$0.00,-$0.00,$2.75,0.06%,$2.75,$0.00,$2.75
Tea,1,0,$2.75,$0.00,-$0.00,$2.75,0.06%,$2.75,$0.00,$2.75
Side Avocado,1,0,$2.00,$0.00,-$0.00,$2.00,0.04%,$2.00,$0.00,$2.00
Sour Cream,1,0,$1.50,$0.00,-$0.00,$1.50,0.03%,$1.50,$0.00,$1.50
Water,4,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,217,0,"$4,876.83",-$26.09,$0.00,"$4,850.74",100.00%,$22.35,$71.60,"$1,567.94"
