Revenue Item Sales Report
"Nov 02, 2019 12:00 am - Nov 02, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:27 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,685.75"
Net Sales,"$1,683.75"
COGS,$44.75
Gross Profit,"$1,513.75"
Gross Profit Margin,89.90%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Combination de Dos,12,0,$129.40,$0.00,-$0.00,$129.40,7.69%,$10.78,$0.00,$129.40
Cadillac Margarita,9,0,$102.00,$0.00,-$0.00,$102.00,6.06%,$11.33,$0.00,$102.00
House Margarita,12,0,$96.00,$0.00,-$0.00,$96.00,5.70%,$8.00,$0.00,$96.00
Carne Asada Plate,5,0,$89.75,$0.00,-$0.00,$89.75,5.33%,$17.95,$0.00,$89.75
Parrilla Para Dos,2,0,$79.90,$0.00,-$0.00,$79.90,4.75%,$39.95,$0.00,$79.90
Grilled Steak Fajitas,4,0,$71.80,$0.00,-$0.00,$71.80,4.26%,$17.95,$0.00,$71.80
Menudo Soup,5,0,$59.75,$0.00,-$0.00,$59.75,3.55%,$11.95,$0.00,$59.75
Guacamole Full Size,5,0,$54.75,$0.00,-$0.00,$54.75,3.25%,$10.95,$44.75,$10.00
S Top Sirloin Steak,3,0,$53.85,$0.00,-$0.00,$53.85,3.20%,$17.95,$0.00,$53.85
Soft Drink,15,0,$48.75,-$0.10,-$0.00,$48.65,2.89%,$3.24,$0.00,$48.65
"S Chicken Florentine ",3,0,$47.85,$0.00,-$0.00,$47.85,2.84%,$15.95,$0.00,$47.85
Combination de Tres,4,0,$47.80,$0.00,-$0.00,$47.80,2.84%,$11.95,$0.00,$47.80
Molcajete Mar Y Terra,1,0,$44.95,$0.00,-$0.00,$44.95,2.67%,$44.95,$0.00,$44.95
Albondigas Soup,4,0,$35.80,$0.00,-$0.00,$35.80,2.13%,$8.95,$0.00,$35.80
Camarones,2,0,$35.90,-$0.55,-$0.00,$35.35,2.10%,$17.68,$0.00,$35.35
Combination de Uno,4,0,$31.80,$0.00,-$0.00,$31.80,1.89%,$7.95,$0.00,$31.80
Michelo Ultra Light,2,0,$28.00,$0.00,-$0.00,$28.00,1.66%,$14.00,$0.00,$0.00
KIDS Cheese Enchilada,3,0,$26.85,$0.00,-$0.00,$26.85,1.59%,$8.95,$0.00,$26.85
Grande Mixed Fajitas,1,0,$24.95,$0.00,-$0.00,$24.95,1.48%,$24.95,$0.00,$24.95
Dona Margarita,2,0,$24.00,$0.00,-$0.00,$24.00,1.43%,$12.00,$0.00,$24.00
Machaca Con Huevo,2,0,$21.90,$0.00,-$0.00,$21.90,1.30%,$10.95,$0.00,$21.90
Pozole,2,0,$21.90,$0.00,-$0.00,$21.90,1.30%,$10.95,$0.00,$21.90
Blackened Salmon,1,0,$19.95,$0.00,-$0.00,$19.95,1.18%,$19.95,$0.00,$19.95
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,1.18%,$19.95,$0.00,$19.95
Shrimp Fajitas,1,0,$19.95,-$0.62,-$0.00,$19.33,1.15%,$19.33,$0.00,$19.33
