Revenue Item Sales Report
"Nov 01, 2019 12:00 am - Nov 01, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:23 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,837.65"
Net Sales,"$1,778.15"
COGS,$17.90
Gross Profit,"$1,561.00"
Gross Profit Margin,87.79%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
House Margarita,17,0,$186.00,-$24.00,-$0.00,$162.00,9.11%,$9.53,$0.00,$162.00
Combination de Dos,10,0,$99.50,$0.00,-$0.00,$99.50,5.60%,$9.95,$0.00,$99.50
Combination de Tres,7,0,$83.65,$0.00,-$0.00,$83.65,4.70%,$11.95,$0.00,$83.65
Custom Item,10,0,$80.00,$0.00,-$0.00,$80.00,4.50%,$8.00,$0.00,$0.00
Camarones Aguachiles,3,0,$59.85,$0.00,-$0.00,$59.85,3.37%,$19.95,$0.00,$59.85
Camarones Costa Azul,3,0,$59.85,$0.00,-$0.00,$59.85,3.37%,$19.95,$0.00,$59.85
Soft Drink,16,0,$52.00,-$0.81,-$0.00,$51.19,2.88%,$3.20,$0.00,$51.19
Tequila Shrimp Fettuccini,3,0,$53.85,-$4.49,-$0.00,$49.36,2.78%,$16.45,$0.00,$49.36
Menudo Soup,4,0,$47.80,$0.00,-$0.00,$47.80,2.69%,$11.95,$0.00,$47.80
Molcajete Mar Y Terra,1,0,$44.95,$0.00,-$0.00,$44.95,2.53%,$44.95,$0.00,$44.95
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,2.25%,$39.95,$0.00,$39.95
Blackened Salmon,2,0,$39.90,$0.00,-$0.00,$39.90,2.24%,$19.95,$0.00,$39.90
Cadillac Margarita,3,0,$36.00,$0.00,-$0.00,$36.00,2.02%,$12.00,$0.00,$36.00
Camarones,2,0,$35.90,$0.00,-$0.00,$35.90,2.02%,$17.95,$0.00,$35.90
Carne Asada Plate,2,0,$35.90,$0.00,-$0.00,$35.90,2.02%,$17.95,$0.00,$35.90
Nachos Vaqueros,3,0,$35.85,$0.00,-$0.00,$35.85,2.02%,$11.95,$0.00,$35.85
Corona,7,0,$38.00,-$4.00,-$0.00,$34.00,1.91%,$4.86,$0.00,$0.00
Cocktail De Camaron,2,0,$33.90,$0.00,-$0.00,$33.90,1.91%,$16.95,$0.00,$33.90
House Cadillac Margarita,4,0,$40.00,-$8.00,-$0.00,$32.00,1.80%,$8.00,$0.00,$32.00
"S Chicken Florentine ",2,0,$31.90,$0.00,-$0.00,$31.90,1.79%,$15.95,$0.00,$31.90
KIDS Chicken Strips,3,0,$26.85,$0.00,-$0.00,$26.85,1.51%,$8.95,$0.00,$26.85
