Revenue Item Sales Report
"Jan 01, 2020 12:00 am - Jan 01, 2020 11:59 pm"
"Requested on: Apr 16, 2020 4:49 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$866.45
Net Sales,$847.45
COGS,$17.90
Gross Profit,$738.55
Gross Profit Margin,87.15%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Grande Mixed Fajitas,5,0,$124.75,$0.00,-$0.00,$124.75,14.72%,$24.95,$0.00,$124.75
Combination de Tres,7,0,$85.65,$0.00,-$0.00,$85.65,10.11%,$12.24,$0.00,$85.65
Patron,6,0,$60.00,$0.00,-$0.00,$60.00,7.08%,$10.00,$0.00,$60.00
Cadillac Margarita,4,0,$56.00,$0.00,-$0.00,$56.00,6.61%,$14.00,$0.00,$56.00
Menudo Soup,4,0,$47.80,$0.00,-$0.00,$47.80,5.64%,$11.95,$0.00,$47.80
House Margarita,8,0,$56.00,-$14.00,-$0.00,$42.00,4.96%,$5.25,$0.00,$42.00
Soft Drink,9,0,$29.25,$0.00,-$0.00,$29.25,3.45%,$3.25,$0.00,$29.25
Negra Modelo,4,0,$29.00,$0.00,-$0.00,$29.00,3.42%,$7.25,$0.00,$0.00
Modelo Especial,4,0,$26.00,-$2.00,-$0.00,$24.00,2.83%,$6.00,$0.00,$0.00
Camarones Aguachiles,1,0,$19.95,$0.00,-$0.00,$19.95,2.35%,$19.95,$0.00,$19.95
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,2.35%,$19.95,$0.00,$19.95
Montejo,3,0,$19.95,$0.00,-$0.00,$19.95,2.35%,$6.65,$0.00,$19.95
Combination de Uno,2,0,$17.90,$0.00,-$0.00,$17.90,2.11%,$8.95,$0.00,$17.90
Guacamole Full Size,2,0,$17.90,$0.00,-$0.00,$17.90,2.11%,$8.95,$17.90,$0.00
KIDS Chicken Strips,2,0,$17.90,$0.00,-$0.00,$17.90,2.11%,$8.95,$0.00,$17.90
Cocktail De Camaron,1,0,$16.95,$0.00,-$0.00,$16.95,2.00%,$16.95,$0.00,$16.95
Corona,3,0,$15.00,$0.00,-$0.00,$15.00,1.77%,$5.00,$0.00,$0.00
Baja Fish Tacos,1,0,$14.95,$0.00,-$0.00,$14.95,1.76%,$14.95,$0.00,$14.95
Carnitas Burrito,1,0,$14.95,$0.00,-$0.00,$14.95,1.76%,$14.95,$0.00,$14.95
Chicken Caesar Salad,1,0,$12.95,$0.00,-$0.00,$12.95,1.53%,$12.95,$0.00,$12.95
Chicken Cilantro Salad,1,0,$12.95,$0.00,-$0.00,$12.95,1.53%,$12.95,$0.00,$12.95
Combination de Dos,1,0,$11.95,$0.00,-$0.00,$11.95,1.41%,$11.95,$0.00,$11.95
Tostada De Ceviche,1,0,$11.95,$0.00,-$0.00,$11.95,1.41%,$11.95,$0.00,$11.95
Machaca Con Huevo,1,0,$10.95,$0.00,-$0.00,$10.95,1.29%,$10.95,$0.00,$10.95
Omelette Mexicano,1,0,$10.95,$0.00,-$0.00,$10.95,1.29%,$10.95,$0.00,$10.95
Corona Light,2,0,$10.00,$0.00,-$0.00,$10.00,1.18%,$5.00,$0.00,$0.00
Horchata,2,0,$9.00,$0.00,-$0.00,$9.00,1.06%,$4.50,$0.00,$9.00
Jamaica,2,0,$9.00,$0.00,-$0.00,$9.00,1.06%,$4.50,$0.00,$9.00
The Great Panino,1,0,$8.95,$0.00,-$0.00,$8.95,1.06%,$8.95,$0.00,$8.95
Coffee,3,0,$8.25,$0.00,-$0.00,$8.25,0.97%,$2.75,$0.00,$8.25
Tea,3,0,$8.25,$0.00,-$0.00,$8.25,0.97%,$2.75,$0.00,$8.25
Bohemia,2,0,$10.00,-$2.00,-$0.00,$8.00,0.94%,$4.00,$0.00,$0.00
Deep Fried Ice Cream,1,0,$6.95,$0.00,-$0.00,$6.95,0.82%,$6.95,$0.00,$6.95
Guacamole half order,1,0,$6.00,$0.00,-$0.00,$6.00,0.71%,$6.00,$0.00,$6.00
Taco A La Carte,2,0,$5.00,$0.00,-$0.00,$5.00,0.59%,$2.50,$0.00,$0.00
Small Alb. Soup,1,0,$4.50,$0.00,-$0.00,$4.50,0.53%,$4.50,$0.00,$4.50
Side Beans,2,0,$4.00,-$0.50,-$0.00,$3.50,0.41%,$1.75,$0.00,$3.50
Side French Fries,1,0,$3.50,$0.00,-$0.00,$3.50,0.41%,$3.50,$0.00,$3.50
Side Bacon,1,0,$3.00,$0.00,-$0.00,$3.00,0.35%,$3.00,$0.00,$3.00
Side Corn Tortillas,2,0,$3.00,$0.00,-$0.00,$3.00,0.35%,$1.50,$0.00,$3.00
Kids Drink Only,1,0,$2.00,$0.00,-$0.00,$2.00,0.24%,$2.00,$0.00,$2.00
Side Flour Tortillas,1,0,$1.50,$0.00,-$0.00,$1.50,0.18%,$1.50,$0.00,$1.50
Side Rice,1,0,$2.00,-$0.50,-$0.00,$1.50,0.18%,$1.50,$0.00,$1.50
Water,9,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,112,0,$866.45,-$19.00,$0.00,$847.45,100.00%,$7.57,$17.90,$738.55
