Revenue Item Sales Report
"Jan 09, 2020 12:00 am - Jan 09, 2020 11:59 pm"
"Requested on: Apr 16, 2020 4:52 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$672.50
Net Sales,$671.50
COGS,$0.00
Gross Profit,$667.50
Gross Profit Margin,99.40%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
The Classic Enchiladas,14,0,$125.30,$0.00,-$0.00,$125.30,18.66%,$8.95,$0.00,$125.30
The Great Panino,7,0,$62.65,$0.00,-$0.00,$62.65,9.33%,$8.95,$0.00,$62.65
The Green Burrito,5,0,$54.75,$0.00,-$0.00,$54.75,8.15%,$10.95,$0.00,$54.75
Double Dare Tacos,6,0,$53.70,$0.00,-$0.00,$53.70,8.00%,$8.95,$0.00,$53.70
Combination de Dos,4,0,$43.80,$0.00,-$0.00,$43.80,6.52%,$10.95,$0.00,$43.80
Soft Drink,13,0,$42.25,$0.00,-$0.00,$42.25,6.29%,$3.25,$0.00,$42.25
Coffee,15,0,$41.25,$0.00,-$0.00,$41.25,6.14%,$2.75,$0.00,$41.25
Chilaquiles Rojos,3,0,$26.85,$0.00,-$0.00,$26.85,4.00%,$8.95,$0.00,$26.85
The Healthy Choice,3,0,$26.85,$0.00,-$0.00,$26.85,4.00%,$8.95,$0.00,$26.85
Tea,9,0,$24.75,$0.00,-$0.00,$24.75,3.69%,$2.75,$0.00,$24.75
"Flauta Appetizer ",2,0,$18.90,$0.00,-$0.00,$18.90,2.81%,$9.45,$0.00,$18.90
Carne Asada Burrito,1,0,$14.95,$0.00,-$0.00,$14.95,2.23%,$14.95,$0.00,$14.95
Mexican Flan,3,0,$13.50,$0.00,-$0.00,$13.50,2.01%,$4.50,$0.00,$13.50
Large Chile Relleno,1,0,$12.95,$0.00,-$0.00,$12.95,1.93%,$12.95,$0.00,$12.95
Combination de Tres,1,0,$11.95,$0.00,-$0.00,$11.95,1.78%,$11.95,$0.00,$11.95
Menudo Soup,1,0,$11.95,$0.00,-$0.00,$11.95,1.78%,$11.95,$0.00,$11.95
Shred Chicken Burrito,1,0,$11.95,$0.00,-$0.00,$11.95,1.78%,$11.95,$0.00,$11.95
Cheese Quesadilla,1,0,$10.95,$0.00,-$0.00,$10.95,1.63%,$10.95,$0.00,$10.95
Pozole,1,0,$10.95,$0.00,-$0.00,$10.95,1.63%,$10.95,$0.00,$10.95
Combination de Uno,1,0,$9.95,$0.00,-$0.00,$9.95,1.48%,$9.95,$0.00,$9.95
Huevos Rancheros,1,0,$9.95,$0.00,-$0.00,$9.95,1.48%,$9.95,$0.00,$9.95
Albondigas Soup,1,0,$8.95,$0.00,-$0.00,$8.95,1.33%,$8.95,$0.00,$8.95
Breakfast Burrito,1,0,$8.95,$0.00,-$0.00,$8.95,1.33%,$8.95,$0.00,$8.95
Horchata,1,0,$4.50,$0.00,-$0.00,$4.50,0.67%,$4.50,$0.00,$4.50
Kids Drink Only,2,0,$4.00,$0.00,-$0.00,$4.00,0.60%,$2.00,$0.00,$4.00
Modelo Especial,1,0,$5.00,-$1.00,-$0.00,$4.00,0.60%,$4.00,$0.00,$0.00
Side Chopped Onions,1,0,$1.00,$0.00,-$0.00,$1.00,0.15%,$1.00,$0.00,$1.00
Water,6,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,106,0,$672.50,-$1.00,$0.00,$671.50,100.00%,$6.33,$0.00,$667.50
