Revenue Item Sales Report
"Jan 25, 2020 12:00 am - Jan 25, 2020 11:59 pm"
"Requested on: Apr 16, 2020 5:07 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,205.40"
Net Sales,"$1,203.90"
COGS,$44.75
Gross Profit,"$1,063.40"
Gross Profit Margin,88.33%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Combination de Tres,5,0,$59.75,$0.00,-$0.00,$59.75,4.96%,$11.95,$0.00,$59.75
"Flauta Appetizer ",7,0,$55.65,$0.00,-$0.00,$55.65,4.62%,$7.95,$0.00,$55.65
Guacamole Full Size,5,0,$54.75,$0.00,-$0.00,$54.75,4.55%,$10.95,$44.75,$10.00
Grilled Steak Fajitas,3,0,$53.85,$0.00,-$0.00,$53.85,4.47%,$17.95,$0.00,$53.85
Cocktail De Camaron,3,0,$50.85,$0.00,-$0.00,$50.85,4.22%,$16.95,$0.00,$50.85
Grande Mixed Fajitas,2,0,$49.90,$0.00,-$0.00,$49.90,4.14%,$24.95,$0.00,$49.90
Combination de Dos,5,0,$49.75,$0.00,-$0.00,$49.75,4.13%,$9.95,$0.00,$49.75
Taco A La Carte,14,0,$43.50,$0.00,-$0.00,$43.50,3.61%,$3.11,$0.00,$0.00
House Margarita,6,0,$42.00,$0.00,-$0.00,$42.00,3.49%,$7.00,$0.00,$42.00
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,3.32%,$39.95,$0.00,$39.95
Soft Drink,12,0,$39.00,$0.00,-$0.00,$39.00,3.24%,$3.25,$0.00,$39.00
Cadillac Margarita,3,0,$36.00,$0.00,-$0.00,$36.00,2.99%,$12.00,$0.00,$36.00
Carne Asada Fries,3,0,$35.85,$0.00,-$0.00,$35.85,2.98%,$11.95,$0.00,$35.85
Mojarra,2,0,$31.90,$0.00,-$0.00,$31.90,2.65%,$15.95,$0.00,$31.90
Chilaquiles Rojos,3,0,$28.85,$0.00,-$0.00,$28.85,2.40%,$9.62,$0.00,$28.85
Carne Asada Burrito,2,0,$25.90,$0.00,-$0.00,$25.90,2.15%,$12.95,$0.00,$25.90
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,1.66%,$19.95,$0.00,$19.95
Queso Fundido,2,0,$19.90,$0.00,-$0.00,$19.90,1.65%,$9.95,$0.00,$19.90
Dinner Salad,4,0,$19.80,$0.00,-$0.00,$19.80,1.64%,$4.95,$0.00,$19.80
Coffee,7,0,$19.25,$0.00,-$0.00,$19.25,1.60%,$2.75,$0.00,$19.25
"Cocktail ""Vuelve A La Vida""",1,0,$18.95,$0.00,-$0.00,$18.95,1.57%,$18.95,$0.00,$18.95
