Revenue Item Sales Report
"Jan 29, 2020 12:00 am - Jan 29, 2020 11:59 pm"
"Requested on: Apr 16, 2020 5:08 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$635.55
Net Sales,$614.31
COGS,$17.90
Gross Profit,$536.78
Gross Profit Margin,87.38%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
House Margarita,9,0,$75.00,-$6.00,-$0.00,$69.00,11.23%,$7.67,$0.00,$69.00
Combination de Dos,5,0,$49.75,$0.00,-$0.00,$49.75,8.10%,$9.95,$0.00,$49.75
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,6.50%,$39.95,$0.00,$39.95
Combination de Tres,3,0,$37.85,$0.00,-$0.00,$37.85,6.16%,$12.62,$0.00,$37.85
KIDS Chicken Strips,3,0,$26.85,$0.00,-$0.00,$26.85,4.37%,$8.95,$0.00,$26.85
"Flauta Appetizer ",2,0,$21.90,$0.00,-$0.00,$21.90,3.56%,$10.95,$0.00,$21.90
Guacamole Full Size,2,0,$21.90,$0.00,-$0.00,$21.90,3.56%,$10.95,$17.90,$4.00
Cadillac Margarita,1,0,$20.00,$0.00,-$0.00,$20.00,3.26%,$20.00,$0.00,$20.00
Blackened Salmon,1,0,$19.95,$0.00,-$0.00,$19.95,3.25%,$19.95,$0.00,$19.95
Soft Drink,6,0,$19.50,$0.00,-$0.00,$19.50,3.17%,$3.25,$0.00,$19.50
"Cocktail ""Vuelve A La Vida""",1,0,$18.95,$0.00,-$0.00,$18.95,3.08%,$18.95,$0.00,$18.95
Camarones,1,0,$17.95,$0.00,-$0.00,$17.95,2.92%,$17.95,$0.00,$17.95
Grilled Steak Fajitas,1,0,$17.95,$0.00,-$0.00,$17.95,2.92%,$17.95,$0.00,$17.95
Albondigas Soup,2,0,$17.90,$0.00,-$0.00,$17.90,2.91%,$8.95,$0.00,$17.90
Corona,4,0,$20.00,-$3.00,-$0.00,$17.00,2.77%,$4.25,$0.00,$0.00
Al Pastor Plate,1,0,$16.95,$0.00,-$0.00,$16.95,2.76%,$16.95,$0.00,$16.95
Cocktail De Camaron,1,0,$16.95,$0.00,-$0.00,$16.95,2.76%,$16.95,$0.00,$16.95
Grilled Chicken Fajitas,1,0,$16.95,$0.00,-$0.00,$16.95,2.76%,$16.95,$0.00,$16.95
Combination de Uno,2,0,$15.90,$0.00,-$0.00,$15.90,2.59%,$7.95,$0.00,$15.90
Carnitas Burrito,1,0,$12.95,$0.00,-$0.00,$12.95,2.11%,$12.95,$0.00,$12.95
IPA Pale Ale,1,0,$14.00,-$2.00,-$0.00,$12.00,1.95%,$12.00,$0.00,$0.00
Tostada De Ceviche,1,0,$11.95,$0.00,-$0.00,$11.95,1.95%,$11.95,$0.00,$11.95
HH Flauta Appetizer,2,0,$15.90,-$4.78,-$0.00,$11.12,1.81%,$5.56,$0.00,$11.12
Small Alb. Soup,2,0,$9.00,$0.00,-$0.00,$9.00,1.47%,$4.50,$0.00,$9.00
Vodka Martini,1,0,$9.00,$0.00,-$0.00,$9.00,1.47%,$9.00,$0.00,$0.00
KIDS Hamburger,1,0,$8.95,$0.00,-$0.00,$8.95,1.46%,$8.95,$0.00,$8.95
HH Nachos Vaqueros,1,0,$11.95,-$3.59,-$0.00,$8.36,1.36%,$8.36,$0.00,$8.36
Modelo Especial,1,0,$8.00,$0.00,-$0.00,$8.00,1.30%,$8.00,$0.00,$0.00
Mojito,1,0,$8.00,$0.00,-$0.00,$8.00,1.30%,$8.00,$0.00,$0.00
Montejo,1,0,$7.95,$0.00,-$0.00,$7.95,1.29%,$7.95,$0.00,$7.95
Taco A La Carte,3,0,$7.50,-$1.87,-$0.00,$5.63,0.92%,$1.88,$0.00,$0.00
Coffee,2,0,$5.50,$0.00,-$0.00,$5.50,0.90%,$2.75,$0.00,$5.50
Side Guacamole,1,0,$3.00,$0.00,-$0.00,$3.00,0.49%,$3.00,$0.00,$3.00
Tea,1,0,$2.75,$0.00,-$0.00,$2.75,0.45%,$2.75,$0.00,$2.75
Side Chopped Onions,2,0,$2.00,$0.00,-$0.00,$2.00,0.33%,$1.00,$0.00,$2.00
Side Chopped cilantro,2,0,$2.00,$0.00,-$0.00,$2.00,0.33%,$1.00,$0.00,$2.00
Side Corn Tortillas,1,0,$1.50,$0.00,-$0.00,$1.50,0.24%,$1.50,$0.00,$1.50
Sour Cream,1,0,$1.50,$0.00,-$0.00,$1.50,0.24%,$1.50,$0.00,$1.50
Water,1,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,74,0,$635.55,-$21.24,$0.00,$614.31,100.00%,$8.30,$17.90,$536.78
