Revenue Item Sales Report
"Jan 03, 2020 12:00 am - Jan 03, 2020 11:59 pm"
"Requested on: Apr 16, 2020 4:50 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$871.20
Net Sales,$805.31
COGS,$8.95
Gross Profit,$636.67
Gross Profit Margin,79.06%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Combination de Dos,6,0,$59.70,$0.00,-$0.00,$59.70,7.41%,$9.95,$0.00,$59.70
Molcajete Mar Y Terra,1,0,$44.95,$0.00,-$0.00,$44.95,5.58%,$44.95,$0.00,$44.95
House Margarita,7,0,$49.00,-$8.00,-$0.00,$41.00,5.09%,$5.86,$0.00,$41.00
NY cheesecake,1,0,$40.00,$0.00,-$0.00,$40.00,4.97%,$40.00,$0.00,$0.00
Camarones Costa Azul,3,0,$59.85,-$19.95,-$0.00,$39.90,4.95%,$13.30,$0.00,$39.90
Combination de Tres,3,0,$37.85,$0.00,-$0.00,$37.85,4.70%,$12.62,$0.00,$37.85
House Cadillac Margarita,4,0,$40.00,-$8.00,-$0.00,$32.00,3.97%,$8.00,$0.00,$32.00
Modelo Especial,4,0,$32.00,-$2.00,-$0.00,$30.00,3.73%,$7.50,$0.00,$0.00
KIDS Chicken Strips,3,0,$26.85,$0.00,-$0.00,$26.85,3.33%,$8.95,$0.00,$26.85
Grande Mixed Fajitas,1,0,$24.95,$0.00,-$0.00,$24.95,3.10%,$24.95,$0.00,$24.95
Combination de Uno,3,0,$23.85,$0.00,-$0.00,$23.85,2.96%,$7.95,$0.00,$23.85
Beef Wellington,1,0,$19.99,$0.00,-$0.00,$19.99,2.48%,$19.99,$0.00,$0.00
Michelo Ultra Light,2,0,$21.95,-$2.00,-$0.00,$19.95,2.48%,$9.98,$0.00,$0.00
Steak Tampiqueno,1,0,$19.95,$0.00,-$0.00,$19.95,2.48%,$19.95,$0.00,$19.95
"Buchanan's ",2,0,$18.00,$0.00,-$0.00,$18.00,2.24%,$9.00,$0.00,$18.00
Cadillac Margarita,1,0,$18.00,$0.00,-$0.00,$18.00,2.24%,$18.00,$0.00,$18.00
Camarones,1,0,$17.95,$0.00,-$0.00,$17.95,2.23%,$17.95,$0.00,$17.95
Grilled Steak Fajitas,1,0,$17.95,$0.00,-$0.00,$17.95,2.23%,$17.95,$0.00,$17.95
Al Pastor Plate,1,0,$16.95,$0.00,-$0.00,$16.95,2.10%,$16.95,$0.00,$16.95
Cocktail De Camaron,1,0,$16.95,$0.00,-$0.00,$16.95,2.10%,$16.95,$0.00,$16.95
Don Julio,1,0,$16.00,$0.00,-$0.00,$16.00,1.99%,$16.00,$0.00,$0.00
Titos,2,0,$16.00,$0.00,-$0.00,$16.00,1.99%,$8.00,$0.00,$0.00
Carne Asada Salad,1,0,$14.95,$0.00,-$0.00,$14.95,1.86%,$14.95,$0.00,$14.95
Mercadito Margarita Don Julio,1,0,$14.00,$0.00,-$0.00,$14.00,1.74%,$14.00,$0.00,$14.00
Tequila Shrimp Fettuccini,1,0,$17.95,-$4.49,-$0.00,$13.46,1.67%,$13.46,$0.00,$13.46
Carne Asada Burrito,1,0,$12.95,$0.00,-$0.00,$12.95,1.61%,$12.95,$0.00,$12.95
Large Chile Relleno,1,0,$12.95,$0.00,-$0.00,$12.95,1.61%,$12.95,$0.00,$12.95
Bud Light,2,0,$12.00,$0.00,-$0.00,$12.00,1.49%,$6.00,$0.00,$12.00
Guacamole half order,2,0,$12.00,$0.00,-$0.00,$12.00,1.49%,$6.00,$0.00,$12.00
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,1.48%,$11.95,$0.00,$11.95
Nachos Vaqueros,1,0,$11.95,$0.00,-$0.00,$11.95,1.48%,$11.95,$0.00,$11.95
Coffee,4,0,$11.00,$0.00,-$0.00,$11.00,1.37%,$2.75,$0.00,$11.00
HH Nachos Vaqueros,1,0,$14.95,-$4.49,-$0.00,$10.46,1.30%,$10.46,$0.00,$10.46
Soft Drink,3,0,$9.75,$0.00,-$0.00,$9.75,1.21%,$3.25,$0.00,$9.75
Guacamole Full Size,1,0,$8.00,$0.00,-$0.00,$8.00,0.99%,$8.00,$8.95,-$0.95
"Flauta Appetizer ",1,0,$7.95,$0.00,-$0.00,$7.95,0.99%,$7.95,$0.00,$7.95
32 oz frijoles refritos,1,0,$6.00,$0.00,-$0.00,$6.00,0.75%,$6.00,$0.00,$0.00
Side Guacamole,2,0,$6.00,$0.00,-$0.00,$6.00,0.75%,$3.00,$0.00,$6.00
Tea,2,0,$5.50,$0.00,-$0.00,$5.50,0.68%,$2.75,$0.00,$5.50
Dinner Salad,1,0,$4.95,$0.00,-$0.00,$4.95,0.61%,$4.95,$0.00,$4.95
Horchata,1,0,$4.50,$0.00,-$0.00,$4.50,0.56%,$4.50,$0.00,$4.50
Miller Light,1,0,$4.00,$0.00,-$0.00,$4.00,0.50%,$4.00,$0.00,$0.00
NY cheesecake,1,0,$4.00,$0.00,-$0.00,$4.00,0.50%,$4.00,$0.00,$0.00
Enchilada A La Carte,1,0,$3.75,$0.00,-$0.00,$3.75,0.47%,$3.75,$0.00,$0.00
Shrimp a la cart Costa Azul (1),1,0,$2.50,$0.00,-$0.00,$2.50,0.31%,$2.50,$0.00,$2.50
Side Rice,1,0,$2.00,$0.00,-$0.00,$2.00,0.25%,$2.00,$0.00,$2.00
Chicken Fettuccini,1,0,$15.95,-$15.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
S Beef Willington,1,0,$1.01,-$1.01,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,85,0,$871.20,-$65.89,$0.00,$805.31,100.00%,$9.47,$8.95,$636.67
