Revenue Item Sales Report
"Jan 13, 2020 12:00 am - Jan 13, 2020 11:59 pm"
"Requested on: Apr 16, 2020 4:53 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$637.00
Net Sales,$595.32
COGS,$0.00
Gross Profit,$522.32
Gross Profit Margin,87.74%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Carne Asada Burrito,5,0,$76.75,$0.00,-$0.00,$76.75,12.89%,$15.35,$0.00,$76.75
Carne Asada Plate,2,0,$35.90,$0.00,-$0.00,$35.90,6.03%,$17.95,$0.00,$35.90
Combination de Tres,3,0,$35.85,$0.00,-$0.00,$35.85,6.02%,$11.95,$0.00,$35.85
Mojarra,2,0,$31.90,$0.00,-$0.00,$31.90,5.36%,$15.95,$0.00,$31.90
Combination de Dos,3,0,$29.85,$0.00,-$0.00,$29.85,5.01%,$9.95,$0.00,$29.85
MONDAY Margarita,9,0,$63.00,-$36.00,-$0.00,$27.00,4.54%,$3.00,$0.00,$27.00
Chicken Cilantro Salad,2,0,$25.90,$0.00,-$0.00,$25.90,4.35%,$12.95,$0.00,$25.90
Grande Mixed Fajitas,1,0,$24.95,$0.00,-$0.00,$24.95,4.19%,$24.95,$0.00,$24.95
Don Julio,2,0,$24.00,$0.00,-$0.00,$24.00,4.03%,$12.00,$0.00,$0.00
Pozole,2,0,$21.90,$0.00,-$0.00,$21.90,3.68%,$10.95,$0.00,$21.90
Cadillac Margarita,1,0,$20.00,$0.00,-$0.00,$20.00,3.36%,$20.00,$0.00,$20.00
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,3.35%,$19.95,$0.00,$19.95
Steak Tampiqueno,1,0,$19.95,$0.00,-$0.00,$19.95,3.35%,$19.95,$0.00,$19.95
Large Margarita Monday,3,0,$18.00,$0.00,-$0.00,$18.00,3.02%,$6.00,$0.00,$0.00
Camarones,1,0,$17.95,$0.00,-$0.00,$17.95,3.02%,$17.95,$0.00,$17.95
Grilled Chicken Fajitas,1,0,$16.95,$0.00,-$0.00,$16.95,2.85%,$16.95,$0.00,$16.95
Cabernet Sauvigon,2,0,$14.00,$0.00,-$0.00,$14.00,2.35%,$7.00,$0.00,$0.00
HH Flauta Appetizer,2,0,$18.90,-$5.68,-$0.00,$13.22,2.22%,$6.61,$0.00,$13.22
Soft Drink,4,0,$13.00,$0.00,-$0.00,$13.00,2.18%,$3.25,$0.00,$13.00
Carnitas Burrito,1,0,$12.95,$0.00,-$0.00,$12.95,2.18%,$12.95,$0.00,$12.95
Monday Large Margarita,2,0,$12.00,$0.00,-$0.00,$12.00,2.02%,$6.00,$0.00,$0.00
Tostada De Ceviche,1,0,$11.95,$0.00,-$0.00,$11.95,2.01%,$11.95,$0.00,$11.95
Queso Fundido,1,0,$9.95,$0.00,-$0.00,$9.95,1.67%,$9.95,$0.00,$9.95
Jamaica,2,0,$9.00,$0.00,-$0.00,$9.00,1.51%,$4.50,$0.00,$9.00
Side Beans,4,0,$8.00,$0.00,-$0.00,$8.00,1.34%,$2.00,$0.00,$8.00
Combination de Uno,1,0,$7.95,$0.00,-$0.00,$7.95,1.34%,$7.95,$0.00,$7.95
Guacamole half order,1,0,$6.00,$0.00,-$0.00,$6.00,1.01%,$6.00,$0.00,$6.00
Tea,2,0,$5.50,$0.00,-$0.00,$5.50,0.92%,$2.75,$0.00,$5.50
Dos XX,1,0,$5.00,$0.00,-$0.00,$5.00,0.84%,$5.00,$0.00,$0.00
Horchata,1,0,$4.50,$0.00,-$0.00,$4.50,0.76%,$4.50,$0.00,$4.50
Mexican Flan,1,0,$4.50,$0.00,-$0.00,$4.50,0.76%,$4.50,$0.00,$4.50
Side Guacamole,1,0,$3.00,$0.00,-$0.00,$3.00,0.50%,$3.00,$0.00,$3.00
Side Spicy Salsa,2,0,$3.00,$0.00,-$0.00,$3.00,0.50%,$1.50,$0.00,$3.00
Side Avocado,1,0,$2.00,$0.00,-$0.00,$2.00,0.34%,$2.00,$0.00,$2.00
Side Chile Toreado,1,0,$1.50,$0.00,-$0.00,$1.50,0.25%,$1.50,$0.00,$1.50
Sour Cream,1,0,$1.50,$0.00,-$0.00,$1.50,0.25%,$1.50,$0.00,$1.50
Water,1,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,72,0,$637.00,-$41.68,$0.00,$595.32,100.00%,$8.27,$0.00,$522.32
