Revenue Item Sales Report
"Jan 28, 2020 12:00 am - Jan 28, 2020 11:59 pm"
"Requested on: Apr 16, 2020 5:08 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,195.45"
Net Sales,"$1,165.68"
COGS,$8.95
Gross Profit,"$1,093.73"
Gross Profit Margin,93.83%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Combination de Dos,13,0,$135.35,$0.00,-$0.00,$135.35,11.61%,$10.41,$0.00,$135.35
Cadillac Margarita,10,0,$120.00,$0.00,-$0.00,$120.00,10.29%,$12.00,$0.00,$120.00
Taco Tuesday,22,0,$110.00,-$1.00,-$0.00,$109.00,9.35%,$4.95,$0.00,$109.00
Blackened Salmon,4,0,$79.80,$0.00,-$0.00,$79.80,6.85%,$19.95,$0.00,$79.80
House Margarita,11,0,$89.00,-$17.40,-$0.00,$71.60,6.14%,$6.51,$0.00,$71.60
Soft Drink,19,0,$61.75,$0.00,-$0.00,$61.75,5.30%,$3.25,$0.00,$61.75
Carnitas Burrito,3,0,$46.85,$0.00,-$0.00,$46.85,4.02%,$15.62,$0.00,$46.85
The Great Panino,4,0,$35.80,$0.00,-$0.00,$35.80,3.07%,$8.95,$0.00,$35.80
Cocktail De Camaron,2,0,$33.90,$0.00,-$0.00,$33.90,2.91%,$16.95,$0.00,$33.90
Grilled Chicken Fajitas,2,0,$33.90,$0.00,-$0.00,$33.90,2.91%,$16.95,$0.00,$33.90
Carne Asada Burrito,2,0,$29.90,$0.00,-$0.00,$29.90,2.57%,$14.95,$0.00,$29.90
Shrimp Enchilada Plate,2,0,$29.90,$0.00,-$0.00,$29.90,2.57%,$14.95,$0.00,$29.90
Combination de Tres,2,0,$25.90,$0.00,-$0.00,$25.90,2.22%,$12.95,$0.00,$25.90
Grande Mixed Fajitas,1,0,$24.95,$0.00,-$0.00,$24.95,2.14%,$24.95,$0.00,$24.95
Bloody Mary,3,0,$24.00,$0.00,-$0.00,$24.00,2.06%,$8.00,$0.00,$0.00
Don Julio,2,0,$24.00,$0.00,-$0.00,$24.00,2.06%,$12.00,$0.00,$0.00
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,1.71%,$19.95,$0.00,$19.95
"Flauta Appetizer ",2,0,$18.90,$0.00,-$0.00,$18.90,1.62%,$9.45,$0.00,$18.90
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,1.54%,$17.95,$0.00,$17.95
Grilled Steak Fajitas,1,0,$17.95,$0.00,-$0.00,$17.95,1.54%,$17.95,$0.00,$17.95
Shred Chicken Burrito,1,0,$13.95,$0.00,-$0.00,$13.95,1.20%,$13.95,$0.00,$13.95
Taco Salad,1,0,$13.95,$0.00,-$0.00,$13.95,1.20%,$13.95,$0.00,$13.95
Chicken Fettuccini,1,0,$15.95,-$3.99,-$0.00,$11.96,1.03%,$11.96,$0.00,$11.96
Bean & Cheese Burrito,1,0,$11.95,$0.00,-$0.00,$11.95,1.03%,$11.95,$0.00,$11.95
Shred Beef Burrito,1,0,$11.95,$0.00,-$0.00,$11.95,1.03%,$11.95,$0.00,$11.95
Cheese Quesadilla,1,0,$10.95,$0.00,-$0.00,$10.95,0.94%,$10.95,$0.00,$10.95
Guacamole Full Size,1,0,$10.95,$0.00,-$0.00,$10.95,0.94%,$10.95,$8.95,$2.00
Churros,2,0,$9.90,$0.00,-$0.00,$9.90,0.85%,$4.95,$0.00,$9.90
Side Guacamole,3,0,$9.00,$0.00,-$0.00,$9.00,0.77%,$3.00,$0.00,$9.00
Double Dare Tacos,1,0,$8.95,$0.00,-$0.00,$8.95,0.77%,$8.95,$0.00,$8.95
KIDS Cheese Quesadilla,1,0,$8.95,$0.00,-$0.00,$8.95,0.77%,$8.95,$0.00,$8.95
The Classic Enchiladas,1,0,$8.95,$0.00,-$0.00,$8.95,0.77%,$8.95,$0.00,$8.95
Enchilada A La Carte,3,0,$7.00,$0.00,-$0.00,$7.00,0.60%,$2.33,$0.00,$0.00
HH Queso Fundido,1,0,$9.95,-$2.99,-$0.00,$6.96,0.60%,$6.96,$0.00,$6.96
Deep Fried Ice Cream,1,0,$6.95,$0.00,-$0.00,$6.95,0.60%,$6.95,$0.00,$6.95
S Tiramisu,2,0,$6.00,$0.00,-$0.00,$6.00,0.51%,$3.00,$0.00,$6.00
HH Guacamole,1,0,$7.95,-$2.39,-$0.00,$5.56,0.48%,$5.56,$0.00,$5.56
Tea,2,0,$5.50,$0.00,-$0.00,$5.50,0.47%,$2.75,$0.00,$5.50
Dinner Salad,1,0,$4.95,$0.00,-$0.00,$4.95,0.42%,$4.95,$0.00,$4.95
Horchata,1,0,$4.50,$0.00,-$0.00,$4.50,0.39%,$4.50,$0.00,$4.50
Smoothie,1,0,$4.50,$0.00,-$0.00,$4.50,0.39%,$4.50,$0.00,$4.50
Budweiser,1,0,$4.00,$0.00,-$0.00,$4.00,0.34%,$4.00,$0.00,$0.00
Corona,1,0,$5.00,-$1.00,-$0.00,$4.00,0.34%,$4.00,$0.00,$0.00
Side Beans,2,0,$4.00,-$0.50,-$0.00,$3.50,0.30%,$1.75,$0.00,$3.50
Side Rice,2,0,$4.00,-$0.50,-$0.00,$3.50,0.30%,$1.75,$0.00,$3.50
Side Shrimp 3 shrimp=16/20,1,0,$3.00,$0.00,-$0.00,$3.00,0.26%,$3.00,$0.00,$3.00
Side Corn Tortillas,1,0,$1.50,$0.00,-$0.00,$1.50,0.13%,$1.50,$0.00,$1.50
Sour Cream,1,0,$1.50,$0.00,-$0.00,$1.50,0.13%,$1.50,$0.00,$1.50
Water,16,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,160,0,"$1,195.45",-$29.77,$0.00,"$1,165.68",100.00%,$7.29,$8.95,"$1,093.73"
