Revenue Item Sales Report
"Jan 11, 2020 12:00 am - Jan 11, 2020 11:59 pm"
"Requested on: Apr 16, 2020 4:53 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,978.90"
Net Sales,"$1,951.67"
COGS,$62.65
Gross Profit,"$1,675.41"
Gross Profit Margin,85.84%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
House Margarita,18,1,$138.00,-$0.70,-$7.00,$130.30,6.68%,$7.66,$0.00,$130.30
Carne Asada Plate,7,0,$125.65,$0.00,-$0.00,$125.65,6.44%,$17.95,$0.00,$125.65
Combination de Dos,12,0,$121.40,$0.00,-$0.00,$121.40,6.22%,$10.12,$0.00,$121.40
Cadillac Margarita,6,0,$90.00,$0.00,-$0.00,$90.00,4.61%,$15.00,$0.00,$90.00
Molcajete Mar Y Terra,2,0,$89.90,$0.00,-$0.00,$89.90,4.61%,$44.95,$0.00,$89.90
Grande Mixed Fajitas,3,0,$74.85,$0.00,-$0.00,$74.85,3.84%,$24.95,$0.00,$74.85
Soft Drink,22,0,$71.50,$0.00,-$0.00,$71.50,3.66%,$3.25,$0.00,$71.50
Guacamole Full Size,7,0,$70.75,$0.00,-$0.00,$70.75,3.63%,$10.11,$62.65,$8.10
Large Chile Relleno,4,0,$51.80,$0.00,-$0.00,$51.80,2.65%,$12.95,$0.00,$51.80
Cocktail De Camaron,3,0,$50.85,$0.00,-$0.00,$50.85,2.61%,$16.95,$0.00,$50.85
KIDS Bean & Cheese Burrito,5,0,$44.75,$0.00,-$0.00,$44.75,2.29%,$8.95,$0.00,$44.75
Menudo Soup,3,0,$35.85,$0.00,-$0.00,$35.85,1.84%,$11.95,$0.00,$35.85
Al Pastor Plate,2,0,$33.90,$0.00,-$0.00,$33.90,1.74%,$16.95,$0.00,$33.90
Carnitas Plate,2,0,$33.90,$0.00,-$0.00,$33.90,1.74%,$16.95,$0.00,$33.90
Chicken Fettuccini,2,0,$31.90,$0.00,-$0.00,$31.90,1.63%,$15.95,$0.00,$31.90
"Flauta Appetizer ",4,0,$31.80,$0.00,-$0.00,$31.80,1.63%,$7.95,$0.00,$31.80
Shred Beef Burrito,2,0,$30.90,$0.00,-$0.00,$30.90,1.58%,$15.45,$0.00,$30.90
SPECIAL,2,0,$29.90,-$1.49,-$0.00,$28.41,1.46%,$14.21,$0.00,$0.00
Bud Light,2,0,$28.00,$0.00,-$0.00,$28.00,1.43%,$14.00,$0.00,$28.00
Combination de Tres,2,0,$27.90,$0.00,-$0.00,$27.90,1.43%,$13.95,$0.00,$27.90
Carne Asada Burrito,2,0,$25.90,$0.00,-$0.00,$25.90,1.33%,$12.95,$0.00,$25.90
Carnitas Burrito,2,0,$25.90,$0.00,-$0.00,$25.90,1.33%,$12.95,$0.00,$25.90
Don Julio,2,0,$24.00,$0.00,-$0.00,$24.00,1.23%,$12.00,$0.00,$0.00
Modelo Especial,4,0,$23.00,$0.00,-$0.00,$23.00,1.18%,$5.75,$0.00,$0.00
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,1.02%,$19.95,$0.00,$19.95
7 Mares,1,0,$18.95,$0.00,-$0.00,$18.95,0.97%,$18.95,$0.00,$18.95
Dos XX,3,0,$18.00,$0.00,-$0.00,$18.00,0.92%,$6.00,$0.00,$0.00
Guacamole half order,3,0,$18.00,$0.00,-$0.00,$18.00,0.92%,$6.00,$0.00,$18.00
Jamaica,4,0,$18.00,$0.00,-$0.00,$18.00,0.92%,$4.50,$0.00,$18.00
Albondigas Soup,2,0,$17.90,$0.00,-$0.00,$17.90,0.92%,$8.95,$0.00,$17.90
KIDS Cheese Quesadilla,2,0,$17.90,$0.00,-$0.00,$17.90,0.92%,$8.95,$0.00,$17.90
KIDS Cheeseburger,2,0,$17.90,$0.00,-$0.00,$17.90,0.92%,$8.95,$0.00,$17.90
Campechana Cocktail,1,0,$16.95,$0.00,-$0.00,$16.95,0.87%,$16.95,$0.00,$16.95
Mojarra,1,0,$15.95,$0.00,-$0.00,$15.95,0.82%,$15.95,$0.00,$15.95
Cheese Quesadilla,2,0,$15.90,$0.00,-$0.00,$15.90,0.81%,$7.95,$0.00,$15.90
Montejo,2,0,$15.90,$0.00,-$0.00,$15.90,0.81%,$7.95,$0.00,$15.90
Shrimp a la cart Costa Azul (1),6,0,$15.00,$0.00,-$0.00,$15.00,0.77%,$2.50,$0.00,$15.00
Baja Fish Tacos,1,0,$14.95,$0.00,-$0.00,$14.95,0.77%,$14.95,$0.00,$14.95
