Revenue Item Sales Report
"Feb 24, 2020 12:00 am - Feb 24, 2020 11:59 pm"
"Requested on: Apr 16, 2020 5:18 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$574.25
Net Sales,$538.25
COGS,$0.00
Gross Profit,$491.25
Gross Profit Margin,91.27%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
House Margarita,8,0,$96.00,$0.00,-$0.00,$96.00,17.84%,$12.00,$0.00,$96.00
Montejo,4,0,$37.85,-$2.00,-$0.00,$35.85,6.66%,$8.96,$0.00,$35.85
Combination de Dos,3,0,$29.85,$0.00,-$0.00,$29.85,5.55%,$9.95,$0.00,$29.85
MONDAY Margarita,8,0,$56.00,-$32.00,-$0.00,$24.00,4.46%,$3.00,$0.00,$24.00
Camarones Aguachiles,1,0,$19.95,$0.00,-$0.00,$19.95,3.71%,$19.95,$0.00,$19.95
Steak Tampiqueno,1,0,$19.95,$0.00,-$0.00,$19.95,3.71%,$19.95,$0.00,$19.95
7 Mares,1,0,$18.95,$0.00,-$0.00,$18.95,3.52%,$18.95,$0.00,$18.95
Camarones,1,0,$17.95,$0.00,-$0.00,$17.95,3.33%,$17.95,$0.00,$17.95
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,3.33%,$17.95,$0.00,$17.95
Grilled Steak Fajitas,1,0,$17.95,$0.00,-$0.00,$17.95,3.33%,$17.95,$0.00,$17.95
Combination de Uno,2,0,$17.90,$0.00,-$0.00,$17.90,3.33%,$8.95,$0.00,$17.90
Carnitas Plate,1,0,$16.95,$0.00,-$0.00,$16.95,3.15%,$16.95,$0.00,$16.95
Cocktail De Camaron,1,0,$16.95,$0.00,-$0.00,$16.95,3.15%,$16.95,$0.00,$16.95
Shrimp Enchilada Plate,1,0,$14.95,$0.00,-$0.00,$14.95,2.78%,$14.95,$0.00,$14.95
IPA Pale Ale,1,0,$14.00,$0.00,-$0.00,$14.00,2.60%,$14.00,$0.00,$0.00
Jamaica,3,0,$13.50,$0.00,-$0.00,$13.50,2.51%,$4.50,$0.00,$13.50
Soft Drink,4,0,$13.00,$0.00,-$0.00,$13.00,2.42%,$3.25,$0.00,$13.00
Grilled Chicken Burrito,1,0,$12.95,$0.00,-$0.00,$12.95,2.41%,$12.95,$0.00,$12.95
Large Chile Relleno,1,0,$12.95,$0.00,-$0.00,$12.95,2.41%,$12.95,$0.00,$12.95
Bacon Cheeseburger,1,0,$11.95,$0.00,-$0.00,$11.95,2.22%,$11.95,$0.00,$11.95
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,2.22%,$11.95,$0.00,$11.95
Combination de Tres,1,0,$11.95,$0.00,-$0.00,$11.95,2.22%,$11.95,$0.00,$11.95
HH Nachos Vaqueros,1,0,$11.95,$0.00,-$0.00,$11.95,2.22%,$11.95,$0.00,$11.95
Tres Generaciones,1,0,$10.00,$0.00,-$0.00,$10.00,1.86%,$10.00,$0.00,$0.00
Mexican Flan,2,0,$9.00,$0.00,-$0.00,$9.00,1.67%,$4.50,$0.00,$9.00
Double Dare Tacos,1,0,$8.95,$0.00,-$0.00,$8.95,1.66%,$8.95,$0.00,$8.95
Tecate,2,0,$10.00,-$2.00,-$0.00,$8.00,1.49%,$4.00,$0.00,$0.00
White Russian,1,0,$8.00,$0.00,-$0.00,$8.00,1.49%,$8.00,$0.00,$0.00
Cheese Quesadilla,1,0,$7.95,$0.00,-$0.00,$7.95,1.48%,$7.95,$0.00,$7.95
iresh cream,1,0,$7.00,$0.00,-$0.00,$7.00,1.30%,$7.00,$0.00,$0.00
Water,2,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,59,0,$574.25,-$36.00,$0.00,$538.25,100.00%,$9.12,$0.00,$491.25
