Revenue Item Sales Report
"Feb 02, 2020 12:00 am - Feb 02, 2020 11:59 pm"
"Requested on: Apr 16, 2020 5:09 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$2,070.55"
Net Sales,"$2,068.80"
COGS,$0.00
Gross Profit,"$1,969.85"
Gross Profit Margin,95.22%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Sunday Brunch (Adult),58,0,"$1,157.10",$0.00,-$0.00,"$1,157.10",55.93%,$19.95,$0.00,"$1,157.10"
Cadillac Margarita,5,0,$100.00,$0.00,-$0.00,$100.00,4.83%,$20.00,$0.00,$100.00
Combination de Dos,8,0,$79.60,$0.00,-$0.00,$79.60,3.85%,$9.95,$0.00,$79.60
Mojarra,3,0,$47.85,$0.00,-$0.00,$47.85,2.31%,$15.95,$0.00,$47.85
Soft Drink,14,0,$45.50,$0.00,-$0.00,$45.50,2.20%,$3.25,$0.00,$45.50
Sunday Brunch (Kids),4,0,$39.80,$0.00,-$0.00,$39.80,1.92%,$9.95,$0.00,$39.80
Nachos Vaqueros,3,0,$38.85,$0.00,-$0.00,$38.85,1.88%,$12.95,$0.00,$38.85
Camarones,2,0,$35.90,$0.00,-$0.00,$35.90,1.74%,$17.95,$0.00,$35.90
Caldo de Camaron / Shrimp,2,0,$34.00,$0.00,-$0.00,$34.00,1.64%,$17.00,$0.00,$34.00
Cocktail De Camaron,2,0,$33.90,$0.00,-$0.00,$33.90,1.64%,$16.95,$0.00,$33.90
Carne Asada Burrito,2,0,$27.90,$0.00,-$0.00,$27.90,1.35%,$13.95,$0.00,$27.90
Combination de Tres,2,0,$23.90,$0.00,-$0.00,$23.90,1.16%,$11.95,$0.00,$23.90
"Flauta Appetizer ",3,0,$23.85,$0.00,-$0.00,$23.85,1.15%,$7.95,$0.00,$23.85
Taco A La Carte,7,0,$23.50,-$1.75,-$0.00,$21.75,1.05%,$3.11,$0.00,$0.00
Mimosa with Sunday Brunch,4,0,$20.00,$0.00,-$0.00,$20.00,0.97%,$5.00,$0.00,$20.00
S Filet Mignon,1,0,$19.95,$0.00,-$0.00,$19.95,0.96%,$19.95,$0.00,$19.95
7 Mares,1,0,$18.95,$0.00,-$0.00,$18.95,0.92%,$18.95,$0.00,$18.95
Guacamole half order,3,0,$18.00,$0.00,-$0.00,$18.00,0.87%,$6.00,$0.00,$18.00
Horchata,4,0,$18.00,$0.00,-$0.00,$18.00,0.87%,$4.50,$0.00,$18.00
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,0.87%,$17.95,$0.00,$17.95
Bud Light,4,0,$16.00,$0.00,-$0.00,$16.00,0.77%,$4.00,$0.00,$0.00
Modelo Especial,3,0,$15.00,$0.00,-$0.00,$15.00,0.73%,$5.00,$0.00,$0.00
Baja Fish Tacos,1,0,$14.95,$0.00,-$0.00,$14.95,0.72%,$14.95,$0.00,$14.95
Shrimp Enchilada Plate,1,0,$14.95,$0.00,-$0.00,$14.95,0.72%,$14.95,$0.00,$14.95
Grilled Chicken Burrito,1,0,$12.95,$0.00,-$0.00,$12.95,0.63%,$12.95,$0.00,$12.95
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,0.58%,$11.95,$0.00,$11.95
Cheese Quesadilla,1,0,$11.95,$0.00,-$0.00,$11.95,0.58%,$11.95,$0.00,$11.95
Menudo Soup,1,0,$11.95,$0.00,-$0.00,$11.95,0.58%,$11.95,$0.00,$11.95
Coffee,4,0,$11.00,$0.00,-$0.00,$11.00,0.53%,$2.75,$0.00,$11.00
Corona,2,0,$10.00,$0.00,-$0.00,$10.00,0.48%,$5.00,$0.00,$0.00
Enchilada A La Carte,3,0,$9.25,$0.00,-$0.00,$9.25,0.45%,$3.08,$0.00,$0.00
Chilaquiles Rojos,1,0,$8.95,$0.00,-$0.00,$8.95,0.43%,$8.95,$0.00,$8.95
KIDS Carne Asada Taco,1,0,$8.95,$0.00,-$0.00,$8.95,0.43%,$8.95,$0.00,$8.95
KIDS Cheeseburger,1,0,$8.95,$0.00,-$0.00,$8.95,0.43%,$8.95,$0.00,$8.95
KIDS Chicken Enchilada,1,0,$8.95,$0.00,-$0.00,$8.95,0.43%,$8.95,$0.00,$8.95
KIDS Chicken Strips,1,0,$8.95,$0.00,-$0.00,$8.95,0.43%,$8.95,$0.00,$8.95
KIDS Hamburger,1,0,$8.95,$0.00,-$0.00,$8.95,0.43%,$8.95,$0.00,$8.95
Negra Modelo,1,0,$8.00,$0.00,-$0.00,$8.00,0.39%,$8.00,$0.00,$0.00
IPA Pale Ale,1,0,$7.95,$0.00,-$0.00,$7.95,0.38%,$7.95,$0.00,$0.00
House Margarita,1,0,$7.00,$0.00,-$0.00,$7.00,0.34%,$7.00,$0.00,$7.00
Amaretto,1,0,$6.00,$0.00,-$0.00,$6.00,0.29%,$6.00,$0.00,$0.00
Champagne with Sunday Brunch,1,0,$5.00,$0.00,-$0.00,$5.00,0.24%,$5.00,$0.00,$5.00
Stella,1,0,$5.00,$0.00,-$0.00,$5.00,0.24%,$5.00,$0.00,$0.00
Churros,1,0,$4.95,$0.00,-$0.00,$4.95,0.24%,$4.95,$0.00,$4.95
Small Alb. Soup,1,0,$4.50,$0.00,-$0.00,$4.50,0.22%,$4.50,$0.00,$4.50
Kids Drink Only,2,0,$4.00,$0.00,-$0.00,$4.00,0.19%,$2.00,$0.00,$4.00
Water,2,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,169,0,"$2,070.55",-$1.75,$0.00,"$2,068.80",100.00%,$12.24,$0.00,"$1,969.85"
