Revenue Item Sales Report
"Feb 17, 2020 12:00 am - Feb 17, 2020 11:59 pm"
"Requested on: Apr 16, 2020 5:16 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$911.65
Net Sales,$816.36
COGS,$8.95
Gross Profit,$753.71
Gross Profit Margin,92.33%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Combination de Tres,6,0,$73.70,$0.00,-$0.00,$73.70,9.03%,$12.28,$0.00,$73.70
MONDAY Margarita,21,0,$147.00,-$84.00,-$0.00,$63.00,7.72%,$3.00,$0.00,$63.00
Carne Asada Burrito,4,0,$53.80,$0.00,-$0.00,$53.80,6.59%,$13.45,$0.00,$53.80
Molcajete Mar Y Terra,1,0,$44.95,$0.00,-$0.00,$44.95,5.51%,$44.95,$0.00,$44.95
Steak Tampiqueno,2,0,$39.90,$0.00,-$0.00,$39.90,4.89%,$19.95,$0.00,$39.90
Combination de Dos,4,0,$39.80,$0.00,-$0.00,$39.80,4.88%,$9.95,$0.00,$39.80
Cadillac Margarita,3,0,$36.00,$0.00,-$0.00,$36.00,4.41%,$12.00,$0.00,$36.00
Tostada De Ceviche,3,0,$35.85,$0.00,-$0.00,$35.85,4.39%,$11.95,$0.00,$35.85
Albondigas Soup,4,0,$35.80,$0.00,-$0.00,$35.80,4.39%,$8.95,$0.00,$35.80
Soft Drink,11,0,$35.75,$0.00,-$0.00,$35.75,4.38%,$3.25,$0.00,$35.75
Cazadores,3,0,$21.00,$0.00,-$0.00,$21.00,2.57%,$7.00,$0.00,$21.00
Blackened Salmon,1,0,$19.95,$0.00,-$0.00,$19.95,2.44%,$19.95,$0.00,$19.95
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,2.44%,$19.95,$0.00,$19.95
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,2.20%,$17.95,$0.00,$17.95
Breakfast Burrito,2,0,$17.90,$0.00,-$0.00,$17.90,2.19%,$8.95,$0.00,$17.90
KIDS Bean & Cheese Burrito,2,0,$17.90,$0.00,-$0.00,$17.90,2.19%,$8.95,$0.00,$17.90
KIDS Cheeseburger,2,0,$17.90,$0.00,-$0.00,$17.90,2.19%,$8.95,$0.00,$17.90
Baja Fish Tacos,1,0,$14.95,$0.00,-$0.00,$14.95,1.83%,$14.95,$0.00,$14.95
Grilled Chicken Burrito,1,0,$14.95,$0.00,-$0.00,$14.95,1.83%,$14.95,$0.00,$14.95
Taco Salad,1,0,$13.95,$0.00,-$0.00,$13.95,1.71%,$13.95,$0.00,$13.95
Large Chile Relleno,1,0,$12.95,$0.00,-$0.00,$12.95,1.59%,$12.95,$0.00,$12.95
Taco A La Carte,4,0,$12.75,$0.00,-$0.00,$12.75,1.56%,$3.19,$0.00,$0.00
Bacon Cheeseburger,1,0,$11.95,$0.00,-$0.00,$11.95,1.46%,$11.95,$0.00,$11.95
Montejo,2,0,$15.90,-$4.00,-$0.00,$11.90,1.46%,$5.95,$0.00,$11.90
The Green Burrito,1,0,$10.95,$0.00,-$0.00,$10.95,1.34%,$10.95,$0.00,$10.95
Corona,2,0,$10.00,$0.00,-$0.00,$10.00,1.22%,$5.00,$0.00,$0.00
Guacamole Full Size,1,0,$10.00,$0.00,-$0.00,$10.00,1.22%,$10.00,$8.95,$1.05
Pacifico,2,0,$10.00,$0.00,-$0.00,$10.00,1.22%,$5.00,$0.00,$0.00
KIDS Cheese Quesadilla,1,0,$8.95,$0.00,-$0.00,$8.95,1.10%,$8.95,$0.00,$8.95
KIDS Chicken Strips,1,0,$8.95,$0.00,-$0.00,$8.95,1.10%,$8.95,$0.00,$8.95
The Classic Enchiladas,1,0,$8.95,$0.00,-$0.00,$8.95,1.10%,$8.95,$0.00,$8.95
Combination de Uno,1,0,$7.95,$0.00,-$0.00,$7.95,0.97%,$7.95,$0.00,$7.95
HH Quesadilla,1,0,$10.95,-$3.29,-$0.00,$7.66,0.94%,$7.66,$0.00,$7.66
Guacamole half order,1,0,$6.00,$0.00,-$0.00,$6.00,0.73%,$6.00,$0.00,$6.00
Side Guacamole,2,0,$6.00,$0.00,-$0.00,$6.00,0.73%,$3.00,$0.00,$6.00
Taquito A La Carte,3,0,$6.00,$0.00,-$0.00,$6.00,0.73%,$2.00,$0.00,$0.00
IPA Pale Ale,1,0,$7.95,-$2.00,-$0.00,$5.95,0.73%,$5.95,$0.00,$0.00
Modelo Especial,1,0,$5.00,$0.00,-$0.00,$5.00,0.61%,$5.00,$0.00,$0.00
