Revenue Item Sales Report
"Feb 22, 2020 12:00 am - Feb 22, 2020 11:59 pm"
"Requested on: Apr 16, 2020 5:17 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,404.10"
Net Sales,"$1,395.25"
COGS,$35.80
Gross Profit,"$1,310.52"
Gross Profit Margin,93.93%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Grande Mixed Fajitas,6,0,$149.70,-$2.50,-$0.00,$147.20,10.55%,$24.53,$0.00,$147.20
Combination de Dos,13,0,$141.35,$0.00,-$0.00,$141.35,10.13%,$10.87,$0.00,$141.35
House Margarita,13,0,$127.00,$0.00,-$0.00,$127.00,9.10%,$9.77,$0.00,$127.00
Cadillac Margarita,7,0,$100.00,$0.00,-$0.00,$100.00,7.17%,$14.29,$0.00,$100.00
Combination de Tres,7,0,$91.65,$0.00,-$0.00,$91.65,6.57%,$13.09,$0.00,$91.65
Soft Drink,17,0,$55.25,$0.00,-$0.00,$55.25,3.96%,$3.25,$0.00,$55.25
Menudo Soup,4,0,$47.80,$0.00,-$0.00,$47.80,3.43%,$11.95,$0.00,$47.80
Molcajete Mar Y Terra,1,0,$44.95,$0.00,-$0.00,$44.95,3.22%,$44.95,$0.00,$44.95
Guacamole Full Size,4,0,$43.80,-$2.74,-$0.00,$41.06,2.94%,$10.27,$35.80,$5.26
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,2.86%,$39.95,$0.00,$39.95
"Cocktail ""Vuelve A La Vida""",2,0,$37.90,$0.00,-$0.00,$37.90,2.72%,$18.95,$0.00,$37.90
Carnitas Plate,2,0,$33.90,$0.00,-$0.00,$33.90,2.43%,$16.95,$0.00,$33.90
Grilled Chicken Fajitas,2,0,$33.90,$0.00,-$0.00,$33.90,2.43%,$16.95,$0.00,$33.90
Pozole,3,0,$32.85,$0.00,-$0.00,$32.85,2.35%,$10.95,$0.00,$32.85
Taco A La Carte,10,0,$31.75,-$1.12,-$0.00,$30.63,2.20%,$3.06,$0.00,$0.00
Carne Asada Burrito,2,0,$27.90,$0.00,-$0.00,$27.90,2.00%,$13.95,$0.00,$27.90
Dona Margarita,2,0,$24.00,$0.00,-$0.00,$24.00,1.72%,$12.00,$0.00,$24.00
Fajitas Steak / Chicken,1,0,$20.95,$0.00,-$0.00,$20.95,1.50%,$20.95,$0.00,$20.95
House Cadillac Margarita,2,0,$20.00,$0.00,-$0.00,$20.00,1.43%,$10.00,$0.00,$20.00
Guacamole half order,3,0,$18.00,$0.00,-$0.00,$18.00,1.29%,$6.00,$0.00,$18.00
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,1.29%,$17.95,$0.00,$17.95
S Shrimp Margarita,1,0,$17.95,$0.00,-$0.00,$17.95,1.29%,$17.95,$0.00,$17.95
Albondigas Soup,2,0,$17.90,$0.00,-$0.00,$17.90,1.28%,$8.95,$0.00,$17.90
The Healthy Choice,2,0,$17.90,$0.00,-$0.00,$17.90,1.28%,$8.95,$0.00,$17.90
Chicken Fettuccini,1,0,$15.95,$0.00,-$0.00,$15.95,1.14%,$15.95,$0.00,$15.95
Carnitas Burrito,1,0,$14.95,$0.00,-$0.00,$14.95,1.07%,$14.95,$0.00,$14.95
Filet,1,0,$14.95,$0.00,-$0.00,$14.95,1.07%,$14.95,$0.00,$14.95
Shred Chicken Burrito,1,0,$13.95,$0.00,-$0.00,$13.95,1.00%,$13.95,$0.00,$13.95
Chilaquiles Rojos,1,0,$10.95,$0.00,-$0.00,$10.95,0.78%,$10.95,$0.00,$10.95
Coffee,4,0,$11.00,-$0.55,-$0.00,$10.45,0.75%,$2.61,$0.00,$10.45
Coronadita Margarita,1,0,$10.00,$0.00,-$0.00,$10.00,0.72%,$10.00,$0.00,$10.00
Huevos Rancheros,1,0,$9.95,$0.00,-$0.00,$9.95,0.71%,$9.95,$0.00,$9.95
KIDS Carne Asada Taco,1,0,$8.95,$0.00,-$0.00,$8.95,0.64%,$8.95,$0.00,$8.95
KIDS Cheese Quesadilla,1,0,$8.95,$0.00,-$0.00,$8.95,0.64%,$8.95,$0.00,$8.95
The Classic Enchiladas,1,0,$8.95,$0.00,-$0.00,$8.95,0.64%,$8.95,$0.00,$8.95
Bud Light,1,0,$7.95,$0.00,-$0.00,$7.95,0.57%,$7.95,$0.00,$7.95
Combination de Uno,1,0,$7.95,$0.00,-$0.00,$7.95,0.57%,$7.95,$0.00,$7.95
Montejo,1,0,$7.95,$0.00,-$0.00,$7.95,0.57%,$7.95,$0.00,$7.95
"Flauta Appetizer ",1,0,$7.95,-$0.79,-$0.00,$7.16,0.51%,$7.16,$0.00,$7.16
Deep Fried Ice Cream,1,0,$6.95,$0.00,-$0.00,$6.95,0.50%,$6.95,$0.00,$6.95
Amaretto,1,0,$7.00,-$0.70,-$0.00,$6.30,0.45%,$6.30,$0.00,$0.00
Side Guacamole,2,0,$6.00,$0.00,-$0.00,$6.00,0.43%,$3.00,$0.00,$6.00
Tea,2,0,$5.50,$0.00,-$0.00,$5.50,0.39%,$2.75,$0.00,$5.50
Bean dip,1,0,$5.00,$0.00,-$0.00,$5.00,0.36%,$5.00,$0.00,$0.00
Pacifico,1,0,$5.00,$0.00,-$0.00,$5.00,0.36%,$5.00,$0.00,$0.00
Jamaica,1,0,$4.50,$0.00,-$0.00,$4.50,0.32%,$4.50,$0.00,$4.50
Mexican Flan,1,0,$4.50,-$0.45,-$0.00,$4.05,0.29%,$4.05,$0.00,$4.05
Sour Cream,2,0,$3.00,$0.00,-$0.00,$3.00,0.22%,$1.50,$0.00,$3.00
WET RED SAUCE,1,0,$2.00,$0.00,-$0.00,$2.00,0.14%,$2.00,$0.00,$0.00
Water,2,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,141,0,"$1,404.10",-$8.85,$0.00,"$1,395.25",100.00%,$9.90,$35.80,"$1,310.52"
