Revenue Item Sales Report
"Feb 12, 2020 12:00 am - Feb 12, 2020 11:59 pm"
"Requested on: Apr 16, 2020 5:14 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$425.00
Net Sales,$401.76
COGS,$8.95
Gross Profit,$321.11
Gross Profit Margin,79.93%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
House Margarita,8,0,$56.00,-$16.00,-$0.00,$40.00,9.96%,$5.00,$0.00,$40.00
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,9.94%,$39.95,$0.00,$39.95
Combination de Dos,4,0,$39.80,$0.00,-$0.00,$39.80,9.91%,$9.95,$0.00,$39.80
Shrimp Enchilada Plate,2,0,$29.90,$0.00,-$0.00,$29.90,7.44%,$14.95,$0.00,$29.90
Corona,4,0,$26.00,$0.00,-$0.00,$26.00,6.47%,$6.50,$0.00,$0.00
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,4.47%,$17.95,$0.00,$17.95
Grilled Chicken Plate,1,0,$16.95,$0.00,-$0.00,$16.95,4.22%,$16.95,$0.00,$16.95
Carnitas Burrito,1,0,$15.95,$0.00,-$0.00,$15.95,3.97%,$15.95,$0.00,$15.95
Mojarra,1,0,$15.95,$0.00,-$0.00,$15.95,3.97%,$15.95,$0.00,$15.95
Carne Asada Burrito,1,0,$12.95,$0.00,-$0.00,$12.95,3.22%,$12.95,$0.00,$12.95
Tropical Tostada,1,0,$12.95,$0.00,-$0.00,$12.95,3.22%,$12.95,$0.00,$12.95
Cadillac Margarita,1,0,$12.00,$0.00,-$0.00,$12.00,2.99%,$12.00,$0.00,$12.00
Combination de Tres,1,0,$11.95,$0.00,-$0.00,$11.95,2.97%,$11.95,$0.00,$11.95
Guacamole Full Size,1,0,$10.95,$0.00,-$0.00,$10.95,2.73%,$10.95,$8.95,$2.00
veggie burrito,1,0,$10.95,$0.00,-$0.00,$10.95,2.73%,$10.95,$0.00,$0.00
Taco Salad,1,0,$13.95,-$3.49,-$0.00,$10.46,2.60%,$10.46,$0.00,$10.46
The Classic Enchiladas,1,0,$8.95,$0.00,-$0.00,$8.95,2.23%,$8.95,$0.00,$8.95
Dos XX,1,0,$8.00,$0.00,-$0.00,$8.00,1.99%,$8.00,$0.00,$0.00
Pina Colada,1,0,$8.00,$0.00,-$0.00,$8.00,1.99%,$8.00,$0.00,$0.00
"Flauta Appetizer ",1,0,$7.95,$0.00,-$0.00,$7.95,1.98%,$7.95,$0.00,$7.95
Taco A La Carte,3,0,$9.50,-$1.75,-$0.00,$7.75,1.93%,$2.58,$0.00,$0.00
Cabernet Sauvigon,1,0,$7.00,$0.00,-$0.00,$7.00,1.74%,$7.00,$0.00,$0.00
Churros,1,0,$4.95,$0.00,-$0.00,$4.95,1.23%,$4.95,$0.00,$4.95
Horchata,1,0,$4.50,$0.00,-$0.00,$4.50,1.12%,$4.50,$0.00,$4.50
Jamaica,1,0,$4.50,$0.00,-$0.00,$4.50,1.12%,$4.50,$0.00,$4.50
Michelo Ultra Light,1,0,$6.00,-$2.00,-$0.00,$4.00,1.00%,$4.00,$0.00,$0.00
Soft Drink,1,0,$3.25,$0.00,-$0.00,$3.25,0.81%,$3.25,$0.00,$3.25
Tea,1,0,$2.75,$0.00,-$0.00,$2.75,0.68%,$2.75,$0.00,$2.75
Side Cheese,1,0,$2.50,$0.00,-$0.00,$2.50,0.62%,$2.50,$0.00,$2.50
Side Chips,1,0,$1.50,$0.00,-$0.00,$1.50,0.37%,$1.50,$0.00,$1.50
Side House Salsa,1,0,$1.50,$0.00,-$0.00,$1.50,0.37%,$1.50,$0.00,$1.50

TOTAL,47,0,$425.00,-$23.24,$0.00,$401.76,100.00%,$8.55,$8.95,$321.11
