Revenue Item Sales Report
"Feb 10, 2020 12:00 am - Feb 10, 2020 11:59 pm"
"Requested on: Apr 16, 2020 5:14 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$514.05
Net Sales,$474.27
COGS,$0.00
Gross Profit,$432.27
Gross Profit Margin,91.14%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,8.42%,$39.95,$0.00,$39.95
Combination de Dos,4,0,$39.80,$0.00,-$0.00,$39.80,8.39%,$9.95,$0.00,$39.80
Cadillac Margarita,2,0,$29.00,$0.00,-$0.00,$29.00,6.11%,$14.50,$0.00,$29.00
Grande Mixed Fajitas,1,0,$24.95,$0.00,-$0.00,$24.95,5.26%,$24.95,$0.00,$24.95
MONDAY Margarita,7,0,$49.00,-$28.00,-$0.00,$21.00,4.43%,$3.00,$0.00,$21.00
Chilaquiles Rojos,2,0,$19.90,$0.00,-$0.00,$19.90,4.20%,$9.95,$0.00,$19.90
Montejo,3,0,$23.85,-$4.00,-$0.00,$19.85,4.19%,$6.62,$0.00,$19.85
Camarones,1,0,$17.95,$0.00,-$0.00,$17.95,3.78%,$17.95,$0.00,$17.95
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,3.78%,$17.95,$0.00,$17.95
Tequila Shrimp Fettuccini,1,0,$17.95,$0.00,-$0.00,$17.95,3.78%,$17.95,$0.00,$17.95
Grilled Chicken Plate,1,0,$16.95,$0.00,-$0.00,$16.95,3.57%,$16.95,$0.00,$16.95
Mojarra,1,0,$15.95,$0.00,-$0.00,$15.95,3.36%,$15.95,$0.00,$15.95
Baja Fish Tacos,1,0,$14.95,$0.00,-$0.00,$14.95,3.15%,$14.95,$0.00,$14.95
Filet,1,0,$14.95,$0.00,-$0.00,$14.95,3.15%,$14.95,$0.00,$14.95
Deep Fried Ice Cream,2,0,$13.90,$0.00,-$0.00,$13.90,2.93%,$6.95,$0.00,$13.90
Soft Drink,4,0,$13.00,$0.00,-$0.00,$13.00,2.74%,$3.25,$0.00,$13.00
Chicken Cilantro Salad,1,0,$12.95,$0.00,-$0.00,$12.95,2.73%,$12.95,$0.00,$12.95
Don Julio,1,0,$12.00,$0.00,-$0.00,$12.00,2.53%,$12.00,$0.00,$0.00
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,2.52%,$11.95,$0.00,$11.95
HH Flauta Appetizer,2,0,$15.90,-$4.78,-$0.00,$11.12,2.34%,$5.56,$0.00,$11.12
Dos XX,2,0,$10.00,-$1.00,-$0.00,$9.00,1.90%,$4.50,$0.00,$0.00
Albondigas Soup,1,0,$8.95,$0.00,-$0.00,$8.95,1.89%,$8.95,$0.00,$8.95
KIDS Bean & Cheese Burrito,1,0,$8.95,$0.00,-$0.00,$8.95,1.89%,$8.95,$0.00,$8.95
KIDS Cheeseburger,1,0,$8.95,$0.00,-$0.00,$8.95,1.89%,$8.95,$0.00,$8.95
Modelo Especial,1,0,$8.00,$0.00,-$0.00,$8.00,1.69%,$8.00,$0.00,$0.00
Negra Modelo,2,0,$10.00,-$2.00,-$0.00,$8.00,1.69%,$4.00,$0.00,$0.00
"Flauta Appetizer ",1,0,$7.95,$0.00,-$0.00,$7.95,1.68%,$7.95,$0.00,$7.95
blue muun,1,0,$5.00,$0.00,-$0.00,$5.00,1.05%,$5.00,$0.00,$0.00
Dinner Salad,1,0,$4.95,$0.00,-$0.00,$4.95,1.04%,$4.95,$0.00,$4.95
Champagne,1,0,$3.00,$0.00,-$0.00,$3.00,0.63%,$3.00,$0.00,$3.00
Mimosa,1,0,$3.00,$0.00,-$0.00,$3.00,0.63%,$3.00,$0.00,$3.00
Side Guacamole,1,0,$3.00,$0.00,-$0.00,$3.00,0.63%,$3.00,$0.00,$3.00
Coffee,1,0,$2.75,$0.00,-$0.00,$2.75,0.58%,$2.75,$0.00,$2.75
Tea,1,0,$2.75,$0.00,-$0.00,$2.75,0.58%,$2.75,$0.00,$2.75
Kids Drink Only,1,0,$2.00,$0.00,-$0.00,$2.00,0.42%,$2.00,$0.00,$2.00
Sweet Bread a la cart,1,0,$2.00,$0.00,-$0.00,$2.00,0.42%,$2.00,$0.00,$2.00
Water,1,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,57,0,$514.05,-$39.78,$0.00,$474.27,100.00%,$8.32,$0.00,$432.27
