Revenue Item Sales Report
"Feb 20, 2020 12:00 am - Feb 20, 2020 11:59 pm"
"Requested on: Apr 16, 2020 5:16 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,087.72"
Net Sales,$987.56
COGS,$8.95
Gross Profit,$803.96
Gross Profit Margin,81.41%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Combination de Dos,7,0,$69.65,$0.00,-$0.00,$69.65,7.05%,$9.95,$0.00,$69.65
House Margarita,11,0,$77.00,-$14.00,-$0.00,$63.00,6.38%,$5.73,$0.00,$63.00
Combination de Tres,4,0,$47.80,$0.00,-$0.00,$47.80,4.84%,$11.95,$0.00,$47.80
Carne Asada Burrito,4,1,$59.80,$0.00,-$14.95,$44.85,4.54%,$14.95,$0.00,$44.85
MEAL,1,0,$44.27,$0.00,-$0.00,$44.27,4.48%,$44.27,$0.00,$0.00
Carnitas Burrito,3,0,$42.85,$0.00,-$0.00,$42.85,4.34%,$14.28,$0.00,$42.85
Cadillac Margarita,2,0,$40.00,$0.00,-$0.00,$40.00,4.05%,$20.00,$0.00,$40.00
Modelo Especial,7,0,$44.00,-$4.00,-$0.00,$40.00,4.05%,$5.71,$0.00,$0.00
"Flauta Appetizer ",5,0,$39.75,$0.00,-$0.00,$39.75,4.03%,$7.95,$0.00,$39.75
Tostada De Ceviche,3,0,$35.85,$0.00,-$0.00,$35.85,3.63%,$11.95,$0.00,$35.85
Cocktail De Camaron,2,0,$33.90,$0.00,-$0.00,$33.90,3.43%,$16.95,$0.00,$33.90
Montejo,5,0,$35.85,-$6.00,-$0.00,$29.85,3.02%,$5.97,$0.00,$29.85
Large Chile Relleno,2,0,$25.90,$0.00,-$0.00,$25.90,2.62%,$12.95,$0.00,$25.90
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,2.02%,$19.95,$0.00,$19.95
Steak Tampiqueno,1,0,$19.95,$0.00,-$0.00,$19.95,2.02%,$19.95,$0.00,$19.95
"Cocktail ""Vuelve A La Vida""",1,0,$18.95,$0.00,-$0.00,$18.95,1.92%,$18.95,$0.00,$18.95
Negra Modelo,4,0,$20.00,-$2.00,-$0.00,$18.00,1.82%,$4.50,$0.00,$0.00
White Russian,3,0,$24.00,-$6.00,-$0.00,$18.00,1.82%,$6.00,$0.00,$0.00
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,1.82%,$17.95,$0.00,$17.95
Grilled Steak Fajitas,1,0,$17.95,$0.00,-$0.00,$17.95,1.82%,$17.95,$0.00,$17.95
Tequila Shrimp Fettuccini,1,0,$17.95,$0.00,-$0.00,$17.95,1.82%,$17.95,$0.00,$17.95
KIDS Chicken Strips,2,0,$17.90,$0.00,-$0.00,$17.90,1.81%,$8.95,$0.00,$17.90
Mojarra,1,0,$15.95,$0.00,-$0.00,$15.95,1.62%,$15.95,$0.00,$15.95
Combination de Uno,2,0,$15.90,$0.00,-$0.00,$15.90,1.61%,$7.95,$0.00,$15.90
Shrimp Enchilada Plate,1,0,$14.95,$0.00,-$0.00,$14.95,1.51%,$14.95,$0.00,$14.95
Tostadas Mixtas,1,0,$13.95,$0.00,-$0.00,$13.95,1.41%,$13.95,$0.00,$13.95
Soft Drink,9,5,$29.25,$0.00,-$16.25,$13.00,1.32%,$3.25,$0.00,$13.00
vodka,2,0,$12.00,$0.00,-$0.00,$12.00,1.22%,$6.00,$0.00,$0.00
Shred Chicken Burrito,1,0,$11.95,$0.00,-$0.00,$11.95,1.21%,$11.95,$0.00,$11.95
Guacamole Full Size,1,0,$10.95,$0.00,-$0.00,$10.95,1.11%,$10.95,$8.95,$2.00
kioki coffee,1,0,$9.00,$0.00,-$0.00,$9.00,0.91%,$9.00,$0.00,$0.00
Albondigas Soup,1,0,$8.95,$0.00,-$0.00,$8.95,0.91%,$8.95,$0.00,$8.95
KIDS Carne Asada Taco,1,0,$8.95,$0.00,-$0.00,$8.95,0.91%,$8.95,$0.00,$8.95
KIDS Cheeseburger,1,0,$8.95,$0.00,-$0.00,$8.95,0.91%,$8.95,$0.00,$8.95
The Classic Enchiladas,1,0,$8.95,$0.00,-$0.00,$8.95,0.91%,$8.95,$0.00,$8.95
Tea,3,0,$8.25,$0.00,-$0.00,$8.25,0.84%,$2.75,$0.00,$8.25
Corona,5,3,$25.00,-$5.00,-$12.00,$8.00,0.81%,$4.00,$0.00,$0.00
V Cupids Arrow,1,0,$8.00,$0.00,-$0.00,$8.00,0.81%,$8.00,$0.00,$8.00
Cabernet Sauvigon,1,0,$7.00,$0.00,-$0.00,$7.00,0.71%,$7.00,$0.00,$0.00
Long Island Iced Tea,1,0,$9.00,-$2.00,-$0.00,$7.00,0.71%,$7.00,$0.00,$0.00
Deep Fried Ice Cream,1,0,$6.95,$0.00,-$0.00,$6.95,0.70%,$6.95,$0.00,$6.95
Champagne,2,0,$6.00,$0.00,-$0.00,$6.00,0.61%,$3.00,$0.00,$6.00
Guacamole half order,1,0,$6.00,$0.00,-$0.00,$6.00,0.61%,$6.00,$0.00,$6.00
Side Guacamole,2,0,$6.00,$0.00,-$0.00,$6.00,0.61%,$3.00,$0.00,$6.00
HH Flauta Appetizer,1,0,$7.95,-$2.39,-$0.00,$5.56,0.56%,$5.56,$0.00,$5.56
