Revenue Item Sales Report
"Oct 11, 2019 12:00 am - Oct 11, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:14 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,963.15"
Net Sales,"$1,870.73"
COGS,$17.90
Gross Profit,"$1,672.83"
Gross Profit Margin,89.42%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Cadillac Margarita,13,0,$161.00,$0.00,-$0.00,$161.00,8.61%,$12.38,$0.00,$161.00
Combination de Tres,13,0,$163.35,-$25.90,-$0.00,$137.45,7.35%,$10.57,$0.00,$137.45
House Cadillac Margarita,14,0,$137.00,-$28.00,-$0.00,$109.00,5.83%,$7.79,$0.00,$109.00
Carne Asada Burrito,7,0,$106.65,$0.00,-$0.00,$106.65,5.70%,$15.24,$0.00,$106.65
Combination de Dos,9,0,$95.55,$0.00,-$0.00,$95.55,5.11%,$10.62,$0.00,$95.55
House Margarita,12,0,$89.00,-$6.00,-$0.00,$83.00,4.44%,$6.92,$0.00,$83.00
Soft Drink,23,0,$74.75,$0.00,-$0.00,$74.75,4.00%,$3.25,$0.00,$74.75
Carne Asada Plate,4,0,$71.80,$0.00,-$0.00,$71.80,3.84%,$17.95,$0.00,$71.80
Modelo Especial,10,0,$65.00,-$2.00,-$0.00,$63.00,3.37%,$6.30,$0.00,$0.00
Steak Tampiqueno,3,0,$59.85,$0.00,-$0.00,$59.85,3.20%,$19.95,$0.00,$59.85
S Shrimp Margarita,3,0,$53.85,$0.00,-$0.00,$53.85,2.88%,$17.95,$0.00,$53.85
Cocktail De Camaron,3,0,$50.85,$0.00,-$0.00,$50.85,2.72%,$16.95,$0.00,$50.85
Tostada De Ceviche,4,0,$45.80,$0.00,-$0.00,$45.80,2.45%,$11.45,$0.00,$45.80
Shrimp Enchilada Plate,3,0,$44.85,$0.00,-$0.00,$44.85,2.40%,$14.95,$0.00,$44.85
"Cocktail ""Vuelve A La Vida""",2,0,$37.90,$0.00,-$0.00,$37.90,2.03%,$18.95,$0.00,$37.90
The Classic Enchiladas,4,0,$35.80,$0.00,-$0.00,$35.80,1.91%,$8.95,$0.00,$35.80
Corona,7,0,$35.00,$0.00,-$0.00,$35.00,1.87%,$5.00,$0.00,$0.00
"Flauta Appetizer ",5,0,$42.75,-$10.46,-$0.00,$32.29,1.73%,$6.46,$0.00,$32.29
Carne Asada Fries,3,0,$35.85,-$7.18,-$0.00,$28.67,1.53%,$9.56,$0.00,$28.67
Tostadas Mixtas,2,0,$27.90,$0.00,-$0.00,$27.90,1.49%,$13.95,$0.00,$27.90
Albondigas Soup,3,0,$26.85,$0.00,-$0.00,$26.85,1.44%,$8.95,$0.00,$26.85
KIDS Bean & Cheese Burrito,3,0,$26.85,$0.00,-$0.00,$26.85,1.44%,$8.95,$0.00,$26.85
Large Chile Relleno,2,0,$25.90,$0.00,-$0.00,$25.90,1.38%,$12.95,$0.00,$25.90
Dona Margarita,2,0,$24.00,$0.00,-$0.00,$24.00,1.28%,$12.00,$0.00,$24.00
Combination de Uno,3,0,$23.85,$0.00,-$0.00,$23.85,1.27%,$7.95,$0.00,$23.85
Guacamole,2,0,$21.90,$0.00,-$0.00,$21.90,1.17%,$10.95,$17.90,$4.00
Taco A La Carte,7,0,$19.00,$0.00,-$0.00,$19.00,1.02%,$2.71,$0.00,$0.00
Bud Light,3,0,$18.00,$0.00,-$0.00,$18.00,0.96%,$6.00,$0.00,$18.00
Side Guacamole,6,0,$18.00,$0.00,-$0.00,$18.00,0.96%,$3.00,$0.00,$18.00
Carnitas Burrito,1,0,$17.95,$0.00,-$0.00,$17.95,0.96%,$17.95,$0.00,$17.95
Mojarra,1,0,$15.95,$0.00,-$0.00,$15.95,0.85%,$15.95,$0.00,$15.95
"S Chicken Florentine ",1,0,$15.95,$0.00,-$0.00,$15.95,0.85%,$15.95,$0.00,$15.95
Cheese Quesadilla,2,0,$18.90,-$3.29,-$0.00,$15.61,0.83%,$7.81,$0.00,$15.61
Grilled Chicken Burrito,1,0,$14.95,$0.00,-$0.00,$14.95,0.80%,$14.95,$0.00,$14.95
Mercadito Margarita Don Julio,1,0,$14.00,$0.00,-$0.00,$14.00,0.75%,$14.00,$0.00,$14.00
Taco Salad,1,0,$13.95,$0.00,-$0.00,$13.95,0.75%,$13.95,$0.00,$13.95
Deep Fried Ice Cream,2,0,$13.90,$0.00,-$0.00,$13.90,0.74%,$6.95,$0.00,$13.90
Margarita's Spicy Burger,1,0,$11.95,$0.00,-$0.00,$11.95,0.64%,$11.95,$0.00,$11.95
The Green Burrito,1,0,$10.95,$0.00,-$0.00,$10.95,0.59%,$10.95,$0.00,$10.95
Dos XX,2,0,$10.00,$0.00,-$0.00,$10.00,0.53%,$5.00,$0.00,$0.00
Shrimp a la Carte,1,0,$10.00,$0.00,-$0.00,$10.00,0.53%,$10.00,$0.00,$0.00
Queso Fundido,1,0,$9.95,$0.00,-$0.00,$9.95,0.53%,$9.95,$0.00,$9.95
Smoothie,2,0,$9.00,$0.00,-$0.00,$9.00,0.48%,$4.50,$0.00,$9.00
Double Dare Tacos,1,0,$8.95,$0.00,-$0.00,$8.95,0.48%,$8.95,$0.00,$8.95
KIDS Carne Asada Taco,1,0,$8.95,$0.00,-$0.00,$8.95,0.48%,$8.95,$0.00,$8.95
KIDS Cheese Enchilada,1,0,$8.95,$0.00,-$0.00,$8.95,0.48%,$8.95,$0.00,$8.95
KIDS Cheeseburger,1,0,$8.95,$0.00,-$0.00,$8.95,0.48%,$8.95,$0.00,$8.95
Nachos Vaqueros,1,0,$11.95,-$3.59,-$0.00,$8.36,0.45%,$8.36,$0.00,$8.36
Tea,3,0,$8.25,$0.00,-$0.00,$8.25,0.44%,$2.75,$0.00,$8.25
Michelo Ultra Light,2,0,$12.00,-$4.00,-$0.00,$8.00,0.43%,$4.00,$0.00,$0.00
Pacifico,1,0,$8.00,$0.00,-$0.00,$8.00,0.43%,$8.00,$0.00,$0.00
pink mosccato,1,0,$7.00,$0.00,-$0.00,$7.00,0.37%,$7.00,$0.00,$0.00
Chile Relleno,1,0,$6.00,$0.00,-$0.00,$6.00,0.32%,$6.00,$0.00,$6.00
Side Shrimp Add,2,0,$6.00,$0.00,-$0.00,$6.00,0.32%,$3.00,$0.00,$6.00
Bean Dip,1,0,$5.00,$0.00,-$0.00,$5.00,0.27%,$5.00,$0.00,$0.00
Churros,1,0,$4.95,$0.00,-$0.00,$4.95,0.26%,$4.95,$0.00,$4.95
Dinner Salad,1,0,$4.95,$0.00,-$0.00,$4.95,0.26%,$4.95,$0.00,$4.95
Enchilada A La Carte,2,0,$4.50,$0.00,-$0.00,$4.50,0.24%,$2.25,$0.00,$0.00
Corona Light,1,0,$5.00,-$1.00,-$0.00,$4.00,0.21%,$4.00,$0.00,$0.00
KIDS Ice Cream,2,0,$4.00,$0.00,-$0.00,$4.00,0.21%,$2.00,$0.00,$4.00
albondigas,1,0,$3.50,$0.00,-$0.00,$3.50,0.19%,$3.50,$0.00,$0.00
Bud Light,1,0,$4.00,-$1.00,-$0.00,$3.00,0.16%,$3.00,$0.00,$0.00
Side Cheese,1,0,$2.50,$0.00,-$0.00,$2.50,0.13%,$2.50,$0.00,$2.50
Side Beans,1,0,$2.00,$0.00,-$0.00,$2.00,0.11%,$2.00,$0.00,$2.00
Sour Cream,1,0,$1.50,$0.00,-$0.00,$1.50,0.08%,$1.50,$0.00,$1.50
Water,13,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

