Revenue Item Sales Report
"Oct 26, 2019 12:00 am - Oct 26, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:21 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,788.23"
Net Sales,"$1,782.85"
COGS,$35.80
Gross Profit,"$1,589.57"
Gross Profit Margin,89.16%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Cadillac Margarita,14,0,$261.00,$0.00,-$0.00,$261.00,14.64%,$18.64,$0.00,$261.00
Molcajete Mar Y Terra,3,0,$134.85,$0.00,-$0.00,$134.85,7.56%,$44.95,$0.00,$134.85
Combination de Dos,12,0,$121.40,-$0.99,-$0.00,$120.41,6.75%,$10.03,$0.00,$120.41
Camarones,5,0,$89.75,$0.00,-$0.00,$89.75,5.03%,$17.95,$0.00,$89.75
Soft Drink,27,0,$87.75,-$0.65,-$0.00,$87.10,4.89%,$3.23,$0.00,$87.10
Cocktail De Camaron,5,0,$84.75,$0.00,-$0.00,$84.75,4.75%,$16.95,$0.00,$84.75
Combination de Tres,5,0,$65.75,$0.00,-$0.00,$65.75,3.69%,$13.15,$0.00,$65.75
House Margarita,7,0,$61.00,$0.00,-$0.00,$61.00,3.42%,$8.71,$0.00,$61.00
Guacamole Full Size,4,0,$43.80,$0.00,-$0.00,$43.80,2.46%,$10.95,$35.80,$8.00
Carne Asada Burrito,3,0,$40.85,$0.00,-$0.00,$40.85,2.29%,$13.62,$0.00,$40.85
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,2.24%,$39.95,$0.00,$39.95
Camarones Aguachiles,2,0,$39.90,$0.00,-$0.00,$39.90,2.24%,$19.95,$0.00,$39.90
steack silion,2,0,$35.98,$0.00,-$0.00,$35.98,2.02%,$17.99,$0.00,$0.00
Bacon Cheeseburger,3,0,$35.85,$0.00,-$0.00,$35.85,2.01%,$11.95,$0.00,$35.85
Menudo Soup,3,0,$35.85,$0.00,-$0.00,$35.85,2.01%,$11.95,$0.00,$35.85
Carnitas Plate,2,0,$33.90,$0.00,-$0.00,$33.90,1.90%,$16.95,$0.00,$33.90
"S Chicken Florentine ",2,0,$31.90,$0.00,-$0.00,$31.90,1.79%,$15.95,$0.00,$31.90
Michelo Ultra Light,2,0,$28.00,$0.00,-$0.00,$28.00,1.57%,$14.00,$0.00,$0.00
Large Chile Relleno,2,0,$25.90,$0.00,-$0.00,$25.90,1.45%,$12.95,$0.00,$25.90
Carne Asada Fries,2,0,$23.90,$0.00,-$0.00,$23.90,1.34%,$11.95,$0.00,$23.90
House Cadillac Margarita,2,0,$22.00,$0.00,-$0.00,$22.00,1.23%,$11.00,$0.00,$22.00
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,1.12%,$19.95,$0.00,$19.95
Guacamole half order,3,0,$18.00,$0.00,-$0.00,$18.00,1.01%,$6.00,$0.00,$18.00
Steak Tampiqueno,1,0,$19.95,-$1.99,-$0.00,$17.96,1.01%,$17.96,$0.00,$17.96
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,1.01%,$17.95,$0.00,$17.95
Grilled Steak Fajitas,1,0,$17.95,$0.00,-$0.00,$17.95,1.01%,$17.95,$0.00,$17.95
Al Pastor Plate,1,0,$16.95,$0.00,-$0.00,$16.95,0.95%,$16.95,$0.00,$16.95
Grilled Chicken Fajitas,1,0,$16.95,$0.00,-$0.00,$16.95,0.95%,$16.95,$0.00,$16.95
Grilled Chicken Plate,1,0,$16.95,$0.00,-$0.00,$16.95,0.95%,$16.95,$0.00,$16.95
Shrimp Burrito,1,0,$16.95,$0.00,-$0.00,$16.95,0.95%,$16.95,$0.00,$16.95
Mojito,2,0,$16.00,$0.00,-$0.00,$16.00,0.90%,$8.00,$0.00,$0.00
Montejo draft,2,0,$16.00,$0.00,-$0.00,$16.00,0.90%,$8.00,$0.00,$0.00
Pacifico,2,0,$16.00,$0.00,-$0.00,$16.00,0.90%,$8.00,$0.00,$0.00
Chicken Fettuccini,1,0,$15.95,$0.00,-$0.00,$15.95,0.89%,$15.95,$0.00,$15.95
"Flauta Appetizer ",2,0,$15.90,$0.00,-$0.00,$15.90,0.89%,$7.95,$0.00,$15.90
Taco A La Carte,6,0,$17.25,-$1.75,-$0.00,$15.50,0.87%,$2.58,$0.00,$0.00
Bean & Cheese Burrito,1,0,$14.95,$0.00,-$0.00,$14.95,0.84%,$14.95,$0.00,$14.95
Grilled Chicken Burrito,1,0,$14.95,$0.00,-$0.00,$14.95,0.84%,$14.95,$0.00,$14.95
Mercadito Margarita Don Julio,1,0,$14.00,$0.00,-$0.00,$14.00,0.79%,$14.00,$0.00,$14.00
Taco Salad,1,0,$13.95,$0.00,-$0.00,$13.95,0.78%,$13.95,$0.00,$13.95
Chicken Cilantro Salad,1,0,$12.95,$0.00,-$0.00,$12.95,0.73%,$12.95,$0.00,$12.95
Corona,2,0,$10.00,$0.00,-$0.00,$10.00,0.56%,$5.00,$0.00,$0.00
Modelo Especial,2,0,$10.00,$0.00,-$0.00,$10.00,0.56%,$5.00,$0.00,$0.00
Queso Fundido,1,0,$9.95,$0.00,-$0.00,$9.95,0.56%,$9.95,$0.00,$9.95
Tostada De Ceviche,1,0,$9.95,$0.00,-$0.00,$9.95,0.56%,$9.95,$0.00,$9.95
Jamica,2,0,$9.00,$0.00,-$0.00,$9.00,0.50%,$4.50,$0.00,$9.00
KIDS Cheese Enchilada,1,0,$8.95,$0.00,-$0.00,$8.95,0.50%,$8.95,$0.00,$8.95
KIDS Chicken Enchilada,1,0,$8.95,$0.00,-$0.00,$8.95,0.50%,$8.95,$0.00,$8.95
Combination de Uno,1,0,$7.95,$0.00,-$0.00,$7.95,0.45%,$7.95,$0.00,$7.95
Side French Fries,2,0,$7.00,$0.00,-$0.00,$7.00,0.39%,$3.50,$0.00,$7.00
bean deep,1,0,$6.00,$0.00,-$0.00,$6.00,0.34%,$6.00,$0.00,$0.00
Coffee,2,0,$5.50,$0.00,-$0.00,$5.50,0.31%,$2.75,$0.00,$5.50
Churros,1,0,$4.95,$0.00,-$0.00,$4.95,0.28%,$4.95,$0.00,$4.95
Horchata,1,0,$4.50,$0.00,-$0.00,$4.50,0.25%,$4.50,$0.00,$4.50
Bud Light,1,0,$4.00,$0.00,-$0.00,$4.00,0.22%,$4.00,$0.00,$0.00
Side Guacamole,1,0,$3.00,$0.00,-$0.00,$3.00,0.17%,$3.00,$0.00,$3.00
Side Shrimp 3 shrimp=16/20,1,0,$3.00,$0.00,-$0.00,$3.00,0.17%,$3.00,$0.00,$3.00
Kids Drink Only,1,0,$2.00,$0.00,-$0.00,$2.00,0.11%,$2.00,$0.00,$2.00
Water,2,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,163,0,"$1,788.23",-$5.38,$0.00,"$1,782.85",100.00%,$10.94,$35.80,"$1,589.57"
