Revenue Item Sales Report
"Oct 10, 2019 12:00 am - Oct 10, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:12 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$2,527.90"
Net Sales,"$2,476.05"
COGS,$8.95
Gross Profit,$349.47
Gross Profit Margin,14.11%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Item 1,1,0,"$1,600.00",$0.00,-$0.00,"$1,600.00",64.62%,"$1,600.00",$0.00,$0.00
Item 1,1,0,$328.50,$0.00,-$0.00,$328.50,13.27%,$328.50,$0.00,$0.00
Item 1,1,0,$128.65,$0.00,-$0.00,$128.65,5.20%,$128.65,$0.00,$0.00
House Margarita,9,0,$63.00,-$16.10,-$0.00,$46.90,1.89%,$5.21,$0.00,$46.90
Champagne,12,0,$36.00,$0.00,-$0.00,$36.00,1.45%,$3.00,$0.00,$36.00
Carne Asada Plate,2,0,$35.90,$0.00,-$0.00,$35.90,1.45%,$17.95,$0.00,$35.90
Combination de Tres,3,0,$35.85,$0.00,-$0.00,$35.85,1.45%,$11.95,$0.00,$35.85
Carne Asada Burrito,2,0,$27.90,$0.00,-$0.00,$27.90,1.13%,$13.95,$0.00,$27.90
Flautas,3,0,$26.85,-$2.39,-$0.00,$24.46,0.99%,$8.15,$0.00,$24.46
Chile Relleno,4,0,$24.00,$0.00,-$0.00,$24.00,0.97%,$6.00,$0.00,$24.00
Modelo Especial,4,0,$26.00,-$2.00,-$0.00,$24.00,0.97%,$6.00,$0.00,$0.00
Combination de Dos,2,0,$19.90,$0.00,-$0.00,$19.90,0.80%,$9.95,$0.00,$19.90
Cocktail De Camaron,1,0,$16.95,$0.00,-$0.00,$16.95,0.68%,$16.95,$0.00,$16.95
Combination de Uno,2,0,$15.90,$0.00,-$0.00,$15.90,0.64%,$7.95,$0.00,$15.90
Huevos Rancheros,1,0,$9.95,$0.00,-$0.00,$9.95,0.40%,$9.95,$0.00,$9.95
Soft Drink,3,0,$9.75,$0.00,-$0.00,$9.75,0.39%,$3.25,$0.00,$9.75
Albondigas Soup,1,0,$8.95,$0.00,-$0.00,$8.95,0.36%,$8.95,$0.00,$8.95
Cabernet Sauvigon,2,0,$14.00,-$6.00,-$0.00,$8.00,0.32%,$4.00,$0.00,$0.00
Guacamole,1,0,$11.00,-$3.30,-$0.00,$7.70,0.31%,$7.70,$8.95,-$1.25
Dona Margarita,1,0,$12.00,-$5.04,-$0.00,$6.96,0.28%,$6.96,$0.00,$6.96
Queso Fundido,1,0,$9.95,-$2.99,-$0.00,$6.96,0.28%,$6.96,$0.00,$6.96
Coors Light,2,0,$8.00,-$2.00,-$0.00,$6.00,0.24%,$3.00,$0.00,$0.00
Side Beans,3,0,$6.00,$0.00,-$0.00,$6.00,0.24%,$2.00,$0.00,$6.00
Dos XX,1,0,$5.00,$0.00,-$0.00,$5.00,0.20%,$5.00,$0.00,$0.00
Dinner Salad,1,0,$4.95,$0.00,-$0.00,$4.95,0.20%,$4.95,$0.00,$4.95
Cheese Quesadilla,1,0,$10.95,-$6.51,-$0.00,$4.44,0.18%,$4.44,$0.00,$4.44
Bud Light,1,0,$6.00,-$2.00,-$0.00,$4.00,0.16%,$4.00,$0.00,$4.00
Flauta A La Carte,2,0,$4.00,$0.00,-$0.00,$4.00,0.16%,$2.00,$0.00,$0.00
Negra Modelo,1,0,$5.00,-$1.00,-$0.00,$4.00,0.16%,$4.00,$0.00,$0.00
Taquito A La Carte,3,0,$6.00,-$2.52,-$0.00,$3.48,0.14%,$1.16,$0.00,$0.00
Side Guacamole,1,0,$3.00,$0.00,-$0.00,$3.00,0.12%,$3.00,$0.00,$3.00
Taco A La Carte,1,0,$3.00,$0.00,-$0.00,$3.00,0.12%,$3.00,$0.00,$0.00
Virgin Margarita,1,0,$3.00,$0.00,-$0.00,$3.00,0.12%,$3.00,$0.00,$0.00
Kids Drink Only,1,0,$2.00,$0.00,-$0.00,$2.00,0.08%,$2.00,$0.00,$2.00

TOTAL,76,0,"$2,527.90",-$51.85,$0.00,"$2,476.05",100.00%,$32.58,$8.95,$349.47
