Revenue Item Sales Report
"Oct 01, 2019 12:00 am - Oct 01, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:08 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$780.95
Net Sales,$758.60
COGS,$26.85
Gross Profit,$628.75
Gross Profit Margin,82.88%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Taco Tuesday,25,0,$125.00,$0.00,-$0.00,$125.00,16.48%,$5.00,$0.00,$125.00
Combination de Dos,11,0,$113.45,$0.00,-$0.00,$113.45,14.96%,$10.31,$0.00,$113.45
Soft Drink,20,0,$65.00,$0.00,-$0.00,$65.00,8.57%,$3.25,$0.00,$65.00
Combination de Uno,5,0,$39.75,$0.00,-$0.00,$39.75,5.24%,$7.95,$0.00,$39.75
Guacamole,3,0,$30.00,-$2.40,-$0.00,$27.60,3.64%,$9.20,$26.85,$0.75
Jack Daniels,3,0,$27.00,$0.00,-$0.00,$27.00,3.56%,$9.00,$0.00,$0.00
Margarita Pitcher,1,0,$25.00,$0.00,-$0.00,$25.00,3.30%,$25.00,$0.00,$25.00
White Russian,3,0,$24.00,$0.00,-$0.00,$24.00,3.16%,$8.00,$0.00,$0.00
Combination de Tres,2,0,$23.90,$0.00,-$0.00,$23.90,3.15%,$11.95,$0.00,$23.90
Champagne,3,0,$18.00,$0.00,-$0.00,$18.00,2.37%,$6.00,$0.00,$18.00
Camarones,1,0,$17.95,$0.00,-$0.00,$17.95,2.37%,$17.95,$0.00,$17.95
Grilled Chicken Burrito,1,0,$16.95,$0.00,-$0.00,$16.95,2.23%,$16.95,$0.00,$16.95
Carne Asada Burrito,1,0,$15.95,$0.00,-$0.00,$15.95,2.10%,$15.95,$0.00,$15.95
Mojarra,1,0,$15.95,$0.00,-$0.00,$15.95,2.10%,$15.95,$0.00,$15.95
Modelo Especial,3,0,$18.00,-$3.00,-$0.00,$15.00,1.98%,$5.00,$0.00,$0.00
Mercadito Margarita,1,0,$14.00,$0.00,-$0.00,$14.00,1.85%,$14.00,$0.00,$14.00
5. Tostadas Mixtas,1,0,$13.95,$0.00,-$0.00,$13.95,1.84%,$13.95,$0.00,$13.95
Deep Fried Ice Cream,2,0,$13.90,$0.00,-$0.00,$13.90,1.83%,$6.95,$0.00,$13.90
Bud Light,2,0,$12.00,$0.00,-$0.00,$12.00,1.58%,$6.00,$0.00,$12.00
Chile relleno,2,0,$12.00,$0.00,-$0.00,$12.00,1.58%,$6.00,$0.00,$0.00
House Margarita,2,0,$14.00,-$2.00,-$0.00,$12.00,1.58%,$6.00,$0.00,$12.00
Michelo Ultra Light,2,0,$12.00,$0.00,-$0.00,$12.00,1.58%,$6.00,$0.00,$0.00
Bacon Cheeseburger,1,0,$11.95,$0.00,-$0.00,$11.95,1.58%,$11.95,$0.00,$11.95
Machaca Con Huevo,1,0,$10.95,$0.00,-$0.00,$10.95,1.44%,$10.95,$0.00,$10.95
Bean & Cheese Burrito,1,0,$9.95,$0.00,-$0.00,$9.95,1.31%,$9.95,$0.00,$9.95
Horchata,2,0,$9.00,$0.00,-$0.00,$9.00,1.19%,$4.50,$0.00,$9.00
Tea,3,0,$8.25,$0.00,-$0.00,$8.25,1.09%,$2.75,$0.00,$8.25
Flautas,1,0,$7.95,$0.00,-$0.00,$7.95,1.05%,$7.95,$0.00,$7.95
Side French Fries,2,0,$7.00,$0.00,-$0.00,$7.00,0.92%,$3.50,$0.00,$7.00
Chile Relleno,1,0,$6.00,$0.00,-$0.00,$6.00,0.79%,$6.00,$0.00,$6.00
Negra Modelo,1,0,$5.00,$0.00,-$0.00,$5.00,0.66%,$5.00,$0.00,$0.00
Dinner Salad,1,0,$4.95,$0.00,-$0.00,$4.95,0.65%,$4.95,$0.00,$4.95
Enchilada A La Carte,2,0,$4.50,$0.00,-$0.00,$4.50,0.59%,$2.25,$0.00,$0.00
Taco A La Carte,1,0,$3.50,$0.00,-$0.00,$3.50,0.46%,$3.50,$0.00,$0.00
Side Spicy Salsa,2,0,$3.00,$0.00,-$0.00,$3.00,0.40%,$1.50,$0.00,$3.00
Coffee,1,0,$2.75,$0.00,-$0.00,$2.75,0.36%,$2.75,$0.00,$2.75
Side Beans,1,0,$2.00,$0.00,-$0.00,$2.00,0.26%,$2.00,$0.00,$2.00
Sour Cream,1,0,$1.50,$0.00,-$0.00,$1.50,0.20%,$1.50,$0.00,$1.50
Baja Fish Tacos,1,0,$14.95,-$14.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Custom Item,1,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Water,8,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,127,0,$780.95,-$22.35,$0.00,$758.60,100.00%,$5.97,$26.85,$628.75
