Revenue Item Sales Report
"Oct 29, 2019 12:00 am - Oct 29, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:22 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,069.14"
Net Sales,"$1,052.14"
COGS,$17.90
Gross Profit,$925.50
Gross Profit Margin,87.96%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Taco Tuesday,25,0,$125.00,-$1.26,-$0.00,$123.74,11.76%,$4.95,$0.00,$123.74
Combination de Dos,10,0,$109.50,$0.00,-$0.00,$109.50,10.41%,$10.95,$0.00,$109.50
House Margarita,13,0,$109.00,-$14.59,-$0.00,$94.41,8.97%,$7.26,$0.00,$94.41
Cadillac Margarita,3,0,$51.00,$0.00,-$0.00,$51.00,4.85%,$17.00,$0.00,$51.00
Hennessy,6,0,$48.00,$0.00,-$0.00,$48.00,4.56%,$8.00,$0.00,$48.00
Soft Drink,13,0,$42.25,$0.00,-$0.00,$42.25,4.02%,$3.25,$0.00,$42.25
Carne Asada Plate,2,0,$35.90,$0.00,-$0.00,$35.90,3.41%,$17.95,$0.00,$35.90
taquiza,1,0,$30.00,$0.00,-$0.00,$30.00,2.85%,$30.00,$0.00,$0.00
Grilled Chicken Burrito,2,0,$27.90,$0.00,-$0.00,$27.90,2.65%,$13.95,$0.00,$27.90
KIDS Cheeseburger,3,0,$26.85,$0.00,-$0.00,$26.85,2.55%,$8.95,$0.00,$26.85
Carne Asada Burrito,2,0,$25.90,$0.00,-$0.00,$25.90,2.46%,$12.95,$0.00,$25.90
Combination de Tres,2,0,$25.90,$0.00,-$0.00,$25.90,2.46%,$12.95,$0.00,$25.90
Guacamole Full Size,2,0,$21.90,$0.00,-$0.00,$21.90,2.08%,$10.95,$17.90,$4.00
Deep Fried Ice Cream,3,0,$20.85,$0.00,-$0.00,$20.85,1.98%,$6.95,$0.00,$20.85
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,1.90%,$19.95,$0.00,$19.95
"Cocktail ""Vuelve A La Vida""",1,0,$18.95,$0.00,-$0.00,$18.95,1.80%,$18.95,$0.00,$18.95
"Flauta Appetizer ",2,0,$18.90,$0.00,-$0.00,$18.90,1.80%,$9.45,$0.00,$18.90
Chile Relleno,3,0,$18.00,$0.00,-$0.00,$18.00,1.71%,$6.00,$0.00,$18.00
Camarones,1,0,$17.95,$0.00,-$0.00,$17.95,1.71%,$17.95,$0.00,$17.95
Al Pastor Plate,1,0,$16.95,$0.00,-$0.00,$16.95,1.61%,$16.95,$0.00,$16.95
Chardonnay,3,0,$15.00,$0.00,-$0.00,$15.00,1.43%,$5.00,$0.00,$0.00
Shrimp Enchilada Plate,1,0,$14.95,$0.00,-$0.00,$14.95,1.42%,$14.95,$0.00,$14.95
Mercadito Margarita Don Julio,1,0,$14.00,$0.00,-$0.00,$14.00,1.33%,$14.00,$0.00,$14.00
Tostadas Mixtas,1,0,$13.95,$0.00,-$0.00,$13.95,1.33%,$13.95,$0.00,$13.95
Horchata,3,0,$13.50,$0.00,-$0.00,$13.50,1.28%,$4.50,$0.00,$13.50
chilaquiles Verde's con polio azado,1,0,$12.99,$0.00,-$0.00,$12.99,1.23%,$12.99,$0.00,$0.00
Don Julio,1,0,$12.00,$0.00,-$0.00,$12.00,1.14%,$12.00,$0.00,$0.00
Bacon Cheeseburger,1,0,$11.95,$0.00,-$0.00,$11.95,1.14%,$11.95,$0.00,$11.95
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,1.14%,$11.95,$0.00,$11.95
Shred Chicken Burrito,1,0,$11.95,$0.00,-$0.00,$11.95,1.14%,$11.95,$0.00,$11.95
Tostada De Ceviche,1,0,$11.95,$0.00,-$0.00,$11.95,1.14%,$11.95,$0.00,$11.95
Modelo Especial,2,0,$10.00,$0.00,-$0.00,$10.00,0.95%,$5.00,$0.00,$0.00
Enchilada A La Carte,4,0,$9.00,$0.00,-$0.00,$9.00,0.86%,$2.25,$0.00,$0.00
KIDS Bean & Cheese Burrito,1,0,$8.95,$0.00,-$0.00,$8.95,0.85%,$8.95,$0.00,$8.95
The Classic Enchiladas,1,0,$8.95,$0.00,-$0.00,$8.95,0.85%,$8.95,$0.00,$8.95
Tea,3,0,$8.25,$0.00,-$0.00,$8.25,0.78%,$2.75,$0.00,$8.25
Pacifico,1,0,$8.00,$0.00,-$0.00,$8.00,0.76%,$8.00,$0.00,$0.00
Cheese Quesadilla,1,0,$7.95,$0.00,-$0.00,$7.95,0.76%,$7.95,$0.00,$7.95
Combination de Uno,1,0,$7.95,$0.00,-$0.00,$7.95,0.76%,$7.95,$0.00,$7.95
Champagne,2,0,$6.00,$0.00,-$0.00,$6.00,0.57%,$3.00,$0.00,$6.00
Guacamole half order,1,0,$6.00,$0.00,-$0.00,$6.00,0.57%,$6.00,$0.00,$6.00
Smoothie,1,0,$4.50,$0.00,-$0.00,$4.50,0.43%,$4.50,$0.00,$4.50
Coors Light,1,0,$4.00,$0.00,-$0.00,$4.00,0.38%,$4.00,$0.00,$0.00
Negra Modelo,1,0,$5.00,-$1.00,-$0.00,$4.00,0.38%,$4.00,$0.00,$0.00
Taco A La Carte,1,0,$3.75,$0.00,-$0.00,$3.75,0.36%,$3.75,$0.00,$0.00
Juices,1,0,$3.50,$0.00,-$0.00,$3.50,0.33%,$3.50,$0.00,$3.50
Side Pico de Gallo,2,0,$3.50,-$0.15,-$0.00,$3.35,0.32%,$1.68,$0.00,$3.35
Side Guacamole,1,0,$3.00,$0.00,-$0.00,$3.00,0.29%,$3.00,$0.00,$3.00
Sour Cream,2,0,$3.00,$0.00,-$0.00,$3.00,0.29%,$1.50,$0.00,$3.00
Side Corn Tortillas,1,0,$1.50,$0.00,-$0.00,$1.50,0.14%,$1.50,$0.00,$1.50
Side Spicy Salsa,1,0,$1.50,$0.00,-$0.00,$1.50,0.14%,$1.50,$0.00,$1.50
Water,6,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,146,0,"$1,069.14",-$17.00,$0.00,"$1,052.14",100.00%,$7.21,$17.90,$925.50
