Revenue Item Sales Report
"Oct 07, 2019 12:00 am - Oct 07, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:11 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$417.35
Net Sales,$306.33
COGS,$8.95
Gross Profit,$241.13
Gross Profit Margin,78.72%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Carne Asada Fries,4,0,$47.80,-$7.18,-$0.00,$40.62,13.26%,$10.16,$0.00,$40.62
Combination de Tres,3,0,$35.85,$0.00,-$0.00,$35.85,11.70%,$11.95,$0.00,$35.85
Cocktail De Camaron,2,0,$33.90,$0.00,-$0.00,$33.90,11.07%,$16.95,$0.00,$33.90
MONDAY Margarita,11,0,$77.00,-$44.00,-$0.00,$33.00,10.77%,$3.00,$0.00,$33.00
House Margarita,4,0,$28.00,-$8.00,-$0.00,$20.00,6.53%,$5.00,$0.00,$20.00
The Classic Enchiladas,2,0,$17.90,$0.00,-$0.00,$17.90,5.84%,$8.95,$0.00,$17.90
White Russian,2,0,$16.00,$0.00,-$0.00,$16.00,5.22%,$8.00,$0.00,$0.00
Nachos Vaqueros,2,0,$26.90,-$14.95,-$0.00,$11.95,3.90%,$5.98,$0.00,$11.95
Corona Light,2,0,$10.00,$0.00,-$0.00,$10.00,3.26%,$5.00,$0.00,$0.00
Champagne,4,0,$9.00,$0.00,-$0.00,$9.00,2.94%,$2.25,$0.00,$9.00
Side Shrimp Add,3,0,$9.00,$0.00,-$0.00,$9.00,2.94%,$3.00,$0.00,$9.00
Albondigas Soup,2,0,$17.90,-$8.95,-$0.00,$8.95,2.92%,$4.48,$0.00,$8.95
The Healthy Choice,1,0,$8.95,$0.00,-$0.00,$8.95,2.92%,$8.95,$0.00,$8.95
Bud Light,2,0,$8.00,$0.00,-$0.00,$8.00,2.61%,$4.00,$0.00,$0.00
Miller Light,2,0,$8.00,$0.00,-$0.00,$8.00,2.61%,$4.00,$0.00,$0.00
Dos XX,1,0,$8.00,-$1.00,-$0.00,$7.00,2.29%,$7.00,$0.00,$0.00
Queso Fundido,1,0,$9.95,-$2.99,-$0.00,$6.96,2.27%,$6.96,$0.00,$6.96
Guacamole,1,0,$6.00,$0.00,-$0.00,$6.00,1.96%,$6.00,$8.95,-$2.95
Modelo Especial,1,0,$5.00,-$1.00,-$0.00,$4.00,1.31%,$4.00,$0.00,$0.00
Soft Drink,1,0,$3.25,$0.00,-$0.00,$3.25,1.06%,$3.25,$0.00,$3.25
Taco A La Carte,1,0,$3.25,$0.00,-$0.00,$3.25,1.06%,$3.25,$0.00,$0.00
Side Guacamole,1,0,$3.00,$0.00,-$0.00,$3.00,0.98%,$3.00,$0.00,$3.00
Side Pico de Gallo,1,0,$1.75,$0.00,-$0.00,$1.75,0.57%,$1.75,$0.00,$1.75
Grilled Steak Fajitas,1,0,$17.95,-$17.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Juices,1,0,$3.50,-$3.50,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Side House Salsa,1,0,$1.50,-$1.50,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Water,3,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,60,0,$417.35,-$111.02,$0.00,$306.33,100.00%,$5.11,$8.95,$241.13
