Revenue Item Sales Report
"Dec 27, 2019 12:00 am - Dec 27, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:46 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,251.10"
Net Sales,"$1,178.91"
COGS,$17.90
Gross Profit,$870.11
Gross Profit Margin,73.81%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Cadillac margarita,13,0,$104.00,$0.00,-$0.00,$104.00,8.82%,$8.00,$0.00,$0.00
Combination de Tres,5,0,$63.75,$0.00,-$0.00,$63.75,5.41%,$12.75,$0.00,$63.75
Combination de Dos,6,0,$59.70,$0.00,-$0.00,$59.70,5.06%,$9.95,$0.00,$59.70
Carne Asada Burrito,4,0,$57.80,$0.00,-$0.00,$57.80,4.90%,$14.45,$0.00,$57.80
Modelo Especial,8,0,$49.00,-$4.00,-$0.00,$45.00,3.82%,$5.63,$0.00,$0.00
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,3.39%,$39.95,$0.00,$39.95
Blackened Salmon,2,0,$39.90,$0.00,-$0.00,$39.90,3.38%,$19.95,$0.00,$39.90
Soft Drink,12,0,$39.00,$0.00,-$0.00,$39.00,3.31%,$3.25,$0.00,$39.00
Carne Asada Plate,2,0,$35.90,$0.00,-$0.00,$35.90,3.05%,$17.95,$0.00,$35.90
Cadillac Margarita,2,0,$34.00,$0.00,-$0.00,$34.00,2.88%,$17.00,$0.00,$34.00
House Margarita,4,0,$35.00,-$4.00,-$0.00,$31.00,2.63%,$7.75,$0.00,$31.00
Huevos Rancheros,3,0,$29.85,$0.00,-$0.00,$29.85,2.53%,$9.95,$0.00,$29.85
Albondigas Soup,3,0,$26.85,$0.00,-$0.00,$26.85,2.28%,$8.95,$0.00,$26.85
