Revenue Item Sales Report
"Dec 06, 2019 12:00 am - Dec 06, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:39 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,893.00"
Net Sales,"$1,830.37"
COGS,$53.70
Gross Profit,"$1,311.45"
Gross Profit Margin,71.65%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
House Margarita,17,0,$167.00,-$23.90,-$0.00,$143.10,7.82%,$8.42,$0.00,$143.10
Custom Item,17,0,$136.00,$0.00,-$0.00,$136.00,7.43%,$8.00,$0.00,$0.00
Combination de Dos,13,0,$133.35,-$0.99,-$0.00,$132.36,7.23%,$10.18,$0.00,$132.36
Combination de Tres,7,0,$91.65,-$0.42,-$0.00,$91.23,4.98%,$13.03,$0.00,$91.23
Parrilla Para Dos,2,0,$79.90,$0.00,-$0.00,$79.90,4.37%,$39.95,$0.00,$79.90
Grande Mixed Fajitas,3,0,$74.85,$0.00,-$0.00,$74.85,4.09%,$24.95,$0.00,$74.85
Shrimp Enchilada Plate,4,0,$59.80,-$4.48,-$0.00,$55.32,3.02%,$13.83,$0.00,$55.32
Guacamole Full Size,6,0,$55.70,-$1.28,-$0.00,$54.42,2.97%,$9.07,$53.70,$0.72
Don Julio,4,0,$54.00,$0.00,-$0.00,$54.00,2.95%,$13.50,$0.00,$0.00
Modelo Especial,9,0,$45.00,$0.00,-$0.00,$45.00,2.46%,$5.00,$0.00,$0.00
Molcajete Mar Y Terra,1,0,$44.95,$0.00,-$0.00,$44.95,2.46%,$44.95,$0.00,$44.95
Soft Drink,12,0,$39.00,-$0.32,-$0.00,$38.68,2.11%,$3.22,$0.00,$38.68
Cadillac Margarita,2,0,$39.00,-$2.00,-$0.00,$37.00,2.02%,$18.50,$0.00,$37.00
Fireball,4,0,$36.00,$0.00,-$0.00,$36.00,1.97%,$9.00,$0.00,$0.00
Albondigas Soup,4,0,$35.80,$0.00,-$0.00,$35.80,1.96%,$8.95,$0.00,$35.80
Grilled Chicken Fajitas,2,0,$33.90,$0.00,-$0.00,$33.90,1.85%,$16.95,$0.00,$33.90
Mojarra,2,0,$31.90,$0.00,-$0.00,$31.90,1.74%,$15.95,$0.00,$31.90
Shrimp Burrito,2,0,$31.90,$0.00,-$0.00,$31.90,1.74%,$15.95,$0.00,$31.90
Carne Asada Burrito,2,0,$29.90,$0.00,-$0.00,$29.90,1.63%,$14.95,$0.00,$29.90
