Revenue Item Sales Report
"Dec 17, 2019 12:00 am - Dec 17, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:43 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$492.25
Net Sales,$482.25
COGS,$26.85
Gross Profit,$431.15
Gross Profit Margin,89.40%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
House Margarita,8,0,$56.00,-$10.00,-$0.00,$46.00,9.54%,$5.75,$0.00,$46.00
Taco Tuesday,8,0,$40.00,$0.00,-$0.00,$40.00,8.29%,$5.00,$0.00,$40.00
Combination de Tres,3,0,$37.85,$0.00,-$0.00,$37.85,7.85%,$12.62,$0.00,$37.85
Camarones,2,0,$35.90,$0.00,-$0.00,$35.90,7.44%,$17.95,$0.00,$35.90
Mojarra,2,0,$31.90,$0.00,-$0.00,$31.90,6.61%,$15.95,$0.00,$31.90
Combination de Dos,3,0,$29.85,$0.00,-$0.00,$29.85,6.19%,$9.95,$0.00,$29.85
Albondigas Soup,3,0,$26.85,$0.00,-$0.00,$26.85,5.57%,$8.95,$0.00,$26.85
Guacamole Full Size,3,0,$26.85,$0.00,-$0.00,$26.85,5.57%,$8.95,$26.85,$0.00
Steak Tampiqueno,1,0,$19.95,$0.00,-$0.00,$19.95,4.14%,$19.95,$0.00,$19.95
S Shrimp Margarita,1,0,$17.95,$0.00,-$0.00,$17.95,3.72%,$17.95,$0.00,$17.95
Soft Drink,5,0,$16.25,$0.00,-$0.00,$16.25,3.37%,$3.25,$0.00,$16.25
Baja Fish Tacos,1,0,$14.95,$0.00,-$0.00,$14.95,3.10%,$14.95,$0.00,$14.95
Carne Asada Salad,1,0,$14.95,$0.00,-$0.00,$14.95,3.10%,$14.95,$0.00,$14.95
Chicken Caesar Salad,1,0,$12.95,$0.00,-$0.00,$12.95,2.69%,$12.95,$0.00,$12.95
Cadillac Margarita,1,0,$12.00,$0.00,-$0.00,$12.00,2.49%,$12.00,$0.00,$12.00
Guacamole half order,2,0,$12.00,$0.00,-$0.00,$12.00,2.49%,$6.00,$0.00,$12.00
Menudo Soup,1,0,$11.95,$0.00,-$0.00,$11.95,2.48%,$11.95,$0.00,$11.95
Ketal One,1,0,$9.00,$0.00,-$0.00,$9.00,1.87%,$9.00,$0.00,$0.00
Double Dare Tacos,1,0,$8.95,$0.00,-$0.00,$8.95,1.86%,$8.95,$0.00,$8.95
Tea,3,0,$8.25,$0.00,-$0.00,$8.25,1.71%,$2.75,$0.00,$8.25
Grey Goose,1,0,$8.00,$0.00,-$0.00,$8.00,1.66%,$8.00,$0.00,$0.00
Montejo,1,0,$7.95,$0.00,-$0.00,$7.95,1.65%,$7.95,$0.00,$7.95
Side Guacamole,2,0,$6.00,$0.00,-$0.00,$6.00,1.24%,$3.00,$0.00,$6.00
Modelo Especial,1,0,$5.00,$0.00,-$0.00,$5.00,1.04%,$5.00,$0.00,$0.00
Dinner Salad,1,0,$4.95,$0.00,-$0.00,$4.95,1.03%,$4.95,$0.00,$4.95
Jamaica,1,0,$4.50,$0.00,-$0.00,$4.50,0.93%,$4.50,$0.00,$4.50
Small Alb. Soup,1,0,$4.50,$0.00,-$0.00,$4.50,0.93%,$4.50,$0.00,$4.50
Enchilada A La Carte,1,0,$2.25,$0.00,-$0.00,$2.25,0.47%,$2.25,$0.00,$0.00
Side Avocado,1,0,$2.00,$0.00,-$0.00,$2.00,0.41%,$2.00,$0.00,$2.00
Side Pico de Gallo,1,0,$1.75,$0.00,-$0.00,$1.75,0.36%,$1.75,$0.00,$1.75
Side Chopped Onions,1,0,$1.00,$0.00,-$0.00,$1.00,0.21%,$1.00,$0.00,$1.00
Water,7,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,70,0,$492.25,-$10.00,$0.00,$482.25,100.00%,$6.89,$26.85,$431.15
