Revenue Item Sales Report
"Dec 04, 2019 12:00 am - Dec 04, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:38 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$432.85
Net Sales,$409.90
COGS,$8.95
Gross Profit,$328.55
Gross Profit Margin,80.15%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
House Margarita,4,0,$46.00,$0.00,-$0.00,$46.00,11.22%,$11.50,$0.00,$46.00
Cadillac Margarita,3,0,$33.00,$0.00,-$0.00,$33.00,8.05%,$11.00,$0.00,$33.00
Combination de Dos,3,0,$29.85,$0.00,-$0.00,$29.85,7.28%,$9.95,$0.00,$29.85
The Green Burrito,2,0,$21.90,$0.00,-$0.00,$21.90,5.34%,$10.95,$0.00,$21.90
Cheese Quesadilla,2,0,$19.90,$0.00,-$0.00,$19.90,4.85%,$9.95,$0.00,$19.90
Camarones,1,0,$17.95,$0.00,-$0.00,$17.95,4.38%,$17.95,$0.00,$17.95
Grilled Steak Fajitas,1,0,$17.95,$0.00,-$0.00,$17.95,4.38%,$17.95,$0.00,$17.95
Carnitas Burrito,1,0,$16.95,$0.00,-$0.00,$16.95,4.14%,$16.95,$0.00,$16.95
Bloody Mary,2,0,$16.00,$0.00,-$0.00,$16.00,3.90%,$8.00,$0.00,$0.00
IPA Pale Ale,2,0,$15.90,$0.00,-$0.00,$15.90,3.88%,$7.95,$0.00,$0.00
Shrimp Caesar Salad,1,0,$14.95,$0.00,-$0.00,$14.95,3.65%,$14.95,$0.00,$14.95
Combination de Tres,1,0,$13.95,$0.00,-$0.00,$13.95,3.40%,$13.95,$0.00,$13.95
Enchilada A La Carte,5,0,$12.50,$0.00,-$0.00,$12.50,3.05%,$2.50,$0.00,$0.00
Modelo Especial,2,0,$13.00,-$1.00,-$0.00,$12.00,2.93%,$6.00,$0.00,$0.00
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,2.92%,$11.95,$0.00,$11.95
Guacamole Full Size,1,0,$10.95,$0.00,-$0.00,$10.95,2.67%,$10.95,$8.95,$2.00
happy hour margarita,2,0,$10.00,$0.00,-$0.00,$10.00,2.44%,$5.00,$0.00,$0.00
Huevos Rancheros,1,0,$9.95,$0.00,-$0.00,$9.95,2.43%,$9.95,$0.00,$9.95
Soft Drink,3,0,$9.75,$0.00,-$0.00,$9.75,2.38%,$3.25,$0.00,$9.75
Albondigas Soup,1,0,$8.95,$0.00,-$0.00,$8.95,2.18%,$8.95,$0.00,$8.95
Double Dare Tacos,1,0,$8.95,$0.00,-$0.00,$8.95,2.18%,$8.95,$0.00,$8.95
The Classic Enchiladas,1,0,$8.95,$0.00,-$0.00,$8.95,2.18%,$8.95,$0.00,$8.95
The Great Panino,1,0,$8.95,$0.00,-$0.00,$8.95,2.18%,$8.95,$0.00,$8.95
The Healthy Choice,1,0,$8.95,$0.00,-$0.00,$8.95,2.18%,$8.95,$0.00,$8.95
half fajitas,1,0,$8.00,-$2.00,-$0.00,$6.00,1.46%,$6.00,$0.00,$0.00
Coffee,2,0,$5.50,$0.00,-$0.00,$5.50,1.34%,$2.75,$0.00,$5.50
Mexican Flan,1,0,$4.50,$0.00,-$0.00,$4.50,1.10%,$4.50,$0.00,$4.50
Tea,1,0,$2.75,$0.00,-$0.00,$2.75,0.67%,$2.75,$0.00,$2.75
Side Avocado,1,0,$2.00,$0.00,-$0.00,$2.00,0.49%,$2.00,$0.00,$2.00
Side Chile Toreado,1,0,$1.50,$0.00,-$0.00,$1.50,0.37%,$1.50,$0.00,$1.50
Sour Cream,1,0,$1.50,$0.00,-$0.00,$1.50,0.37%,$1.50,$0.00,$1.50
Grilled Chicken Fajitas,1,0,$16.95,-$16.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Side Guacamole,1,0,$3.00,-$3.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Water,4,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,57,0,$432.85,-$22.95,$0.00,$409.90,100.00%,$7.19,$8.95,$328.55
