Revenue Item Sales Report
"Dec 10, 2019 12:00 am - Dec 10, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:40 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$684.85
Net Sales,$615.05
COGS,$0.00
Gross Profit,$583.05
Gross Profit Margin,94.80%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Taco Tuesday,19,0,$95.00,-$1.25,-$0.00,$93.75,15.24%,$4.93,$0.00,$93.75
House Margarita,7,0,$61.00,-$14.75,-$0.00,$46.25,7.52%,$6.61,$0.00,$46.25
Carne Asada Burrito,3,0,$44.85,$0.00,-$0.00,$44.85,7.29%,$14.95,$0.00,$44.85
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,6.50%,$39.95,$0.00,$39.95
Grilled Chicken Fajitas,2,0,$33.90,$0.00,-$0.00,$33.90,5.51%,$16.95,$0.00,$33.90
Cadillac Margarita,2,0,$32.00,$0.00,-$0.00,$32.00,5.20%,$16.00,$0.00,$32.00
Combination de Dos,3,0,$29.85,$0.00,-$0.00,$29.85,4.85%,$9.95,$0.00,$29.85
Mercadito Margarita Don Julio,2,0,$28.00,$0.00,-$0.00,$28.00,4.55%,$14.00,$0.00,$28.00
Combination de Tres,2,0,$23.90,$0.00,-$0.00,$23.90,3.89%,$11.95,$0.00,$23.90
Camarones Aguachiles,1,0,$19.95,$0.00,-$0.00,$19.95,3.24%,$19.95,$0.00,$19.95
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,3.24%,$19.95,$0.00,$19.95
Carne Asada Plate,2,0,$35.90,-$17.95,-$0.00,$17.95,2.92%,$8.98,$0.00,$17.95
S Shrimp Margarita,1,0,$17.95,$0.00,-$0.00,$17.95,2.92%,$17.95,$0.00,$17.95
Pina Colada,2,0,$16.00,$0.00,-$0.00,$16.00,2.60%,$8.00,$0.00,$0.00
Cheese Quesadilla,1,0,$13.95,$0.00,-$0.00,$13.95,2.27%,$13.95,$0.00,$13.95
Shred Beef Burrito,1,0,$13.95,$0.00,-$0.00,$13.95,2.27%,$13.95,$0.00,$13.95
Soft Drink,4,0,$13.00,$0.00,-$0.00,$13.00,2.11%,$3.25,$0.00,$13.00
Grilled Chicken Burrito,1,0,$12.95,$0.00,-$0.00,$12.95,2.11%,$12.95,$0.00,$12.95
Modelo Especial,3,0,$15.00,-$3.00,-$0.00,$12.00,1.95%,$4.00,$0.00,$0.00
Tostada De Ceviche,1,0,$9.95,$0.00,-$0.00,$9.95,1.62%,$9.95,$0.00,$9.95
Dinner Salad,2,0,$9.90,$0.00,-$0.00,$9.90,1.61%,$4.95,$0.00,$9.90
Albondigas Soup,2,0,$17.90,-$8.95,-$0.00,$8.95,1.46%,$4.48,$0.00,$8.95
Combination de Uno,1,0,$7.95,$0.00,-$0.00,$7.95,1.29%,$7.95,$0.00,$7.95
Montejo,1,0,$7.95,$0.00,-$0.00,$7.95,1.29%,$7.95,$0.00,$7.95
Guacamole half order,1,0,$6.00,$0.00,-$0.00,$6.00,0.98%,$6.00,$0.00,$6.00
Side Guacamole,2,0,$6.00,$0.00,-$0.00,$6.00,0.98%,$3.00,$0.00,$6.00
Jamaica,1,0,$4.50,$0.00,-$0.00,$4.50,0.73%,$4.50,$0.00,$4.50
Mexican Flan,1,0,$4.50,$0.00,-$0.00,$4.50,0.73%,$4.50,$0.00,$4.50
Bud Light,1,0,$6.00,-$2.00,-$0.00,$4.00,0.65%,$4.00,$0.00,$4.00
Corona,1,0,$5.00,-$1.00,-$0.00,$4.00,0.65%,$4.00,$0.00,$0.00
Side French Fries,1,0,$3.50,$0.00,-$0.00,$3.50,0.57%,$3.50,$0.00,$3.50
Sour Cream,2,0,$3.00,$0.00,-$0.00,$3.00,0.49%,$1.50,$0.00,$3.00
Tea,1,0,$2.75,$0.00,-$0.00,$2.75,0.45%,$2.75,$0.00,$2.75
Side Beans,1,0,$2.00,$0.00,-$0.00,$2.00,0.33%,$2.00,$0.00,$2.00
Carne Asada Fries,1,0,$11.95,-$11.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
KIDS Carne Asada Taco,1,0,$8.95,-$8.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Water,6,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,85,0,$684.85,-$69.80,$0.00,$615.05,100.00%,$7.24,$0.00,$583.05
