Revenue Item Sales Report
"Dec 11, 2019 12:00 am - Dec 11, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:41 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$878.75
Net Sales,$852.75
COGS,$26.85
Gross Profit,$551.95
Gross Profit Margin,64.73%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
House Margarita,14,0,$130.00,-$22.00,-$0.00,$108.00,12.66%,$7.71,$0.00,$108.00
Combination de Dos,9,0,$99.55,$0.00,-$0.00,$99.55,11.67%,$11.06,$0.00,$99.55
Item 1,1,0,$86.20,$0.00,-$0.00,$86.20,10.11%,$86.20,$0.00,$0.00
Don Julio,6,0,$72.00,$0.00,-$0.00,$72.00,8.44%,$12.00,$0.00,$0.00
Tres Generaciones,5,0,$70.00,$0.00,-$0.00,$70.00,8.21%,$14.00,$0.00,$0.00
Combination de Tres,5,0,$63.75,$0.00,-$0.00,$63.75,7.48%,$12.75,$0.00,$63.75
Carne Asada Plate,2,0,$35.90,$0.00,-$0.00,$35.90,4.21%,$17.95,$0.00,$35.90
Shrimp Enchilada Plate,2,0,$29.90,$0.00,-$0.00,$29.90,3.51%,$14.95,$0.00,$29.90
Guacamole Full Size,3,0,$26.85,$0.00,-$0.00,$26.85,3.15%,$8.95,$26.85,$0.00
Soft Drink,8,0,$26.00,$0.00,-$0.00,$26.00,3.05%,$3.25,$0.00,$26.00
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,2.34%,$19.95,$0.00,$19.95
Adios,2,0,$18.00,$0.00,-$0.00,$18.00,2.11%,$9.00,$0.00,$0.00
Camarones,1,0,$17.95,$0.00,-$0.00,$17.95,2.10%,$17.95,$0.00,$17.95
S Shrimp Margarita,1,0,$17.95,$0.00,-$0.00,$17.95,2.10%,$17.95,$0.00,$17.95
Tequila Shrimp Fettuccini,1,0,$17.95,$0.00,-$0.00,$17.95,2.10%,$17.95,$0.00,$17.95
KIDS Chicken Strips,2,0,$17.90,$0.00,-$0.00,$17.90,2.10%,$8.95,$0.00,$17.90
Carne Asada Salad,1,0,$14.95,$0.00,-$0.00,$14.95,1.75%,$14.95,$0.00,$14.95
Filet,1,0,$14.95,$0.00,-$0.00,$14.95,1.75%,$14.95,$0.00,$14.95
Large Chile Relleno,1,0,$12.95,$0.00,-$0.00,$12.95,1.52%,$12.95,$0.00,$12.95
Bean & Cheese Burrito,1,0,$11.95,$0.00,-$0.00,$11.95,1.40%,$11.95,$0.00,$11.95
Mexican Flan,2,0,$9.00,$0.00,-$0.00,$9.00,1.06%,$4.50,$0.00,$9.00
Negra Modelo,2,0,$10.00,-$2.00,-$0.00,$8.00,0.94%,$4.00,$0.00,$0.00
Bud Light,1,0,$7.95,$0.00,-$0.00,$7.95,0.93%,$7.95,$0.00,$7.95
Combination de Uno,1,0,$7.95,$0.00,-$0.00,$7.95,0.93%,$7.95,$0.00,$7.95
Modelo Especial,1,0,$8.00,-$1.00,-$0.00,$7.00,0.82%,$7.00,$0.00,$0.00
Pacifico,1,0,$8.00,-$1.00,-$0.00,$7.00,0.82%,$7.00,$0.00,$0.00
Deep Fried Ice Cream,1,0,$6.95,$0.00,-$0.00,$6.95,0.82%,$6.95,$0.00,$6.95
Guacamole half order,1,0,$6.00,$0.00,-$0.00,$6.00,0.70%,$6.00,$0.00,$6.00
Small Alb. Soup,1,0,$4.50,$0.00,-$0.00,$4.50,0.53%,$4.50,$0.00,$4.50
Taco A La Carte,1,0,$3.25,$0.00,-$0.00,$3.25,0.38%,$3.25,$0.00,$0.00
Enchilada A La Carte,1,0,$2.50,$0.00,-$0.00,$2.50,0.29%,$2.50,$0.00,$0.00

TOTAL,80,0,$878.75,-$26.00,$0.00,$852.75,100.00%,$10.66,$26.85,$551.95
