Revenue Item Sales Report
"Nov 21, 2019 12:00 am - Nov 21, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:33 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$697.90
Net Sales,$657.76
COGS,$8.95
Gross Profit,$625.56
Gross Profit Margin,95.10%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
House Margarita,23,0,$161.00,-$32.00,-$0.00,$129.00,19.61%,$5.61,$0.00,$129.00
Combination de Dos,7,0,$71.65,$0.00,-$0.00,$71.65,10.89%,$10.24,$0.00,$71.65
Mojarra,3,0,$47.85,$0.00,-$0.00,$47.85,7.27%,$15.95,$0.00,$47.85
Molcajete Mar Y Terra,1,0,$44.95,$0.00,-$0.00,$44.95,6.83%,$44.95,$0.00,$44.95
Combination de Tres,3,0,$41.85,$0.00,-$0.00,$41.85,6.36%,$13.95,$0.00,$41.85
Patron,2,0,$22.00,$0.00,-$0.00,$22.00,3.34%,$11.00,$0.00,$22.00
Shrimp Burrito,1,0,$18.95,$0.00,-$0.00,$18.95,2.88%,$18.95,$0.00,$18.95
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,2.73%,$17.95,$0.00,$17.95
Grilled Steak Fajitas,1,0,$17.95,$0.00,-$0.00,$17.95,2.73%,$17.95,$0.00,$17.95
Double Dare Tacos,2,0,$17.90,$0.00,-$0.00,$17.90,2.72%,$8.95,$0.00,$17.90
Carnitas Plate,1,0,$16.95,$0.00,-$0.00,$16.95,2.58%,$16.95,$0.00,$16.95
Soft Drink,5,0,$16.25,$0.00,-$0.00,$16.25,2.47%,$3.25,$0.00,$16.25
Carne Asada Burrito,1,0,$14.95,$0.00,-$0.00,$14.95,2.27%,$14.95,$0.00,$14.95
Shrimp Enchilada Plate,1,0,$14.95,$0.00,-$0.00,$14.95,2.27%,$14.95,$0.00,$14.95
Montejo,1,0,$14.00,$0.00,-$0.00,$14.00,2.13%,$14.00,$0.00,$14.00
Horchata,3,0,$13.50,$0.00,-$0.00,$13.50,2.05%,$4.50,$0.00,$13.50
Cadillac Margarita,1,0,$12.00,$0.00,-$0.00,$12.00,1.82%,$12.00,$0.00,$12.00
Pina Colada,2,0,$16.00,-$4.00,-$0.00,$12.00,1.82%,$6.00,$0.00,$0.00
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,1.82%,$11.95,$0.00,$11.95
Shred Beef Burrito,1,0,$11.95,$0.00,-$0.00,$11.95,1.82%,$11.95,$0.00,$11.95
Cheese Quesadilla,1,0,$10.95,$0.00,-$0.00,$10.95,1.66%,$10.95,$0.00,$10.95
Guacamole Full Size,1,0,$10.95,$0.00,-$0.00,$10.95,1.66%,$10.95,$8.95,$2.00
Albondigas Soup,1,0,$8.95,$0.00,-$0.00,$8.95,1.36%,$8.95,$0.00,$8.95
KIDS Cheese Enchilada,1,0,$8.95,$0.00,-$0.00,$8.95,1.36%,$8.95,$0.00,$8.95
KIDS Cheese Quesadilla,1,0,$8.95,$0.00,-$0.00,$8.95,1.36%,$8.95,$0.00,$8.95
The Classic Enchiladas,1,0,$8.95,$0.00,-$0.00,$8.95,1.36%,$8.95,$0.00,$8.95
Taco A La Carte,3,0,$9.00,-$1.75,-$0.00,$7.25,1.10%,$2.42,$0.00,$0.00
HH Flauta Appetizer,1,0,$7.95,-$2.39,-$0.00,$5.56,0.85%,$5.56,$0.00,$5.56
Dinner Salad,1,0,$4.95,$0.00,-$0.00,$4.95,0.75%,$4.95,$0.00,$4.95
Bud Light,1,0,$4.00,$0.00,-$0.00,$4.00,0.61%,$4.00,$0.00,$0.00
Side Guacamole,1,0,$3.00,$0.00,-$0.00,$3.00,0.46%,$3.00,$0.00,$3.00
Sour Cream,2,0,$3.00,$0.00,-$0.00,$3.00,0.46%,$1.50,$0.00,$3.00
Side Beans,1,0,$2.00,$0.00,-$0.00,$2.00,0.30%,$2.00,$0.00,$2.00
Side Pico de Gallo,1,0,$1.75,$0.00,-$0.00,$1.75,0.27%,$1.75,$0.00,$1.75
Water,5,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,83,0,$697.90,-$40.14,$0.00,$657.76,100.00%,$7.92,$8.95,$625.56
