Revenue Item Sales Report
"Nov 18, 2019 12:00 am - Nov 18, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:32 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$909.65
Net Sales,$784.43
COGS,$8.95
Gross Profit,$660.48
Gross Profit Margin,84.20%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
MONDAY Margarita,22,0,$154.00,-$90.25,-$0.00,$63.75,8.13%,$2.90,$0.00,$63.75
Carne Asada Plate,3,0,$53.85,$0.00,-$0.00,$53.85,6.86%,$17.95,$0.00,$53.85
Custom Item,4,0,$48.00,$0.00,-$0.00,$48.00,6.12%,$12.00,$0.00,$0.00
The Classic Enchiladas,5,0,$44.75,$0.00,-$0.00,$44.75,5.70%,$8.95,$0.00,$44.75
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,5.09%,$39.95,$0.00,$39.95
Camarones Costa Azul,2,0,$39.90,$0.00,-$0.00,$39.90,5.09%,$19.95,$0.00,$39.90
Grilled Steak Fajitas,2,0,$35.90,$0.00,-$0.00,$35.90,4.58%,$17.95,$0.00,$35.90
Mojarra,2,0,$31.90,$0.00,-$0.00,$31.90,4.07%,$15.95,$0.00,$31.90
Combination de Dos,3,0,$29.85,$0.00,-$0.00,$29.85,3.81%,$9.95,$0.00,$29.85
HH Flauta Appetizer,4,0,$34.80,-$8.07,-$0.00,$26.73,3.41%,$6.68,$0.00,$26.73
Soft Drink,7,0,$22.75,$0.00,-$0.00,$22.75,2.90%,$3.25,$0.00,$22.75
Blackened Salmon,1,0,$19.95,$0.00,-$0.00,$19.95,2.54%,$19.95,$0.00,$19.95
S Top Sirloin Steak,1,0,$17.95,$0.00,-$0.00,$17.95,2.29%,$17.95,$0.00,$17.95
Double Dare Tacos,2,0,$17.90,$0.00,-$0.00,$17.90,2.28%,$8.95,$0.00,$17.90
Taco A La Carte,6,0,$17.00,$0.00,-$0.00,$17.00,2.17%,$2.83,$0.00,$0.00
Grilled Chicken Fajitas,1,0,$16.95,$0.00,-$0.00,$16.95,2.16%,$16.95,$0.00,$16.95
Chicken Fettuccini,1,0,$15.95,$0.00,-$0.00,$15.95,2.03%,$15.95,$0.00,$15.95
"S Chicken Florentine ",1,0,$15.95,$0.00,-$0.00,$15.95,2.03%,$15.95,$0.00,$15.95
Shrimp Enchilada Plate,1,0,$14.95,$0.00,-$0.00,$14.95,1.91%,$14.95,$0.00,$14.95
House Margarita,1,0,$13.00,$0.00,-$0.00,$13.00,1.66%,$13.00,$0.00,$13.00
Chicken Cilantro Salad,1,0,$12.95,$0.00,-$0.00,$12.95,1.65%,$12.95,$0.00,$12.95
Bean & Cheese Burrito,1,0,$11.95,$0.00,-$0.00,$11.95,1.52%,$11.95,$0.00,$11.95
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,1.52%,$11.95,$0.00,$11.95
Combination de Tres,1,0,$11.95,$0.00,-$0.00,$11.95,1.52%,$11.95,$0.00,$11.95
Guacamole Full Size,1,0,$10.95,$0.00,-$0.00,$10.95,1.40%,$10.95,$8.95,$2.00
HH Nachos Vaqueros,1,0,$14.95,-$4.49,-$0.00,$10.46,1.33%,$10.46,$0.00,$10.46
Adios,1,0,$9.00,$0.00,-$0.00,$9.00,1.15%,$9.00,$0.00,$0.00
Jamaica,2,0,$9.00,$0.00,-$0.00,$9.00,1.15%,$4.50,$0.00,$9.00
L.A. Water,1,0,$9.00,$0.00,-$0.00,$9.00,1.15%,$9.00,$0.00,$0.00
Breakfast Burrito,1,0,$8.95,$0.00,-$0.00,$8.95,1.14%,$8.95,$0.00,$8.95
HH Carne Asada Fries,1,0,$11.95,-$3.59,-$0.00,$8.36,1.07%,$8.36,$0.00,$8.36
Michelo Ultra Light,2,0,$12.00,-$4.00,-$0.00,$8.00,1.02%,$4.00,$0.00,$0.00
Modelo Especial,2,0,$10.00,-$2.00,-$0.00,$8.00,1.02%,$4.00,$0.00,$0.00
Pina Colada,1,0,$8.00,$0.00,-$0.00,$8.00,1.02%,$8.00,$0.00,$0.00
White Russian,1,0,$8.00,$0.00,-$0.00,$8.00,1.02%,$8.00,$0.00,$0.00
Combination de Uno,1,0,$7.95,$0.00,-$0.00,$7.95,1.01%,$7.95,$0.00,$7.95
"Flauta Appetizer ",1,0,$7.95,$0.00,-$0.00,$7.95,1.01%,$7.95,$0.00,$7.95
Side French Fries,2,0,$7.00,-$0.87,-$0.00,$6.13,0.78%,$3.07,$0.00,$6.13
Side Guacamole,2,0,$6.00,$0.00,-$0.00,$6.00,0.76%,$3.00,$0.00,$6.00
Tea,2,0,$5.50,$0.00,-$0.00,$5.50,0.70%,$2.75,$0.00,$5.50
Dinner Salad,1,0,$4.95,$0.00,-$0.00,$4.95,0.63%,$4.95,$0.00,$4.95
Side Flour Tortillas,2,0,$3.00,$0.00,-$0.00,$3.00,0.38%,$1.50,$0.00,$3.00
Side Shrimp 3 shrimp=16/20,1,0,$3.00,$0.00,-$0.00,$3.00,0.38%,$3.00,$0.00,$3.00
Coffee,1,0,$2.75,$0.00,-$0.00,$2.75,0.35%,$2.75,$0.00,$2.75
Side Avocado,1,0,$2.00,$0.00,-$0.00,$2.00,0.25%,$2.00,$0.00,$2.00
Side Pico de Gallo,1,0,$1.75,$0.00,-$0.00,$1.75,0.22%,$1.75,$0.00,$1.75
Tostada De Ceviche,1,0,$11.95,-$11.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Water,9,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
