Revenue Item Sales Report
"Nov 12, 2019 12:00 am - Nov 12, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:30 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$974.95
Net Sales,$937.12
COGS,$17.90
Gross Profit,$855.72
Gross Profit Margin,91.31%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Taco Tuesday,24,0,$120.00,$0.00,-$0.00,$120.00,12.81%,$5.00,$0.00,$120.00
House Margarita,10,0,$76.00,-$12.00,-$0.00,$64.00,6.83%,$6.40,$0.00,$64.00
House Cadillac Margarita,4,0,$48.00,$0.00,-$0.00,$48.00,5.12%,$12.00,$0.00,$48.00
Nachos Vaqueros,3,0,$35.85,$0.00,-$0.00,$35.85,3.83%,$11.95,$0.00,$35.85
Dinner Salad,6,0,$29.70,$0.00,-$0.00,$29.70,3.17%,$4.95,$0.00,$29.70
Carne Asada Burrito,2,0,$27.90,$0.00,-$0.00,$27.90,2.98%,$13.95,$0.00,$27.90
KIDS Chicken Strips,3,0,$26.85,$0.00,-$0.00,$26.85,2.87%,$8.95,$0.00,$26.85
Chicken Caesar Salad,2,0,$25.90,$0.00,-$0.00,$25.90,2.76%,$12.95,$0.00,$25.90
Combination de Tres,2,0,$25.90,$0.00,-$0.00,$25.90,2.76%,$12.95,$0.00,$25.90
Guacamole Full Size,2,0,$21.90,$0.00,-$0.00,$21.90,2.34%,$10.95,$17.90,$4.00
Bud Light,4,0,$24.00,-$4.00,-$0.00,$20.00,2.13%,$5.00,$0.00,$20.00
Cadillac Margarita,1,0,$20.00,$0.00,-$0.00,$20.00,2.13%,$20.00,$0.00,$20.00
Blackened Salmon,1,0,$19.95,$0.00,-$0.00,$19.95,2.13%,$19.95,$0.00,$19.95
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,2.13%,$19.95,$0.00,$19.95
Combination de Dos,2,0,$19.90,$0.00,-$0.00,$19.90,2.12%,$9.95,$0.00,$19.90
"Cocktail ""Vuelve A La Vida""",1,0,$18.95,$0.00,-$0.00,$18.95,2.02%,$18.95,$0.00,$18.95
Horchata,4,0,$18.00,$0.00,-$0.00,$18.00,1.92%,$4.50,$0.00,$18.00
Camarones,1,0,$17.95,$0.00,-$0.00,$17.95,1.92%,$17.95,$0.00,$17.95
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,1.92%,$17.95,$0.00,$17.95
Albondigas Soup,2,0,$17.90,$0.00,-$0.00,$17.90,1.91%,$8.95,$0.00,$17.90
KIDS Cheeseburger,2,0,$17.90,$0.00,-$0.00,$17.90,1.91%,$8.95,$0.00,$17.90
Al Pastor Plate,1,0,$16.95,$0.00,-$0.00,$16.95,1.81%,$16.95,$0.00,$16.95
Shrimp Burrito,1,0,$16.95,$0.00,-$0.00,$16.95,1.81%,$16.95,$0.00,$16.95
Soft Drink,5,0,$16.25,$0.00,-$0.00,$16.25,1.73%,$3.25,$0.00,$16.25
Mojarra,1,0,$15.95,$0.00,-$0.00,$15.95,1.70%,$15.95,$0.00,$15.95
Corona Light,3,0,$15.00,$0.00,-$0.00,$15.00,1.60%,$5.00,$0.00,$0.00
Corona,2,0,$16.00,-$2.00,-$0.00,$14.00,1.49%,$7.00,$0.00,$0.00
Taco Salad,1,0,$13.95,$0.00,-$0.00,$13.95,1.49%,$13.95,$0.00,$13.95
Tostadas Mixtas,1,0,$13.95,$0.00,-$0.00,$13.95,1.49%,$13.95,$0.00,$13.95
Chicken Cilantro Salad,1,0,$12.95,$0.00,-$0.00,$12.95,1.38%,$12.95,$0.00,$12.95
Bacon Cheeseburger,1,0,$11.95,$0.00,-$0.00,$11.95,1.28%,$11.95,$0.00,$11.95
Carne Asada Salad,1,0,$14.95,-$3.74,-$0.00,$11.21,1.20%,$11.21,$0.00,$11.21
Merlot,3,0,$21.00,-$10.50,-$0.00,$10.50,1.12%,$3.50,$0.00,$0.00
Queso Fundido,1,0,$9.95,$0.00,-$0.00,$9.95,1.06%,$9.95,$0.00,$9.95
Jamaica,2,0,$9.00,$0.00,-$0.00,$9.00,0.96%,$4.50,$0.00,$9.00
Mexican Flan,2,0,$9.00,$0.00,-$0.00,$9.00,0.96%,$4.50,$0.00,$9.00
KIDS Carne Asada Taco,1,0,$8.95,$0.00,-$0.00,$8.95,0.96%,$8.95,$0.00,$8.95
The Classic Enchiladas,1,0,$8.95,$0.00,-$0.00,$8.95,0.96%,$8.95,$0.00,$8.95
HH Nachos Vaqueros,1,0,$11.95,-$3.59,-$0.00,$8.36,0.89%,$8.36,$0.00,$8.36
Tea,3,0,$8.25,$0.00,-$0.00,$8.25,0.88%,$2.75,$0.00,$8.25
Side Beans,4,0,$8.00,$0.00,-$0.00,$8.00,0.85%,$2.00,$0.00,$8.00
Combination de Uno,1,0,$7.95,$0.00,-$0.00,$7.95,0.85%,$7.95,$0.00,$7.95
"Flauta Appetizer ",1,0,$7.95,$0.00,-$0.00,$7.95,0.85%,$7.95,$0.00,$7.95
shot1800,1,0,$7.00,$0.00,-$0.00,$7.00,0.75%,$7.00,$0.00,$0.00
Deep Fried Ice Cream,1,0,$6.95,$0.00,-$0.00,$6.95,0.74%,$6.95,$0.00,$6.95
Coors Light,1,0,$7.00,-$1.00,-$0.00,$6.00,0.64%,$6.00,$0.00,$0.00
Guacamole half order,1,0,$6.00,$0.00,-$0.00,$6.00,0.64%,$6.00,$0.00,$6.00
Modelo Especial,1,0,$5.00,$0.00,-$0.00,$5.00,0.53%,$5.00,$0.00,$0.00
Budweiser,1,0,$4.00,-$1.00,-$0.00,$3.00,0.32%,$3.00,$0.00,$0.00
Side Guacamole,1,0,$3.00,$0.00,-$0.00,$3.00,0.32%,$3.00,$0.00,$3.00
Side Avocado,1,0,$2.00,$0.00,-$0.00,$2.00,0.21%,$2.00,$0.00,$2.00
Side Pico de Gallo,1,0,$1.75,$0.00,-$0.00,$1.75,0.19%,$1.75,$0.00,$1.75
Custom Item,1,0,$1.50,$0.00,-$0.00,$1.50,0.16%,$1.50,$0.00,$0.00
Side Chile Toreado,1,0,$1.50,$0.00,-$0.00,$1.50,0.16%,$1.50,$0.00,$1.50
Side Corn Tortillas,1,0,$1.50,$0.00,-$0.00,$1.50,0.16%,$1.50,$0.00,$1.50
ex bacon,1,0,$1.50,$0.00,-$0.00,$1.50,0.16%,$1.50,$0.00,$0.00
Water,18,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,147,0,$974.95,-$37.83,$0.00,$937.12,100.00%,$6.37,$17.90,$855.72
