Revenue Item Sales Report
"Nov 17, 2019 12:00 am - Nov 17, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:32 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$2,915.60"
Net Sales,"$2,888.67"
COGS,$31.85
Gross Profit,"$2,626.78"
Gross Profit Margin,90.93%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Sunday Brunch (Adult),82,0,"$1,635.90",-$5.98,-$0.00,"$1,629.92",56.42%,$19.88,$0.00,"$1,629.92"
Sunday Brunch (Kids),12,0,$119.40,$0.00,-$0.00,$119.40,4.13%,$9.95,$0.00,$119.40
Skiny margarita,3,0,$84.00,$0.00,-$0.00,$84.00,2.91%,$28.00,$0.00,$0.00
Camarones Costa Azul,4,0,$79.80,-$3.95,-$0.00,$75.85,2.63%,$18.96,$0.00,$75.85
Combination de Tres,5,0,$61.75,$0.00,-$0.00,$61.75,2.14%,$12.35,$0.00,$61.75
Soft Drink,18,0,$58.50,$0.00,-$0.00,$58.50,2.03%,$3.25,$0.00,$58.50
House Margarita,8,0,$56.00,-$0.89,-$0.00,$55.11,1.91%,$6.89,$0.00,$55.11
Carne Asada Plate,3,0,$53.85,$0.00,-$0.00,$53.85,1.86%,$17.95,$0.00,$53.85
Grande Mixed Fajitas,2,0,$49.90,$0.00,-$0.00,$49.90,1.73%,$24.95,$0.00,$49.90
Molcajete Mar Y Terra,1,0,$44.95,$0.00,-$0.00,$44.95,1.56%,$44.95,$0.00,$44.95
Steak Tampiqueno,2,0,$39.90,$0.00,-$0.00,$39.90,1.38%,$19.95,$0.00,$39.90
Menudo Soup,3,0,$35.85,$0.00,-$0.00,$35.85,1.24%,$11.95,$0.00,$35.85
Mimosa with Sunday Brunch,7,0,$35.00,$0.00,-$0.00,$35.00,1.21%,$5.00,$0.00,$35.00
Guacamole Full Size,3,0,$32.85,-$1.39,-$0.00,$31.46,1.09%,$10.49,$26.85,$4.61
Skiny Margarita,2,0,$28.00,$0.00,-$0.00,$28.00,0.97%,$14.00,$0.00,$28.00
KIDS Carne Asada Taco,3,0,$26.85,$0.00,-$0.00,$26.85,0.93%,$8.95,$0.00,$26.85
Modelo Especial,5,0,$25.00,$0.00,-$0.00,$25.00,0.87%,$5.00,$0.00,$0.00
Negra Modelo,4,0,$26.00,-$2.04,-$0.00,$23.96,0.83%,$5.99,$0.00,$0.00
Taco A La Carte,8,0,$24.75,-$1.50,-$0.00,$23.25,0.80%,$2.91,$0.00,$0.00
Shrimp Fajitas,1,0,$19.95,$0.00,-$0.00,$19.95,0.69%,$19.95,$0.00,$19.95
Carne Asada Burrito,1,0,$17.95,$0.00,-$0.00,$17.95,0.62%,$17.95,$0.00,$17.95
Carnitas Burrito,1,0,$17.95,$0.00,-$0.00,$17.95,0.62%,$17.95,$0.00,$17.95
Tequila Shrimp Fettuccini,1,0,$17.95,$0.00,-$0.00,$17.95,0.62%,$17.95,$0.00,$17.95
KIDS Chicken Strips,2,0,$17.90,$0.00,-$0.00,$17.90,0.62%,$8.95,$0.00,$17.90
Grilled Chicken Plate,1,0,$16.95,$0.00,-$0.00,$16.95,0.59%,$16.95,$0.00,$16.95
Champagne with Sunday Brunch,3,0,$15.00,$0.00,-$0.00,$15.00,0.52%,$5.00,$0.00,$15.00
Filet,1,0,$14.95,$0.00,-$0.00,$14.95,0.52%,$14.95,$0.00,$14.95
Mangoniada Margarita,2,0,$18.00,-$3.56,-$0.00,$14.44,0.50%,$7.22,$5.00,$9.44
Michelo Ultra Light,1,0,$14.00,$0.00,-$0.00,$14.00,0.48%,$14.00,$0.00,$0.00
Montejo,2,0,$14.00,$0.00,-$0.00,$14.00,0.48%,$7.00,$0.00,$14.00
Shrimp Enchilada Plate,1,0,$14.95,-$1.90,-$0.00,$13.05,0.45%,$13.05,$0.00,$13.05
Corona,2,0,$13.00,$0.00,-$0.00,$13.00,0.45%,$6.50,$0.00,$0.00
Baja Fish Tacos,1,0,$14.95,-$2.96,-$0.00,$11.99,0.42%,$11.99,$0.00,$11.99
Bacon Cheeseburger,1,0,$11.95,$0.00,-$0.00,$11.95,0.41%,$11.95,$0.00,$11.95
