Revenue Item Sales Report
"Nov 04, 2019 12:00 am - Nov 04, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:27 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$705.10
Net Sales,$605.33
COGS,$0.00
Gross Profit,$591.58
Gross Profit Margin,97.73%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
MONDAY Margarita,23,0,$161.00,-$93.20,-$0.00,$67.80,11.20%,$2.95,$0.00,$67.80
Carne Asada Plate,3,0,$53.85,$0.00,-$0.00,$53.85,8.90%,$17.95,$0.00,$53.85
Carne Asada Burrito,3,0,$38.85,$0.00,-$0.00,$38.85,6.42%,$12.95,$0.00,$38.85
Camarones,2,0,$35.90,$0.00,-$0.00,$35.90,5.93%,$17.95,$0.00,$35.90
Combination de Dos,3,0,$33.85,$0.00,-$0.00,$33.85,5.59%,$11.28,$0.00,$33.85
Carnitas Burrito,2,0,$29.90,$0.00,-$0.00,$29.90,4.94%,$14.95,$0.00,$29.90
Grande Mixed Fajitas,1,0,$24.95,$0.00,-$0.00,$24.95,4.12%,$24.95,$0.00,$24.95
Shrimp a la cart Costa Azul (1),8,0,$20.00,$0.00,-$0.00,$20.00,3.30%,$2.50,$0.00,$20.00
Shrimp Burrito,1,0,$19.95,$0.00,-$0.00,$19.95,3.30%,$19.95,$0.00,$19.95
Tequila Shrimp Fettuccini,1,0,$17.95,$0.00,-$0.00,$17.95,2.97%,$17.95,$0.00,$17.95
Carnitas Plate,1,0,$16.95,$0.00,-$0.00,$16.95,2.80%,$16.95,$0.00,$16.95
Grilled Chicken Fajitas,1,0,$16.95,$0.00,-$0.00,$16.95,2.80%,$16.95,$0.00,$16.95
Combination de Tres,1,0,$15.95,$0.00,-$0.00,$15.95,2.63%,$15.95,$0.00,$15.95
"S Chicken Florentine ",1,0,$15.95,$0.00,-$0.00,$15.95,2.63%,$15.95,$0.00,$15.95
"Flauta Appetizer ",2,0,$15.90,-$0.79,-$0.00,$15.11,2.50%,$7.56,$0.00,$15.11
Shrimp Caesar Salad,1,0,$14.95,$0.00,-$0.00,$14.95,2.47%,$14.95,$0.00,$14.95
Taco Salad,1,0,$13.95,$0.00,-$0.00,$13.95,2.30%,$13.95,$0.00,$13.95
Cheese Quesadilla,1,0,$11.95,$0.00,-$0.00,$11.95,1.97%,$11.95,$0.00,$11.95
HH Flauta Appetizer,2,0,$15.90,-$4.78,-$0.00,$11.12,1.84%,$5.56,$0.00,$11.12
Bean & Cheese Burrito,1,0,$9.95,$0.00,-$0.00,$9.95,1.64%,$9.95,$0.00,$9.95
Combination de Uno,1,0,$9.95,$0.00,-$0.00,$9.95,1.64%,$9.95,$0.00,$9.95
Queso Fundido,1,0,$9.95,$0.00,-$0.00,$9.95,1.64%,$9.95,$0.00,$9.95
Taco A La Carte,3,0,$9.75,$0.00,-$0.00,$9.75,1.61%,$3.25,$0.00,$0.00
Champagne,3,0,$9.00,$0.00,-$0.00,$9.00,1.49%,$3.00,$0.00,$9.00
Side Guacamole,3,0,$9.00,$0.00,-$0.00,$9.00,1.49%,$3.00,$0.00,$9.00
KIDS Chicken Enchilada,1,0,$8.95,$0.00,-$0.00,$8.95,1.48%,$8.95,$0.00,$8.95
The Classic Enchiladas,1,0,$8.95,$0.00,-$0.00,$8.95,1.48%,$8.95,$0.00,$8.95
The Healthy Choice,1,0,$8.95,$0.00,-$0.00,$8.95,1.48%,$8.95,$0.00,$8.95
Side French Fries,2,0,$7.00,$0.00,-$0.00,$7.00,1.16%,$3.50,$0.00,$7.00
Soft Drink,2,0,$6.50,$0.00,-$0.00,$6.50,1.07%,$3.25,$0.00,$6.50
Guacamole half order,1,0,$6.00,$0.00,-$0.00,$6.00,0.99%,$6.00,$0.00,$6.00
Tea,2,0,$5.50,$0.00,-$0.00,$5.50,0.91%,$2.75,$0.00,$5.50
Horchata,1,0,$4.50,$0.00,-$0.00,$4.50,0.74%,$4.50,$0.00,$4.50
Jamica,1,0,$4.50,$0.00,-$0.00,$4.50,0.74%,$4.50,$0.00,$4.50
Pacifico,1,0,$5.00,-$1.00,-$0.00,$4.00,0.66%,$4.00,$0.00,$0.00
Juices,1,0,$3.50,$0.00,-$0.00,$3.50,0.58%,$3.50,$0.00,$3.50
Kids Drink Only,1,0,$2.00,$0.00,-$0.00,$2.00,0.33%,$2.00,$0.00,$2.00
Side Flour Tortillas,1,0,$1.50,$0.00,-$0.00,$1.50,0.25%,$1.50,$0.00,$1.50
Water,3,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,89,0,$705.10,-$99.77,$0.00,$605.33,100.00%,$6.80,$0.00,$591.58
