Revenue Item Sales Report
"Nov 19, 2019 12:00 am - Nov 19, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:33 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,991.88"
Net Sales,"$1,986.88"
COGS,$0.00
Gross Profit,$664.15
Gross Profit Margin,33.43%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Item 1,1,0,$855.98,$0.00,-$0.00,$855.98,43.08%,$855.98,$0.00,$0.00
Item 1,1,0,$400.00,$0.00,-$0.00,$400.00,20.13%,$400.00,$0.00,$0.00
Cadillac Margarita,5,0,$60.00,$0.00,-$0.00,$60.00,3.02%,$12.00,$0.00,$60.00
Camarones Costa Azul,3,0,$59.85,$0.00,-$0.00,$59.85,3.01%,$19.95,$0.00,$59.85
Taco Tuesday,11,0,$55.00,$0.00,-$0.00,$55.00,2.77%,$5.00,$0.00,$55.00
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,2.01%,$39.95,$0.00,$39.95
Combination de Tres,3,0,$35.85,$0.00,-$0.00,$35.85,1.80%,$11.95,$0.00,$35.85
Soft Drink,10,0,$32.50,$0.00,-$0.00,$32.50,1.64%,$3.25,$0.00,$32.50
Combination de Dos,3,0,$31.85,$0.00,-$0.00,$31.85,1.60%,$10.62,$0.00,$31.85
Carne Asada Burrito,2,0,$30.90,$0.00,-$0.00,$30.90,1.56%,$15.45,$0.00,$30.90
Patron,3,0,$30.00,$0.00,-$0.00,$30.00,1.51%,$10.00,$0.00,$30.00
Don Julio,2,0,$24.00,$0.00,-$0.00,$24.00,1.21%,$12.00,$0.00,$0.00
Carne Asada Fries,2,0,$23.90,$0.00,-$0.00,$23.90,1.20%,$11.95,$0.00,$23.90
Taco A La Carte,6,0,$19.75,$0.00,-$0.00,$19.75,0.99%,$3.29,$0.00,$0.00
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,0.90%,$17.95,$0.00,$17.95
Grilled Steak Fajitas,1,0,$17.95,$0.00,-$0.00,$17.95,0.90%,$17.95,$0.00,$17.95
Corona,3,0,$15.00,$0.00,-$0.00,$15.00,0.75%,$5.00,$0.00,$0.00
Filet,1,0,$14.95,$0.00,-$0.00,$14.95,0.75%,$14.95,$0.00,$14.95
Bean & Cheese Burrito,1,0,$13.95,$0.00,-$0.00,$13.95,0.70%,$13.95,$0.00,$13.95
Shred Beef Burrito,1,0,$13.95,$0.00,-$0.00,$13.95,0.70%,$13.95,$0.00,$13.95
Tea,5,0,$13.75,$0.00,-$0.00,$13.75,0.69%,$2.75,$0.00,$13.75
Horchata,3,0,$13.50,$0.00,-$0.00,$13.50,0.68%,$4.50,$0.00,$13.50
Carnitas Burrito,1,0,$12.95,$0.00,-$0.00,$12.95,0.65%,$12.95,$0.00,$12.95
Menudo Soup,1,0,$11.95,$0.00,-$0.00,$11.95,0.60%,$11.95,$0.00,$11.95
Nachos Vaqueros,1,0,$11.95,$0.00,-$0.00,$11.95,0.60%,$11.95,$0.00,$11.95
Tostada De Ceviche,1,0,$11.95,$0.00,-$0.00,$11.95,0.60%,$11.95,$0.00,$11.95
Machaca Con Huevo,1,0,$10.95,$0.00,-$0.00,$10.95,0.55%,$10.95,$0.00,$10.95
House Margarita,2,0,$14.00,-$4.00,-$0.00,$10.00,0.50%,$5.00,$0.00,$10.00
Combination de Uno,1,0,$9.95,$0.00,-$0.00,$9.95,0.50%,$9.95,$0.00,$9.95
Small Alb. Soup,2,0,$9.00,$0.00,-$0.00,$9.00,0.45%,$4.50,$0.00,$9.00
Albondigas Soup,1,0,$8.95,$0.00,-$0.00,$8.95,0.45%,$8.95,$0.00,$8.95
Breakfast Burrito,1,0,$8.95,$0.00,-$0.00,$8.95,0.45%,$8.95,$0.00,$8.95
KIDS Carne Asada Taco,1,0,$8.95,$0.00,-$0.00,$8.95,0.45%,$8.95,$0.00,$8.95
KIDS Chicken Enchilada,1,0,$8.95,$0.00,-$0.00,$8.95,0.45%,$8.95,$0.00,$8.95
The Classic Enchiladas,1,0,$8.95,$0.00,-$0.00,$8.95,0.45%,$8.95,$0.00,$8.95
"Flauta Appetizer ",1,0,$7.95,$0.00,-$0.00,$7.95,0.40%,$7.95,$0.00,$7.95
Side Guacamole,2,0,$6.00,$0.00,-$0.00,$6.00,0.30%,$3.00,$0.00,$6.00
Dinner Salad,1,0,$4.95,$0.00,-$0.00,$4.95,0.25%,$4.95,$0.00,$4.95
Bud Light,1,0,$4.00,$0.00,-$0.00,$4.00,0.20%,$4.00,$0.00,$0.00
Dos XX,1,0,$5.00,-$1.00,-$0.00,$4.00,0.20%,$4.00,$0.00,$0.00
Kids Drink Only,2,0,$4.00,$0.00,-$0.00,$4.00,0.20%,$2.00,$0.00,$4.00
KIDS Ice Cream,1,0,$2.00,$0.00,-$0.00,$2.00,0.10%,$2.00,$0.00,$2.00
Water,20,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,113,0,"$1,991.88",-$5.00,$0.00,"$1,986.88",100.00%,$17.58,$0.00,$664.15
