Revenue Item Sales Report
"Nov 06, 2019 12:00 am - Nov 06, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:28 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$650.65
Net Sales,$595.10
COGS,$17.90
Gross Profit,$506.45
Gross Profit Margin,85.10%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Combination de Dos,6,0,$59.70,$0.00,-$0.00,$59.70,10.03%,$9.95,$0.00,$59.70
House Margarita,9,0,$63.00,-$12.00,-$0.00,$51.00,8.57%,$5.67,$0.00,$51.00
Grilled Chicken Plate,2,0,$33.90,$0.00,-$0.00,$33.90,5.70%,$16.95,$0.00,$33.90
Shrimp Burrito,2,0,$31.90,$0.00,-$0.00,$31.90,5.36%,$15.95,$0.00,$31.90
Carne Asada Burrito,2,0,$30.90,$0.00,-$0.00,$30.90,5.19%,$15.45,$0.00,$30.90
Margarita Pitcher house Tequila,1,0,$30.00,$0.00,-$0.00,$30.00,5.04%,$30.00,$0.00,$30.00
Soft Drink,9,0,$29.25,$0.00,-$0.00,$29.25,4.92%,$3.25,$0.00,$29.25
Jack Daniels,3,0,$27.00,$0.00,-$0.00,$27.00,4.54%,$9.00,$0.00,$0.00
Large Chile Relleno,2,0,$25.90,$0.00,-$0.00,$25.90,4.35%,$12.95,$0.00,$25.90
Mojito,3,0,$24.00,$0.00,-$0.00,$24.00,4.03%,$8.00,$0.00,$0.00
Guacamole Full Size,2,0,$21.90,$0.00,-$0.00,$21.90,3.68%,$10.95,$17.90,$4.00
Camarones Costa Azul,1,0,$19.95,$0.00,-$0.00,$19.95,3.35%,$19.95,$0.00,$19.95
Cocktail De Camaron,1,0,$16.95,$0.00,-$0.00,$16.95,2.85%,$16.95,$0.00,$16.95
Mojarra,1,0,$15.95,$0.00,-$0.00,$15.95,2.68%,$15.95,$0.00,$15.95
Champagne,5,0,$15.00,$0.00,-$0.00,$15.00,2.52%,$3.00,$0.00,$15.00
Grilled Chicken Burrito,1,0,$14.95,$0.00,-$0.00,$14.95,2.51%,$14.95,$0.00,$14.95
Chicken Cilantro Salad,1,0,$12.95,$0.00,-$0.00,$12.95,2.18%,$12.95,$0.00,$12.95
Tropical Tostada,1,0,$12.95,$0.00,-$0.00,$12.95,2.18%,$12.95,$0.00,$12.95
Taco A La Carte,5,0,$14.00,-$1.25,-$0.00,$12.75,2.14%,$2.55,$0.00,$0.00
Cadillac Margarita,1,0,$12.00,$0.00,-$0.00,$12.00,2.02%,$12.00,$0.00,$12.00
House Cadillac Margarita,1,0,$12.00,$0.00,-$0.00,$12.00,2.02%,$12.00,$0.00,$12.00
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,2.01%,$11.95,$0.00,$11.95
Tea,4,0,$11.00,$0.00,-$0.00,$11.00,1.85%,$2.75,$0.00,$11.00
Double Dare Tacos,1,0,$8.95,$0.00,-$0.00,$8.95,1.50%,$8.95,$0.00,$8.95
The Great Panino,1,0,$8.95,$0.00,-$0.00,$8.95,1.50%,$8.95,$0.00,$8.95
"Flauta Appetizer ",1,0,$7.95,$0.00,-$0.00,$7.95,1.34%,$7.95,$0.00,$7.95
Negra Modelo,1,0,$8.00,-$1.00,-$0.00,$7.00,1.18%,$7.00,$0.00,$0.00
Burrito A La Carte,1,0,$6.95,$0.00,-$0.00,$6.95,1.17%,$6.95,$0.00,$6.95
Guacamole half order,1,0,$6.00,$0.00,-$0.00,$6.00,1.01%,$6.00,$0.00,$6.00
Dinner Salad,1,0,$4.95,$0.00,-$0.00,$4.95,0.83%,$4.95,$0.00,$4.95
Side Guacamole,1,0,$3.00,$0.00,-$0.00,$3.00,0.50%,$3.00,$0.00,$3.00
Sour Cream,2,0,$3.00,$0.00,-$0.00,$3.00,0.50%,$1.50,$0.00,$3.00
Coffee,1,0,$2.75,$0.00,-$0.00,$2.75,0.46%,$2.75,$0.00,$2.75
Side Pico de Gallo,1,0,$1.75,$0.00,-$0.00,$1.75,0.29%,$1.75,$0.00,$1.75
Albondigas Soup,1,0,$8.95,-$8.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
HH Carne Asada Fries,1,0,$11.95,-$11.95,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
KIDS Cheeseburger,2,0,$17.90,-$17.90,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Side Limes,1,0,$1.00,-$1.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Side Spicy Salsa,1,0,$1.50,-$1.50,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00
Water,2,0,$0.00,$0.00,-$0.00,$0.00,0.00%,$0.00,$0.00,$0.00

TOTAL,84,0,$650.65,-$55.55,$0.00,$595.10,100.00%,$7.08,$17.90,$506.45
