Revenue Item Sales Report
"Nov 15, 2019 12:00 am - Nov 15, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:31 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,731.05"
Net Sales,"$1,684.27"
COGS,$35.80
Gross Profit,"$1,337.85"
Gross Profit Margin,79.43%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Grande Mixed Fajitas,5,0,$124.75,$0.00,-$0.00,$124.75,7.41%,$24.95,$0.00,$124.75
House Margarita,14,0,$121.00,-$6.00,-$0.00,$115.00,6.83%,$8.21,$0.00,$115.00
Modelo Especial,18,0,$99.00,$0.00,-$0.00,$99.00,5.88%,$5.50,$0.00,$0.00
Cadillac Margarita,7,0,$97.00,$0.00,-$0.00,$97.00,5.76%,$13.86,$0.00,$97.00
Molcajete Mar Y Terra,2,0,$89.90,$0.00,-$0.00,$89.90,5.34%,$44.95,$0.00,$89.90
Patron,8,0,$80.00,$0.00,-$0.00,$80.00,4.75%,$10.00,$0.00,$80.00
Combination de Tres,7,0,$83.65,-$11.95,-$0.00,$71.70,4.26%,$10.24,$0.00,$71.70
Combination de Dos,5,0,$55.75,$0.00,-$0.00,$55.75,3.31%,$11.15,$0.00,$55.75
Carne Asada Plate,3,0,$53.85,$0.00,-$0.00,$53.85,3.20%,$17.95,$0.00,$53.85
Tostada De Ceviche,4,0,$47.80,$0.00,-$0.00,$47.80,2.84%,$11.95,$0.00,$47.80
Guacamole Full Size,4,0,$43.80,$0.00,-$0.00,$43.80,2.60%,$10.95,$35.80,$8.00
Cazadores,6,0,$42.00,$0.00,-$0.00,$42.00,2.49%,$7.00,$0.00,$42.00
madslide,4,0,$40.00,$0.00,-$0.00,$40.00,2.37%,$10.00,$0.00,$0.00
Shrimp Fajitas,2,0,$39.90,$0.00,-$0.00,$39.90,2.37%,$19.95,$0.00,$39.90
Combination de Uno,5,0,$39.75,$0.00,-$0.00,$39.75,2.36%,$7.95,$0.00,$39.75
Camarones,2,0,$35.90,$0.00,-$0.00,$35.90,2.13%,$17.95,$0.00,$35.90
Grilled Steak Fajitas,2,0,$35.90,$0.00,-$0.00,$35.90,2.13%,$17.95,$0.00,$35.90
Pina Colada,4,0,$32.00,$0.00,-$0.00,$32.00,1.90%,$8.00,$0.00,$0.00
House Cadillac Margarita,4,0,$38.00,-$8.00,-$0.00,$30.00,1.78%,$7.50,$0.00,$30.00
Negra Modelo,6,0,$30.00,$0.00,-$0.00,$30.00,1.78%,$5.00,$0.00,$0.00
Bud Light,4,0,$26.00,$0.00,-$0.00,$26.00,1.54%,$6.50,$0.00,$26.00
Don Julio,2,0,$24.00,$0.00,-$0.00,$24.00,1.42%,$12.00,$0.00,$0.00
Deep Fried Ice Cream,3,0,$20.85,$0.00,-$0.00,$20.85,1.24%,$6.95,$0.00,$20.85
