Revenue Item Sales Report
"Nov 22, 2019 12:00 am - Nov 22, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:34 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$1,622.05"
Net Sales,"$1,574.92"
COGS,$26.85
Gross Profit,"$1,211.57"
Gross Profit Margin,76.93%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Modelo Especial,16,0,$95.00,-$3.00,-$0.00,$92.00,5.84%,$5.75,$0.00,$0.00
Combination de Dos,8,0,$85.60,$0.00,-$0.00,$85.60,5.44%,$10.70,$0.00,$85.60
Camarones Costa Azul,3,0,$59.85,$0.00,-$0.00,$59.85,3.80%,$19.95,$0.00,$59.85
Pacifico,13,0,$65.00,-$7.00,-$0.00,$58.00,3.68%,$4.46,$0.00,$0.00
Soft Drink,17,0,$55.25,$0.00,-$0.00,$55.25,3.51%,$3.25,$0.00,$55.25
Camarones,3,0,$53.85,$0.00,-$0.00,$53.85,3.42%,$17.95,$0.00,$53.85
Grande Mixed Fajitas,2,0,$49.90,$0.00,-$0.00,$49.90,3.17%,$24.95,$0.00,$49.90
Combination de Tres,4,0,$49.80,$0.00,-$0.00,$49.80,3.16%,$12.45,$0.00,$49.80
House Cadillac Margarita,6,0,$60.00,-$12.00,-$0.00,$48.00,3.05%,$8.00,$0.00,$48.00
House Margarita,6,0,$54.00,-$10.00,-$0.00,$44.00,2.79%,$7.33,$0.00,$44.00
Pozole,4,0,$43.80,-$2.74,-$0.00,$41.06,2.61%,$10.27,$0.00,$41.06
Cadillac Margarita,2,0,$36.00,$0.00,-$0.00,$36.00,2.29%,$18.00,$0.00,$36.00
Carne Asada Plate,2,0,$35.90,$0.00,-$0.00,$35.90,2.28%,$17.95,$0.00,$35.90
Carne Asada Fries,3,0,$35.85,$0.00,-$0.00,$35.85,2.28%,$11.95,$0.00,$35.85
Menudo Soup,3,0,$35.85,$0.00,-$0.00,$35.85,2.28%,$11.95,$0.00,$35.85
Cocktail De Camaron,2,0,$35.40,$0.00,-$0.00,$35.40,2.25%,$17.70,$0.00,$35.40
Al Pastor Plate,2,0,$33.90,$0.00,-$0.00,$33.90,2.15%,$16.95,$0.00,$33.90
Guacamole Full Size,3,0,$32.85,$0.00,-$0.00,$32.85,2.09%,$10.95,$26.85,$6.00
Corona,6,0,$36.00,-$4.00,-$0.00,$32.00,2.03%,$5.33,$0.00,$0.00
don julio añejo,2,0,$32.00,$0.00,-$0.00,$32.00,2.03%,$16.00,$0.00,$0.00
"Flauta Appetizer ",4,0,$31.80,$0.00,-$0.00,$31.80,2.02%,$7.95,$0.00,$31.80
Carne Asada Burrito,2,0,$29.90,$0.00,-$0.00,$29.90,1.90%,$14.95,$0.00,$29.90
KIDS Cheeseburger,3,0,$26.85,$0.00,-$0.00,$26.85,1.70%,$8.95,$0.00,$26.85
Shred Beef Burrito,2,0,$25.90,$0.00,-$0.00,$25.90,1.64%,$12.95,$0.00,$25.90
Grey Goose,3,0,$24.00,$0.00,-$0.00,$24.00,1.52%,$8.00,$0.00,$0.00
paloma,2,0,$24.00,$0.00,-$0.00,$24.00,1.52%,$12.00,$0.00,$0.00
Tostada De Ceviche,2,0,$21.90,$0.00,-$0.00,$21.90,1.39%,$10.95,$0.00,$21.90
Camarones Aguachiles,1,0,$19.95,$0.00,-$0.00,$19.95,1.27%,$19.95,$0.00,$19.95
Shrimp Fajitas,1,0,$19.95,$0.00,-$0.00,$19.95,1.27%,$19.95,$0.00,$19.95
Steak Tampiqueno,1,0,$19.95,$0.00,-$0.00,$19.95,1.27%,$19.95,$0.00,$19.95
Queso Fundido,2,0,$19.90,$0.00,-$0.00,$19.90,1.26%,$9.95,$0.00,$19.90
Fireball,2,0,$18.00,$0.00,-$0.00,$18.00,1.14%,$9.00,$0.00,$0.00
Guacamole half order,3,0,$18.00,$0.00,-$0.00,$18.00,1.14%,$6.00,$0.00,$18.00
S Shrimp Margarita,1,0,$17.95,$0.00,-$0.00,$17.95,1.14%,$17.95,$0.00,$17.95
Tequila Shrimp Fettuccini,1,0,$17.95,$0.00,-$0.00,$17.95,1.14%,$17.95,$0.00,$17.95
The Classic Enchiladas,2,0,$17.90,$0.00,-$0.00,$17.90,1.14%,$8.95,$0.00,$17.90
Grilled Chicken Fajitas,1,0,$16.95,$0.00,-$0.00,$16.95,1.08%,$16.95,$0.00,$16.95
Mojarra,1,0,$15.95,$0.00,-$0.00,$15.95,1.01%,$15.95,$0.00,$15.95
Combination de Uno,2,0,$15.90,$0.00,-$0.00,$15.90,1.01%,$7.95,$0.00,$15.90
Shrimp Enchilada Plate,1,0,$14.95,$0.00,-$0.00,$14.95,0.95%,$14.95,$0.00,$14.95
Deep Fried Ice Cream,2,0,$13.90,$0.00,-$0.00,$13.90,0.88%,$6.95,$0.00,$13.90
Bud Light,1,0,$14.00,-$2.00,-$0.00,$12.00,0.76%,$12.00,$0.00,$12.00
Dona Margarita,1,0,$12.00,$0.00,-$0.00,$12.00,0.76%,$12.00,$0.00,$12.00
Bacon Cheeseburger,1,0,$11.95,$0.00,-$0.00,$11.95,0.76%,$11.95,$0.00,$11.95
Cheese Quesadilla,1,0,$11.95,$0.00,-$0.00,$11.95,0.76%,$11.95,$0.00,$11.95
BAR CODE,1,0,$10.00,$0.00,-$0.00,$10.00,0.63%,$10.00,$0.00,$10.00
Bohemia,2,0,$10.00,$0.00,-$0.00,$10.00,0.63%,$5.00,$0.00,$0.00
Bean & Cheese Burrito,1,0,$9.95,$0.00,-$0.00,$9.95,0.63%,$9.95,$0.00,$9.95
Burrito A La Carte,1,0,$9.50,$0.00,-$0.00,$9.50,0.60%,$9.50,$0.00,$9.50
Adios,1,0,$9.00,$0.00,-$0.00,$9.00,0.57%,$9.00,$0.00,$0.00
Mexican Flan,2,0,$9.00,$0.00,-$0.00,$9.00,0.57%,$4.50,$0.00,$9.00
Albondigas Soup,1,0,$8.95,$0.00,-$0.00,$8.95,0.57%,$8.95,$0.00,$8.95
KIDS Cheese Enchilada,1,0,$8.95,$0.00,-$0.00,$8.95,0.57%,$8.95,$0.00,$8.95
1800 tequila,1,0,$8.00,$0.00,-$0.00,$8.00,0.51%,$8.00,$0.00,$0.00
IPA Pale Ale,2,0,$12.00,-$4.00,-$0.00,$8.00,0.51%,$4.00,$0.00,$0.00
odouls,2,0,$8.00,$0.00,-$0.00,$8.00,0.51%,$4.00,$0.00,$0.00
Montejo,1,0,$6.00,$0.00,-$0.00,$6.00,0.38%,$6.00,$0.00,$6.00
HH Quesadilla,1,0,$7.95,-$2.39,-$0.00,$5.56,0.35%,$5.56,$0.00,$5.56
Negra Modelo,1,0,$5.00,$0.00,-$0.00,$5.00,0.32%,$5.00,$0.00,$0.00
Enchilada A La Carte,2,0,$4.50,$0.00,-$0.00,$4.50,0.29%,$2.25,$0.00,$0.00
Horchata,1,0,$4.50,$0.00,-$0.00,$4.50,0.29%,$4.50,$0.00,$4.50
Side Corn Tortillas,3,0,$4.50,$0.00,-$0.00,$4.50,0.29%,$1.50,$0.00,$4.50
camarones a mojo de ajo,1,0,$4.00,$0.00,-$0.00,$4.00,0.25%,$4.00,$0.00,$0.00
Side French Fries,1,0,$3.50,$0.00,-$0.00,$3.50,0.22%,$3.50,$0.00,$3.50
Side Chile Toreado,2,0,$3.00,$0.00,-$0.00,$3.00,0.19%,$1.50,$0.00,$3.00
Side Guacamole,1,0,$3.00,$0.00,-$0.00,$3.00,0.19%,$3.00,$0.00,$3.00
Coffee,1,0,$2.75,$0.00,-$0.00,$2.75,0.17%,$2.75,$0.00,$2.75
Tea,1,0,$2.75,$0.00,-$0.00,$2.75,0.17%,$2.75,$0.00,$2.75
