Revenue Item Sales Report
"Nov 05, 2019 12:00 am - Nov 05, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:28 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,$957.55
Net Sales,$932.60
COGS,$0.00
Gross Profit,$848.41
Gross Profit Margin,90.97%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Sunday Brunch (Adult),14,0,$279.30,$0.00,-$0.00,$279.30,29.95%,$19.95,$0.00,$279.30
House Margarita,7,0,$55.00,-$8.00,-$0.00,$47.00,5.04%,$6.71,$0.00,$47.00
Taco Tuesday,8,0,$40.00,$0.00,-$0.00,$40.00,4.29%,$5.00,$0.00,$40.00
S Top Sirloin Steak,2,0,$35.90,$0.00,-$0.00,$35.90,3.85%,$17.95,$0.00,$35.90
Cocktail De Camaron,2,0,$33.90,$0.00,-$0.00,$33.90,3.63%,$16.95,$0.00,$33.90
Combination de Tres,2,0,$29.90,$0.00,-$0.00,$29.90,3.21%,$14.95,$0.00,$29.90
Combination de Uno,3,0,$25.85,$0.00,-$0.00,$25.85,2.77%,$8.62,$0.00,$25.85
Corona,5,0,$25.00,$0.00,-$0.00,$25.00,2.68%,$5.00,$0.00,$0.00
Grande Mixed Fajitas,1,0,$24.95,$0.00,-$0.00,$24.95,2.68%,$24.95,$0.00,$24.95
Soft Drink,7,0,$22.75,$0.00,-$0.00,$22.75,2.44%,$3.25,$0.00,$22.75
Patron,2,0,$20.00,$0.00,-$0.00,$20.00,2.14%,$10.00,$0.00,$20.00
Shrimp Fajitas,1,0,$19.95,$0.00,-$0.00,$19.95,2.14%,$19.95,$0.00,$19.95
Montejo,2,0,$20.00,-$2.00,-$0.00,$18.00,1.93%,$9.00,$0.00,$18.00
Carne Asada Plate,1,0,$17.95,$0.00,-$0.00,$17.95,1.92%,$17.95,$0.00,$17.95
The Healthy Choice,2,0,$17.90,$0.00,-$0.00,$17.90,1.92%,$8.95,$0.00,$17.90
Shrimp Enchilada Plate,1,0,$14.95,$0.00,-$0.00,$14.95,1.60%,$14.95,$0.00,$14.95
Shred Beef Burrito,1,0,$13.95,$0.00,-$0.00,$13.95,1.50%,$13.95,$0.00,$13.95
Shred Chicken Burrito,1,0,$13.95,$0.00,-$0.00,$13.95,1.50%,$13.95,$0.00,$13.95
Grilled Chicken Burrito,1,0,$12.95,$0.00,-$0.00,$12.95,1.39%,$12.95,$0.00,$12.95
Cadillac Margarita,1,0,$12.00,$0.00,-$0.00,$12.00,1.29%,$12.00,$0.00,$12.00
Champagne,4,0,$12.00,$0.00,-$0.00,$12.00,1.29%,$3.00,$0.00,$12.00
Bacon Cheeseburger,1,0,$11.95,$0.00,-$0.00,$11.95,1.28%,$11.95,$0.00,$11.95
Carne Asada Fries,1,0,$11.95,$0.00,-$0.00,$11.95,1.28%,$11.95,$0.00,$11.95
Menudo Soup,1,0,$11.95,$0.00,-$0.00,$11.95,1.28%,$11.95,$0.00,$11.95
Tostada De Ceviche,1,0,$11.95,$0.00,-$0.00,$11.95,1.28%,$11.95,$0.00,$11.95
Modelo Especial,2,0,$10.00,$0.00,-$0.00,$10.00,1.07%,$5.00,$0.00,$0.00
Combination de Dos,1,0,$9.95,$0.00,-$0.00,$9.95,1.07%,$9.95,$0.00,$9.95
Queso Fundido,1,0,$9.95,$0.00,-$0.00,$9.95,1.07%,$9.95,$0.00,$9.95
Dinner Salad,2,0,$9.90,$0.00,-$0.00,$9.90,1.06%,$4.95,$0.00,$9.90
Adios,1,0,$9.00,$0.00,-$0.00,$9.00,0.97%,$9.00,$0.00,$0.00
Bombay Sapphire,1,0,$9.00,$0.00,-$0.00,$9.00,0.97%,$9.00,$0.00,$0.00
Cabernet Sauvigon,2,0,$14.00,-$5.00,-$0.00,$9.00,0.97%,$4.50,$0.00,$0.00
Albondigas Soup,1,0,$8.95,$0.00,-$0.00,$8.95,0.96%,$8.95,$0.00,$8.95
KIDS Cheeseburger,1,0,$8.95,$0.00,-$0.00,$8.95,0.96%,$8.95,$0.00,$8.95
KIDS Chicken Enchilada,1,0,$8.95,$0.00,-$0.00,$8.95,0.96%,$8.95,$0.00,$8.95
Tea,3,0,$8.25,$0.00,-$0.00,$8.25,0.88%,$2.75,$0.00,$8.25
IPA Pale Ale,2,0,$12.00,-$4.00,-$0.00,$8.00,0.86%,$4.00,$0.00,$0.00
Taco A La Carte,2,0,$6.50,$0.00,-$0.00,$6.50,0.70%,$3.25,$0.00,$0.00
HH Flauta Appetizer,1,0,$7.95,-$2.39,-$0.00,$5.56,0.60%,$5.56,$0.00,$5.56
