Revenue Item Sales Report
"Nov 03, 2019 12:00 am - Nov 03, 2019 11:59 pm"
"Requested on: Apr 16, 2020 4:27 pm"
Filters: none

Items: All
Item Type:Revenue Items
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."


Gross Sales,"$3,580.35"
Net Sales,"$3,570.35"
COGS,$44.75
Gross Profit,"$3,318.60"
Gross Profit Margin,92.95%

Name,Sold,Refunded,Gross Sales,Discounts,Refunds,Net Sales,% Net Sales,Avg Net Sales,COGS,Gross Profit
Sunday Brunch (Adult),99,0,"$1,975.05",$0.00,-$0.00,"$1,975.05",55.32%,$19.95,$0.00,"$1,975.05"
Sunday Brunch (Kids),12,0,$119.40,$0.00,-$0.00,$119.40,3.34%,$9.95,$0.00,$119.40
Mimosa with Sunday Brunch,16,0,$80.00,$0.00,-$0.00,$80.00,2.24%,$5.00,$0.00,$80.00
Grande Mixed Fajitas,3,0,$74.85,$0.00,-$0.00,$74.85,2.10%,$24.95,$0.00,$74.85
Camarones,4,0,$71.80,$0.00,-$0.00,$71.80,2.01%,$17.95,$0.00,$71.80
Soft Drink,22,0,$71.50,$0.00,-$0.00,$71.50,2.00%,$3.25,$0.00,$71.50
Camarones Costa Azul,3,0,$59.85,$0.00,-$0.00,$59.85,1.68%,$19.95,$0.00,$59.85
Menudo Soup,5,0,$59.75,$0.00,-$0.00,$59.75,1.67%,$11.95,$0.00,$59.75
Guacamole Full Size,5,0,$54.75,$0.00,-$0.00,$54.75,1.53%,$10.95,$44.75,$10.00
Carne Asada Plate,3,0,$53.85,$0.00,-$0.00,$53.85,1.51%,$17.95,$0.00,$53.85
Modelo Especial,8,0,$52.00,$0.00,-$0.00,$52.00,1.46%,$6.50,$0.00,$0.00
Molcajete Mar Y Terra,1,0,$44.95,$0.00,-$0.00,$44.95,1.26%,$44.95,$0.00,$44.95
Bloody Mary,5,0,$40.00,$0.00,-$0.00,$40.00,1.12%,$8.00,$0.00,$0.00
Parrilla Para Dos,1,0,$39.95,$0.00,-$0.00,$39.95,1.12%,$39.95,$0.00,$39.95
Cocktail De Camaron,2,0,$33.90,$0.00,-$0.00,$33.90,0.95%,$16.95,$0.00,$33.90
Corona,6,0,$30.00,$0.00,-$0.00,$30.00,0.84%,$5.00,$0.00,$0.00
Custom Item,1,0,$28.00,$0.00,-$0.00,$28.00,0.78%,$28.00,$0.00,$0.00
